Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Blue Home,Cash Discount,Cigna,First Health,Humana,Humana Medicare Advantage,MedCost PPO,MedCost Ultra,Tricare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Caldwell UNC Health Care","HC HEPATITIS C RIBA","86804","$145.00","$13.17","$116.00","$89.90","$15.80","$54.96","$40.88","$87.00","$13.72","$102.95","$116.00","$16.11","$87.87","$62.35","$13.17","$78.30","$15.57","$15.80"
"Caldwell UNC Health Care","HC HLA SINGLE ANTIGEN TYPING","86812","$380.00","$21.94","$304.00","$235.60","$26.33","$144.02","$107.12","$228.00","$22.85","$269.80","$304.00","$26.84","$230.28","$163.40","$21.94","$205.20","$25.94","$26.33"
"Caldwell UNC Health Care","HC HLA FLOW AB SCR CLASS I AND II","86828","$172.00","$35.04","$137.60","$106.64","$65.47","$65.19","$48.49","$103.20","$35.04","$122.12","$137.60","$66.76","$104.23","$73.96","$54.56","$92.88","$64.51","$65.47"
"Caldwell UNC Health Care","HC HLA FLOW SNGL ANTGN CL 1","86832","$218.00","$61.45","$218.00","$135.16","$218.00","$82.62","$61.45","$130.80","$112.34","$154.78","$174.40","$218.00","$132.11","$93.74","$152.60","$117.72","$218.00","$218.00"
"Caldwell UNC Health Care","HC HLA FLOW SNGL ANTGN CL 2","86833","$489.00","$102.13","$391.20","$303.18","$332.32","$185.33","$137.85","$293.40","$102.13","$347.19","$391.20","$338.83","$296.33","$210.27","$276.93","$264.06","$327.43","$332.32"
"Caldwell UNC Health Care","HC ANTIBODY SCREEN","86850","$129.00","$3.39","$103.20","$79.98","$46.80","$48.89","$36.37","$77.40","$3.39","$91.59","$103.20","$47.72","$78.17","$55.47","$39.00","$69.66","$46.11","$46.80"
"Caldwell UNC Health Care","HC ANTIBODY ELUATE","86860","$235.00","$19.78","$188.00","$145.70","$143.87","$89.07","$66.25","$141.00","$19.78","$166.85","$188.00","$146.69","$142.41","$101.05","$119.89","$126.90","$133.76","$143.87"
"Caldwell UNC Health Care","HC ANTIBODY IDENTIFICATION","86870","$392.00","$27.23","$313.60","$243.04","$282.04","$148.57","$110.50","$235.20","$27.23","$278.32","$313.60","$287.57","$237.55","$168.56","$235.03","$211.68","$264.18","$282.04"
"Caldwell UNC Health Care","HC DIRECT COOMBS","86880","$72.00","$4.76","$57.60","$44.64","$31.67","$27.29","$20.30","$43.20","$4.76","$51.12","$57.60","$32.29","$43.63","$30.96","$27.72","$38.88","$31.16","$33.52"
"Caldwell UNC Health Care","HC DIRECT COOMBS IGG","86880","$15.00","$4.23","$33.52","$9.30","$15.00","$5.69","$4.23","$9.00","$4.76","$10.65","$12.00","$15.00","$9.09","$6.45","$10.50","$8.10","$15.00","$33.52"
"Caldwell UNC Health Care","HC ABO GROUP","86900","$303.00","$2.65","$242.40","$187.86","$103.15","$114.84","$85.42","$181.80","$2.65","$215.13","$242.40","$105.17","$183.62","$130.29","$85.96","$163.62","$101.63","$103.15"
"Caldwell UNC Health Care","HC BLOOD TYPING RH(D)","86901","$78.00","$2.65","$62.40","$48.36","$31.63","$29.56","$21.99","$46.80","$2.65","$55.38","$62.40","$32.25","$47.27","$33.54","$26.36","$42.12","$31.16","$31.63"
"Caldwell UNC Health Care","HC DONOR ANTIGEN SCREEN","86902","$527.00","$3.39","$421.60","$326.74","$282.04","$199.73","$148.56","$316.20","$3.39","$374.17","$421.60","$287.57","$319.36","$226.61","$235.03","$284.58","$264.18","$282.04"
"Caldwell UNC Health Care","HC PATIENT RBC ANTIGEN SCREEN","86905","$392.00","$3.39","$313.60","$243.04","$268.13","$148.57","$110.50","$235.20","$3.39","$278.32","$313.60","$287.57","$237.55","$168.56","$236.78","$211.68","$264.18","$284.13"
"Caldwell UNC Health Care","HC CROSSMATCH EACH UNIT IMMEDIATE SPIN","86920","$269.00","$22.11","$215.20","$166.78","$135.76","$101.95","$75.83","$161.40","$22.11","$190.99","$215.20","$138.42","$163.01","$115.67","$113.13","$145.26","$133.76","$135.76"
"Caldwell UNC Health Care","HC RSV DIRECT ANTIGEN","87420","$70.00","$10.61","$56.00","$43.40","$14.19","$26.53","$19.73","$42.00","$10.61","$49.70","$56.00","$14.47","$42.42","$30.10","$11.82","$37.80","$13.98","$14.19"
"Caldwell UNC Health Care","HC BLOOD COUNT; SMEAR MICRO EXAM W/ MANUAL DIFF WBC COUNT","85007","$28.00","$3.04","$22.40","$17.36","$3.88","$10.61","$7.89","$16.80","$3.04","$19.88","$22.40","$3.95","$16.97","$12.04","$3.23","$15.12","$3.82","$3.88"
"Caldwell UNC Health Care","HC HEMOGLOBIN","85018","$6.00","$1.69","$4.80","$3.72","$2.42","$2.27","$1.69","$3.60","$2.10","$4.26","$4.80","$2.46","$3.64","$2.58","$2.01","$3.24","$2.38","$2.42"
"Caldwell UNC Health Care","HC CBC W/ DIFFERENTIAL AUTO","85025","$53.00","$6.60","$42.40","$32.86","$7.93","$20.09","$14.94","$31.80","$6.88","$37.63","$42.40","$8.08","$32.12","$22.79","$6.60","$28.62","$7.81","$7.93"
"Caldwell UNC Health Care","HC COMPLETE CBC AUTOMATED W/O DIFF","85027","$14.00","$3.95","$11.20","$8.68","$6.60","$5.31","$3.95","$8.40","$5.73","$9.94","$11.20","$6.73","$8.48","$6.02","$5.50","$7.56","$6.50","$6.60"
"Caldwell UNC Health Care","HC RETICULOCYTE COUNT AUTO","85045","$100.00","$3.39","$80.00","$62.00","$4.07","$37.90","$28.19","$60.00","$3.54","$71.00","$80.00","$4.15","$60.60","$43.00","$3.39","$54.00","$4.01","$4.07"
"Caldwell UNC Health Care","HC RETICULOCYTE COUNT AUTO ADDL PARAMETERS","85046","$9.00","$2.54","$7.20","$5.58","$5.68","$3.41","$2.54","$5.40","$4.93","$6.39","$7.20","$5.79","$5.45","$3.87","$4.73","$4.86","$5.60","$5.68"
"Caldwell UNC Health Care","HC WHITE BLOOD CELL WBC AUTO","85048","$38.00","$2.16","$30.40","$23.56","$2.59","$14.40","$10.71","$22.80","$2.25","$26.98","$30.40","$2.64","$23.03","$16.34","$2.16","$20.52","$2.55","$2.59"
"Caldwell UNC Health Care","HC PLATELET AUTOMATED","85049","$19.00","$3.81","$15.20","$11.78","$4.57","$7.20","$5.36","$11.40","$3.97","$13.49","$15.20","$4.66","$11.51","$8.17","$3.81","$10.26","$4.50","$4.57"
"Caldwell UNC Health Care","HC BN MARROW ASP PREP","85097","$88.00","$24.81","$625.15","$54.56","$88.00","$33.35","$24.81","$52.80","$33.05","$62.48","$70.40","$88.00","$53.33","$37.84","$61.60","$47.52","$88.00","$625.15"
"Caldwell UNC Health Care","HC FACTOR II ASSAY","85210","$64.00","$11.03","$51.20","$39.68","$13.24","$24.26","$18.04","$38.40","$11.50","$45.44","$51.20","$13.50","$38.78","$27.52","$11.03","$34.56","$13.04","$13.24"
"Caldwell UNC Health Care","HC FACTOR V ASSAY","85220","$7.00","$1.97","$7.00","$4.34","$7.00","$2.65","$1.97","$4.20","$7.00","$4.97","$5.60","$7.00","$4.24","$3.01","$4.90","$3.78","$7.00","$7.00"
"Caldwell UNC Health Care","HC FACTOR VII ASSAY","85230","$36.00","$10.15","$28.80","$22.32","$18.26","$13.64","$10.15","$21.60","$15.85","$25.56","$28.80","$18.62","$21.82","$15.48","$15.22","$19.44","$17.99","$18.26"
"Caldwell UNC Health Care","HC FACTOR VIII ACTIVITY","85240","$65.00","$15.22","$52.00","$40.30","$18.26","$24.64","$18.32","$39.00","$15.85","$46.15","$52.00","$18.62","$39.39","$27.95","$15.22","$35.10","$17.99","$18.26"
"Caldwell UNC Health Care","HC VON WILLEBRAND FACTOR ACTIVITY","85245","$83.00","$19.50","$66.40","$51.46","$23.40","$31.46","$23.40","$49.80","$20.31","$58.93","$66.40","$23.86","$50.30","$35.69","$19.50","$44.82","$23.05","$23.40"
"Caldwell UNC Health Care","HC VON WILLEBRAND FACTOR ANTIGEN","85246","$83.00","$19.50","$66.40","$51.46","$23.40","$31.46","$23.40","$49.80","$20.31","$58.93","$66.40","$23.86","$50.30","$35.69","$19.50","$44.82","$23.05","$23.40"
"Caldwell UNC Health Care","HC ADAMST 13 ACTIVITY","85246","$128.00","$19.50","$102.40","$79.36","$23.40","$48.51","$36.08","$76.80","$20.31","$90.88","$102.40","$23.86","$77.57","$55.04","$19.50","$69.12","$23.05","$23.40"
"Caldwell UNC Health Care","HC VWF MULTIMER","85247","$83.00","$19.50","$66.40","$51.46","$23.40","$31.46","$23.40","$49.80","$20.31","$58.93","$66.40","$23.86","$50.30","$35.69","$19.50","$44.82","$23.05","$23.40"
"Caldwell UNC Health Care","HC FACTOR IX ASSAY","85250","$42.00","$11.84","$33.60","$26.04","$19.42","$15.92","$11.84","$25.20","$16.86","$29.82","$33.60","$19.80","$25.45","$18.06","$16.18","$22.68","$19.14","$19.42"
"Caldwell UNC Health Care","HC FACTOR X ASSAY","85260","$40.00","$11.28","$32.00","$24.80","$18.26","$15.16","$11.28","$24.00","$15.85","$28.40","$32.00","$18.62","$24.24","$17.20","$15.22","$21.60","$17.99","$18.26"
"Caldwell UNC Health Care","HC FACTOR XI ASSAY","85270","$40.00","$11.28","$32.00","$24.80","$18.26","$15.16","$11.28","$24.00","$15.85","$28.40","$32.00","$18.62","$24.24","$17.20","$15.22","$21.60","$17.99","$18.26"
"Caldwell UNC Health Care","HC FACTOR XIII ASSAY","85291","$22.00","$6.20","$17.60","$13.64","$9.29","$8.34","$6.20","$13.20","$7.88","$15.62","$17.60","$9.47","$13.33","$9.46","$7.74","$11.88","$9.16","$9.29"
"Caldwell UNC Health Care","HC ANTITHROMBIN III ACT ASSAY","85300","$100.00","$10.07","$80.00","$62.00","$12.09","$37.90","$28.19","$60.00","$10.50","$71.00","$80.00","$12.32","$60.60","$43.00","$10.07","$54.00","$11.91","$12.09"
"Caldwell UNC Health Care","HC PROTEIN C ACTIVITY","85303","$188.00","$11.76","$150.40","$116.56","$14.12","$71.25","$53.00","$112.80","$12.25","$133.48","$150.40","$14.39","$113.93","$80.84","$11.76","$101.52","$13.91","$14.12"
"Caldwell UNC Health Care","HC PROTEIN S ANTIGEN FREE","85305","$69.00","$9.87","$55.20","$42.78","$11.84","$26.15","$19.45","$41.40","$10.28","$48.99","$55.20","$12.07","$41.81","$29.67","$9.87","$37.26","$11.67","$11.84"
"Caldwell UNC Health Care","HC PROTEIN S ACTIVITY","85306","$70.00","$13.02","$56.00","$43.40","$15.63","$26.53","$19.73","$42.00","$13.57","$49.70","$56.00","$15.93","$42.42","$30.10","$13.02","$37.80","$15.40","$15.63"
"Caldwell UNC Health Care","HC FACTOR IX INHIBITOR","85335","$70.00","$10.94","$56.00","$43.40","$13.13","$26.53","$19.73","$42.00","$11.39","$49.70","$56.00","$13.38","$42.42","$30.10","$10.94","$37.80","$12.93","$13.13"
"Caldwell UNC Health Care","HC THROMBOELAST ACT CLOT TIME","85347","$17.00","$3.64","$13.60","$10.54","$4.37","$6.44","$4.79","$10.20","$3.77","$12.07","$13.60","$4.45","$10.30","$7.31","$3.64","$9.18","$4.30","$4.37"
"Caldwell UNC Health Care","HC ACT","85347","$18.00","$3.64","$14.40","$11.16","$4.37","$6.82","$5.07","$10.80","$3.77","$12.78","$14.40","$4.45","$10.91","$7.74","$3.64","$9.72","$4.30","$4.37"
"Caldwell UNC Health Care","HC FIBRIN DEGRAD PROD-SCREEN","85362","$34.00","$5.86","$27.20","$21.08","$7.03","$12.89","$9.58","$20.40","$6.10","$24.14","$27.20","$7.17","$20.60","$14.62","$5.86","$18.36","$6.92","$7.03"
"Caldwell UNC Health Care","HC D-DIMER (QUANT)","85379","$212.00","$8.65","$169.60","$131.44","$10.38","$80.35","$59.76","$127.20","$9.02","$150.52","$169.60","$10.59","$128.47","$91.16","$8.65","$114.48","$10.23","$10.38"
"Caldwell UNC Health Care","HC FIBRINOGEN","85384","$142.00","$7.52","$113.60","$88.04","$9.91","$53.82","$40.03","$85.20","$7.52","$100.82","$113.60","$10.11","$86.05","$61.06","$8.26","$76.68","$9.77","$9.91"
"Caldwell UNC Health Care","HC PLASMINOGEN ACTIVITY","85415","$62.00","$14.61","$49.60","$38.44","$17.53","$23.50","$17.48","$37.20","$15.22","$44.02","$49.60","$17.88","$37.57","$26.66","$14.61","$33.48","$17.28","$17.53"
"Caldwell UNC Health Care","HC FETAL BLEED SCREEN","85461","$29.00","$5.88","$23.20","$17.98","$9.55","$10.99","$8.18","$17.40","$5.88","$20.59","$23.20","$9.73","$17.57","$12.47","$7.96","$15.66","$9.41","$9.55"
"Caldwell UNC Health Care","HC HEPARIN QUANT.","85520","$47.00","$11.13","$37.60","$29.14","$13.35","$17.81","$13.25","$28.20","$11.59","$33.37","$37.60","$13.61","$28.48","$20.21","$11.13","$25.38","$13.16","$13.35"
"Caldwell UNC Health Care","HC HEPARIN INDUCED PLAT AGG","85576","$100.00","$19.03","$80.00","$62.00","$25.41","$37.90","$28.19","$60.00","$19.03","$71.00","$80.00","$25.91","$60.60","$43.00","$21.17","$54.00","$25.03","$25.41"
"Caldwell UNC Health Care","HC LUPUS HEX PHOS PTT","85598","$51.00","$14.38","$40.80","$31.62","$18.34","$19.33","$14.38","$30.60","$15.92","$36.21","$40.80","$18.70","$30.91","$21.93","$15.28","$27.54","$18.07","$18.34"
"Caldwell UNC Health Care","HC HEXAGONAL PHOSPHO NEUTRAL","85598","$51.00","$14.38","$40.80","$31.62","$18.34","$19.33","$14.38","$30.60","$15.92","$36.21","$40.80","$18.70","$30.91","$21.93","$15.28","$27.54","$18.07","$18.34"
"Caldwell UNC Health Care","HC PROTHROMBIN TIME","85610","$13.00","$3.48","$10.40","$8.06","$4.38","$4.93","$3.66","$7.80","$3.48","$9.23","$10.40","$4.46","$7.88","$5.59","$3.65","$7.02","$4.31","$4.38"
"Caldwell UNC Health Care","HC PROTHROMBIN TIME MIX","85611","$11.00","$3.10","$8.80","$6.82","$4.02","$4.17","$3.10","$6.60","$3.49","$7.81","$8.80","$4.10","$6.67","$4.73","$3.35","$5.94","$3.96","$4.02"
"Caldwell UNC Health Care","HC LUPUS ANTICOAG","85613","$119.00","$8.14","$95.20","$73.78","$9.77","$45.10","$33.55","$71.40","$8.48","$84.49","$95.20","$9.96","$72.11","$51.17","$8.14","$64.26","$9.63","$9.77"
"Caldwell UNC Health Care","HC LUPUS-DIL RVV TIME (DRVVT)","85613","$23.00","$6.48","$18.40","$14.26","$9.77","$8.72","$6.48","$13.80","$8.48","$16.33","$18.40","$9.96","$13.94","$9.89","$8.14","$12.42","$9.63","$9.77"
"Caldwell UNC Health Care","HC LUPUS-DIL RVV TIME CONFIRM","85613","$24.00","$6.77","$19.20","$14.88","$9.77","$9.10","$6.77","$14.40","$8.48","$17.04","$19.20","$9.96","$14.54","$10.32","$8.14","$12.96","$9.63","$9.77"
"Caldwell UNC Health Care","HC SED RATE","85651","$32.00","$3.14","$25.60","$19.84","$4.36","$12.13","$9.02","$19.20","$3.14","$22.72","$25.60","$4.44","$19.39","$13.76","$3.63","$17.28","$4.29","$4.36"
"Caldwell UNC Health Care","HC SICKLE CELL TEST","85660","$30.00","$4.68","$24.00","$18.60","$5.62","$11.37","$8.46","$18.00","$4.88","$21.30","$24.00","$5.73","$18.18","$12.90","$4.68","$16.20","$5.54","$5.62"
"Caldwell UNC Health Care","HC THROMBIN CLOTTING TIME","85670","$21.00","$4.90","$16.80","$13.02","$5.89","$7.96","$5.92","$12.60","$5.11","$14.91","$16.80","$6.00","$12.73","$9.03","$4.90","$11.34","$5.80","$5.89"
"Caldwell UNC Health Care","HC APTT","85730","$23.00","$5.11","$18.40","$14.26","$6.13","$8.72","$6.48","$13.80","$5.32","$16.33","$18.40","$6.25","$13.94","$9.89","$5.11","$12.42","$6.04","$6.13"
"Caldwell UNC Health Care","HC LUPUS APTT","85730","$23.00","$5.11","$18.40","$14.26","$6.13","$8.72","$6.48","$13.80","$5.32","$16.33","$18.40","$6.25","$13.94","$9.89","$5.11","$12.42","$6.04","$6.13"
"Caldwell UNC Health Care","HC VISCOSITY","85810","$22.00","$6.20","$17.60","$13.64","$11.90","$8.34","$6.20","$13.20","$10.34","$15.62","$17.60","$12.14","$13.33","$9.46","$9.92","$11.88","$11.73","$11.90"
"Caldwell UNC Health Care","HC CONCENTRATION-ANY TYPE INFECTIOUS AGENT","87015","$19.00","$5.36","$15.20","$11.78","$6.81","$7.20","$5.36","$11.40","$5.91","$13.49","$15.20","$6.95","$11.51","$8.17","$5.68","$10.26","$6.71","$6.81"
"Caldwell UNC Health Care","HC CULTURE BLOOD ROUTINE","87040","$28.00","$7.89","$22.40","$17.36","$10.53","$10.61","$7.89","$16.80","$9.15","$19.88","$22.40","$10.73","$16.97","$12.04","$8.77","$15.12","$10.37","$10.53"
"Caldwell UNC Health Care","HC STOOL CULTURE","87045","$285.00","$8.02","$228.00","$176.70","$9.63","$108.02","$80.34","$171.00","$8.36","$202.35","$228.00","$9.82","$172.71","$122.55","$8.02","$153.90","$9.49","$9.63"
"Caldwell UNC Health Care","HC YERSINIA SCREEN","87046","$93.00","$8.02","$74.40","$57.66","$9.63","$35.25","$26.22","$55.80","$8.36","$66.03","$74.40","$9.82","$56.36","$39.99","$8.02","$50.22","$9.49","$9.63"
"Caldwell UNC Health Care","HC AEROBIC CULTURE SPUTUM","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE THROAT","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE CSF","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC GENITAL CULTURE","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE  DIALYSIS","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC JOINT FLUID CULTURE","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE  EYE OPTHT","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE WOUND","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE  LOWER RESPIRATORY","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC AEROBIC CULTURE VITREOUS WASHING","87070","$63.00","$7.33","$50.40","$39.06","$8.79","$23.88","$17.76","$37.80","$7.63","$44.73","$50.40","$8.96","$38.18","$27.09","$7.33","$34.02","$8.66","$8.79"
"Caldwell UNC Health Care","HC CULTURE QUANTITATIVE BRONCHIAL","87071","$247.00","$8.36","$197.60","$153.14","$10.09","$93.61","$69.63","$148.20","$8.36","$175.37","$197.60","$10.29","$149.68","$106.21","$8.41","$133.38","$9.94","$10.09"
"Caldwell UNC Health Care","HC ANAEROBIC CULTURE","87075","$145.00","$8.05","$116.00","$89.90","$9.66","$54.96","$40.88","$87.00","$8.39","$102.95","$116.00","$9.85","$87.87","$62.35","$8.05","$78.30","$9.52","$9.66"
"Caldwell UNC Health Care","HC ASCITIC FLUID CULTURE","87075","$145.00","$8.05","$116.00","$89.90","$9.66","$54.96","$40.88","$87.00","$8.39","$102.95","$116.00","$9.85","$87.87","$62.35","$8.05","$78.30","$9.52","$9.66"
"Caldwell UNC Health Care","HC ANAEROBIC CULTURE FLUID","87075","$145.00","$8.05","$116.00","$89.90","$9.66","$54.96","$40.88","$87.00","$8.39","$102.95","$116.00","$9.85","$87.87","$62.35","$8.05","$78.30","$9.52","$9.66"
"Caldwell UNC Health Care","HC ORGANISM ID, BACTERIAL","87077","$23.00","$6.48","$18.40","$14.26","$8.24","$8.72","$6.48","$13.80","$7.15","$16.33","$18.40","$8.40","$13.94","$9.89","$6.87","$12.42","$8.12","$8.24"
"Caldwell UNC Health Care","HC MICROBIAL ID - MANUAL","87077","$23.00","$6.48","$18.40","$14.26","$8.24","$8.72","$6.48","$13.80","$7.15","$16.33","$18.40","$8.40","$13.94","$9.89","$6.87","$12.42","$8.12","$8.24"
"Caldwell UNC Health Care","HC MANUAL ID GRAM STAIN","87077","$24.00","$6.77","$19.20","$14.88","$8.24","$9.10","$6.77","$14.40","$7.15","$17.04","$19.20","$8.40","$14.54","$10.32","$6.87","$12.96","$8.12","$8.24"
"Caldwell UNC Health Care","HC ORGANISM ID DEFINITIVE","87077","$23.00","$6.48","$18.40","$14.26","$8.24","$8.72","$6.48","$13.80","$7.15","$16.33","$18.40","$8.40","$13.94","$9.89","$6.87","$12.42","$8.12","$8.24"
"Caldwell UNC Health Care","HC GC CULTURE","87081","$91.00","$5.64","$72.80","$56.42","$6.76","$34.49","$25.65","$54.60","$5.87","$64.61","$72.80","$6.90","$55.15","$39.13","$5.64","$49.14","$6.66","$6.76"
"Caldwell UNC Health Care","HC VRE CULTURE SCREEN","87081","$19.00","$5.36","$15.20","$11.78","$6.76","$7.20","$5.36","$11.40","$5.87","$13.49","$15.20","$6.90","$11.51","$8.17","$5.64","$10.26","$6.66","$6.76"
"Caldwell UNC Health Care","HC MRSA SCREENING","87081","$91.00","$5.64","$72.80","$56.42","$6.76","$34.49","$25.65","$54.60","$5.87","$64.61","$72.80","$6.90","$55.15","$39.13","$5.64","$49.14","$6.66","$6.76"
"Caldwell UNC Health Care","HC GROUP A STREP SCREEN","87081","$91.00","$5.64","$72.80","$56.42","$6.76","$34.49","$25.65","$54.60","$5.87","$64.61","$72.80","$6.90","$55.15","$39.13","$5.64","$49.14","$6.66","$6.76"
"Caldwell UNC Health Care","HC GROUP B STREP SCREEN","87081","$91.00","$5.64","$72.80","$56.42","$6.76","$34.49","$25.65","$54.60","$5.87","$64.61","$72.80","$6.90","$55.15","$39.13","$5.64","$49.14","$6.66","$6.76"
"Caldwell UNC Health Care","HC CULTURE MRSA OUTPATIENT","87081","$91.00","$5.64","$72.80","$56.42","$6.76","$34.49","$25.65","$54.60","$5.87","$64.61","$72.80","$6.90","$55.15","$39.13","$5.64","$49.14","$6.66","$6.76"
"Caldwell UNC Health Care","HC CULTURE LEGIONELLA SP","87081","$91.00","$5.64","$72.80","$56.42","$6.76","$34.49","$25.65","$54.60","$5.87","$64.61","$72.80","$6.90","$55.15","$39.13","$5.64","$49.14","$6.66","$6.76"
"Caldwell UNC Health Care","HC URINE CULTURE","87086","$20.00","$5.64","$16.00","$12.40","$8.23","$7.58","$5.64","$12.00","$7.15","$14.20","$16.00","$8.39","$12.12","$8.60","$6.86","$10.80","$8.11","$8.23"
"Caldwell UNC Health Care","HC URINE ORG ID PRESUMPT EA ISOL","87088","$17.00","$4.79","$13.60","$10.54","$8.25","$6.44","$4.79","$10.20","$7.17","$12.07","$13.60","$8.41","$10.30","$7.31","$6.88","$9.18","$8.13","$8.25"
"Caldwell UNC Health Care","HC DERMATOLOGY SCREEN","87101","$27.00","$6.55","$21.60","$16.74","$7.86","$10.23","$7.61","$16.20","$6.83","$19.17","$21.60","$8.02","$16.36","$11.61","$6.55","$14.58","$7.75","$7.86"
"Caldwell UNC Health Care","HC CULTURE FUNGUS","87102","$170.00","$7.15","$136.00","$105.40","$8.58","$64.43","$47.92","$102.00","$7.44","$120.70","$136.00","$8.75","$103.02","$73.10","$7.15","$91.80","$8.45","$8.58"
"Caldwell UNC Health Care","HC YEAST ID","87106","$28.00","$7.89","$22.40","$17.36","$10.53","$10.61","$7.89","$16.80","$9.15","$19.88","$22.40","$10.73","$16.97","$12.04","$8.77","$15.12","$10.37","$10.53"
"Caldwell UNC Health Care","HC MOLD ID","87107","$53.00","$8.77","$42.40","$32.86","$10.53","$20.09","$14.94","$31.80","$9.15","$37.63","$42.40","$10.73","$32.12","$22.79","$8.77","$28.62","$10.37","$10.53"
"Caldwell UNC Health Care","HC CULTURE TYPING IMMUNOFLU TYPE I","87140","$9.00","$2.54","$7.20","$5.58","$5.68","$3.41","$2.54","$5.40","$4.93","$6.39","$7.20","$5.79","$5.45","$3.87","$4.73","$4.86","$5.60","$5.68"
"Caldwell UNC Health Care","HC STAPHYLOCOCCUS AGGLUTINATION","87147","$47.00","$4.40","$37.60","$29.14","$5.28","$17.81","$13.25","$28.20","$4.58","$33.37","$37.60","$5.39","$28.48","$20.21","$4.40","$25.38","$5.21","$5.28"
"Caldwell UNC Health Care","HC BACTERIAL ID BY SEQUENCING","87153","$24.00","$6.77","$24.00","$14.88","$24.00","$9.10","$6.77","$14.40","$24.00","$17.04","$19.20","$24.00","$14.54","$10.32","$16.80","$12.96","$24.00","$24.00"
"Caldwell UNC Health Care","HC ATHROPOD ID","87168","$14.00","$3.63","$11.20","$8.68","$4.36","$5.31","$3.95","$8.40","$3.78","$9.94","$11.20","$4.44","$8.48","$6.02","$3.63","$7.56","$4.29","$4.36"
"Caldwell UNC Health Care","HC PARASITE ID WORM","87169","$14.00","$3.66","$11.20","$8.68","$4.40","$5.31","$3.95","$8.40","$3.78","$9.94","$11.20","$4.48","$8.48","$6.02","$3.66","$7.56","$4.33","$4.40"
"Caldwell UNC Health Care","HC PINWORM EXAMINATION","87172","$7.00","$1.97","$5.60","$4.34","$4.36","$2.65","$1.97","$4.20","$3.78","$4.97","$5.60","$4.44","$4.24","$3.01","$3.63","$3.78","$4.29","$4.36"
"Caldwell UNC Health Care","HC OVA AND PARASITES","87177","$71.00","$7.57","$56.80","$44.02","$9.08","$26.91","$20.01","$42.60","$7.88","$50.41","$56.80","$9.26","$43.03","$30.53","$7.57","$38.34","$8.94","$9.08"
"Caldwell UNC Health Care","HC ANTIBIOTIC-MIC","87181","$20.00","$4.04","$16.00","$12.40","$4.85","$7.58","$5.64","$12.00","$4.21","$14.20","$16.00","$4.94","$12.12","$8.60","$4.04","$10.80","$4.77","$4.85"
"Caldwell UNC Health Care","HC SUSCEPTIBILITY DISK","87184","$59.00","$6.10","$47.20","$36.58","$7.63","$22.36","$16.63","$35.40","$6.10","$41.89","$47.20","$7.78","$35.75","$25.37","$6.36","$31.86","$7.52","$7.63"
"Caldwell UNC Health Care","HC BETA LACTAMASE DETECTION","87185","$8.00","$2.26","$6.40","$4.96","$4.85","$3.03","$2.26","$4.80","$4.21","$5.68","$6.40","$4.94","$4.85","$3.44","$4.04","$4.32","$4.77","$4.85"
