Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Nash General Hospital","HC 83305 MS PROFILE (82042)","82042","$83.00","$4.58","$74.70","$48.14","$7.94","$41.50","$31.86","$49.80","$4.58","$24.98","$25.48","$74.70","$7.78","$0.00","$65.57","$7.39","$6.60","$7.82","$7.94"
"Nash General Hospital","HC EYE CULTURE","87070","$172.00","$7.63","$154.80","$99.76","$8.79","$86.00","$66.03","$103.20","$7.63","$51.77","$52.80","$154.80","$8.62","$0.00","$135.88","$8.19","$10.98","$8.66","$8.79"
"Nash General Hospital","HC AEROBE ID BY MS","87077","$28.00","$7.15","$25.20","$16.24","$8.24","$14.00","$10.75","$16.80","$7.15","$8.43","$8.60","$25.20","$8.08","$8.48","$22.12","$7.68","$10.31","$8.12","$8.24"
"Nash General Hospital","HC PARASITE SCREEN GIARDIA","87269","$89.00","$10.61","$80.10","$51.62","$13.88","$44.50","$34.17","$53.40","$10.61","$26.79","$27.32","$80.10","$13.61","$0.00","$70.31","$12.93","$15.29","$13.68","$13.88"
"Nash General Hospital","HC PDGFRA GENE ANALYSIS","81314","$545.00","$114.45","$490.50","$316.10","$114.45","$272.50","$209.23","$327.00","$214.18","$164.05","$167.32","$490.50","$0.00","$0.00","$430.55","$313.03","$296.56","$0.00","$0.00"
"Nash General Hospital","HC TB CONCENTRATION","87015","$59.00","$5.91","$53.10","$34.22","$6.81","$29.50","$22.65","$35.40","$5.91","$17.76","$18.11","$53.10","$6.68","$0.00","$46.61","$6.35","$8.51","$6.71","$6.81"
"Nash General Hospital","HC STREPTOCOCCUS AGGLUTINATION","87147","$47.00","$4.58","$42.30","$27.26","$5.28","$23.50","$18.04","$28.20","$4.58","$14.15","$14.43","$42.30","$5.18","$0.00","$37.13","$4.92","$6.60","$5.21","$5.28"
"Nash General Hospital","HC ACETONE","82010","$76.00","$7.23","$68.40","$44.08","$8.33","$38.00","$29.18","$45.60","$7.23","$22.88","$23.33","$68.40","$8.17","$0.00","$60.04","$7.76","$10.41","$8.21","$8.33"
"Nash General Hospital","HC EFPO-OSMOLALITY, F","84999","$22.00","$4.62","$19.80","$12.76","$4.62","$11.00","$8.45","$13.20","$12.70","$6.62","$6.75","$19.80","$0.00","$0.00","$17.38","$0.00","$11.00","$0.00","$0.00"
"Nash General Hospital","HC 89199 - CELIAC DISEASE SEROLOGY CAS","82784","$23.00","$6.92","$20.70","$13.34","$9.49","$11.50","$8.83","$13.80","$8.24","$6.92","$7.06","$20.70","$9.30","$0.00","$18.17","$8.84","$11.85","$9.35","$9.49"
"Nash General Hospital","HC MYCOBACTERIA ID BY MS","87118","$90.00","$9.69","$81.00","$52.20","$14.90","$45.00","$34.55","$54.00","$9.69","$27.09","$27.63","$81.00","$14.61","$15.34","$71.10","$13.88","$13.95","$14.68","$14.90"
"Nash General Hospital","HC CHLORPROMAZINE","80342","$106.00","$19.07","$95.40","$61.48","$22.26","$53.00","$40.69","$63.60","$53.74","$31.91","$32.54","$95.40","$0.00","$0.00","$83.74","$0.00","$19.07","$0.00","$0.00"
"Nash General Hospital","HC RBC FOLATE","82747","$107.00","$15.33","$96.30","$62.06","$0.00","$53.50","$41.08","$64.20","$15.33","$32.21","$32.85","$96.30","$0.00","$0.00","$84.53","$0.00","$22.08","$0.00","$0.00"
"Nash General Hospital","HC PKU","84030","$28.00","$4.87","$25.20","$16.24","$5.61","$14.00","$10.75","$16.80","$4.87","$8.43","$8.60","$25.20","$5.50","$0.00","$22.12","$5.23","$7.01","$5.53","$5.61"
"Nash General Hospital","HC PROCALCITONIN","84145","$273.00","$23.72","$245.70","$158.34","$27.76","$136.50","$104.80","$163.80","$23.72","$82.17","$83.81","$245.70","$27.22","$0.00","$215.67","$25.86","$34.14","$27.36","$27.76"
"Nash General Hospital","HC ANTISTREPTOLYSIN O SCREEN","86063","$293.00","$5.11","$263.70","$169.94","$0.00","$146.50","$112.48","$175.80","$5.11","$88.19","$89.95","$263.70","$0.00","$0.00","$231.47","$0.00","$7.36","$0.00","$0.00"
"Nash General Hospital","HC BLEEDING TIME","85002","$149.00","$3.99","$134.10","$86.42","$4.92","$74.50","$57.20","$89.40","$3.99","$44.85","$45.74","$134.10","$4.82","$5.06","$117.71","$4.58","$5.74","$4.84","$4.92"
"Nash General Hospital","HC KLEIHAUER-BETKE STAIN","85460","$437.00","$6.85","$393.30","$253.46","$7.88","$218.50","$167.76","$262.20","$6.85","$131.54","$134.16","$393.30","$7.73","$0.00","$345.23","$0.00","$9.87","$7.77","$7.88"
"Nash General Hospital","HC PLEURAL FLUID CULTURE","87070","$172.00","$7.63","$154.80","$99.76","$8.79","$86.00","$66.03","$103.20","$7.63","$51.77","$52.80","$154.80","$8.62","$0.00","$135.88","$8.19","$10.98","$8.66","$8.79"
"Nash General Hospital","HC CATHETER TIP CULTURE","87070","$172.00","$7.63","$154.80","$99.76","$8.79","$86.00","$66.03","$103.20","$7.63","$51.77","$52.80","$154.80","$8.62","$0.00","$135.88","$8.19","$10.98","$8.66","$8.79"
"Nash General Hospital","HC EAR CULTURE","87070","$172.00","$7.63","$154.80","$99.76","$8.79","$86.00","$66.03","$103.20","$7.63","$51.77","$52.80","$154.80","$8.62","$0.00","$135.88","$8.19","$10.98","$8.66","$8.79"
"Nash General Hospital","HC NASOPHARYNGEAL CULTURE","87070","$172.00","$7.63","$154.80","$99.76","$8.79","$86.00","$66.03","$103.20","$7.63","$51.77","$52.80","$154.80","$8.62","$0.00","$135.88","$8.19","$10.98","$8.66","$8.79"
"Nash General Hospital","HC TRANSFUSION CULTURE","87070","$148.00","$7.63","$133.20","$85.84","$8.79","$74.00","$56.82","$88.80","$7.63","$44.55","$45.44","$133.20","$8.62","$0.00","$116.92","$8.19","$10.98","$8.66","$8.79"
"Nash General Hospital","HC SA COMPLETE BY PCR (CEPHEID)","87150","$132.00","$31.07","$118.80","$76.56","$35.79","$66.00","$50.67","$79.20","$31.07","$39.73","$40.52","$118.80","$35.09","$0.00","$104.28","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC STREPTOCOCCI GROUP A SCREEN","87430","$282.00","$10.61","$253.80","$163.56","$0.00","$141.00","$108.26","$169.20","$10.61","$84.88","$86.57","$253.80","$0.00","$0.00","$222.78","$0.00","$15.29","$0.00","$0.00"
"Nash General Hospital","HC STREP PNEUMO URINE ANTIGEN","87449","$112.00","$10.61","$100.80","$64.96","$12.22","$56.00","$43.00","$67.20","$10.61","$33.71","$34.38","$100.80","$11.98","$0.00","$88.48","$11.38","$15.29","$12.04","$12.22"
"Nash General Hospital","HC INFLUENZA A ANTIGEN","87804","$63.00","$10.61","$56.70","$36.54","$16.88","$31.50","$24.19","$37.80","$10.61","$18.96","$19.34","$56.70","$16.55","$17.38","$49.77","$15.72","$15.29","$16.63","$16.88"
"Nash General Hospital","HC INFLUENZA B ANTIGEN","87804","$63.00","$10.61","$56.70","$36.54","$16.88","$31.50","$24.19","$37.80","$10.61","$18.96","$19.34","$56.70","$16.55","$17.38","$49.77","$15.72","$15.29","$16.63","$16.88"
"Nash General Hospital","HC CALR GENE ANALYSIS","81219","$452.00","$94.92","$406.80","$262.16","$94.92","$226.00","$173.52","$271.20","$107.69","$136.05","$138.76","$406.80","$0.00","$0.00","$357.08","$115.55","$149.11","$0.00","$0.00"
"Nash General Hospital","HC MPL GENE ANALYSIS","81403","$502.00","$105.42","$451.80","$291.16","$105.42","$251.00","$192.72","$301.20","$118.83","$151.10","$154.11","$451.80","$0.00","$0.00","$396.58","$175.94","$166.68","$0.00","$0.00"
"Nash General Hospital","HC SPUTUM AEROSOL INDUCED SEPERATE PROCEDURE","89220","$135.00","$10.71","$121.50","$78.30","$0.00","$67.50","$51.83","$81.00","$10.71","$40.64","$41.45","$121.50","$0.00","$0.00","$106.65","$0.00","$15.37","$0.00","$0.00"
"Nash General Hospital","HC AUTOMATED DIFFERENENTIAL WBC COUNT","85004","$41.00","$5.73","$36.90","$23.78","$6.60","$20.50","$15.74","$24.60","$5.73","$12.34","$12.59","$36.90","$6.47","$6.79","$32.39","$6.15","$8.25","$6.50","$6.60"
"Nash General Hospital","HC MRSA DNA AMP PROBE","87641","$274.00","$31.07","$246.60","$158.92","$35.79","$137.00","$105.19","$164.40","$31.07","$82.47","$84.12","$246.60","$35.09","$0.00","$216.46","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC EBV PCR, QUALITATIVE, NOT BLOOD","87798","$298.00","$31.07","$268.20","$172.84","$35.79","$149.00","$114.40","$178.80","$31.07","$89.70","$91.49","$268.20","$35.09","$36.84","$235.42","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC APIXIBAN","80299","$241.00","$12.13","$216.90","$139.78","$19.01","$120.50","$92.52","$144.60","$12.13","$72.54","$73.99","$216.90","$18.64","$19.57","$190.39","$17.71","$17.46","$18.73","$19.01"
"Nash General Hospital","HC ALPHA FETOPROTEIN NTD","82105","$293.00","$14.85","$263.70","$169.94","$17.11","$146.50","$112.48","$175.80","$14.85","$88.19","$89.95","$263.70","$16.77","$0.00","$231.47","$15.93","$21.38","$16.85","$17.11"
"Nash General Hospital","HC IGH SOMATIC HYPERMUTATION","81263","$834.00","$175.14","$750.60","$483.72","$175.14","$417.00","$320.17","$500.40","$260.77","$251.03","$256.04","$750.60","$0.00","$0.00","$658.86","$279.79","$361.61","$0.00","$0.00"
"Nash General Hospital","HC STREP GROUP A, AMPLIFIED PROBE TECHNIQUE","87651","$111.00","$31.07","$99.90","$64.38","$35.79","$55.50","$42.61","$66.60","$31.07","$33.41","$34.08","$99.90","$35.09","$0.00","$87.69","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC H PYLORI AG, STOOL IN HOUSE","87338","$89.00","$12.73","$80.10","$51.62","$14.67","$44.50","$34.17","$53.40","$12.73","$26.79","$27.32","$80.10","$14.38","$15.10","$70.31","$13.66","$18.33","$14.45","$14.67"
"Nash General Hospital","HC POC CAPILLARY BLOOD GAS","82803","$199.00","$17.13","$179.10","$115.42","$26.59","$99.50","$76.40","$119.40","$17.13","$59.90","$61.09","$179.10","$26.07","$0.00","$157.21","$24.77","$24.66","$26.20","$26.59"
"Nash General Hospital","HC POC CHLORIDE","82435","$33.00","$4.07","$29.70","$19.14","$4.69","$16.50","$12.67","$19.80","$4.07","$9.93","$10.13","$29.70","$4.60","$0.00","$26.07","$4.37","$5.86","$4.62","$4.69"
"Nash General Hospital","HC CARBA R - IMP","87150","$352.00","$31.07","$316.80","$204.16","$35.79","$176.00","$135.13","$211.20","$31.07","$105.95","$108.06","$316.80","$35.09","$0.00","$278.08","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC CARBA R - OX48","87150","$58.00","$17.46","$52.20","$33.64","$35.79","$29.00","$22.27","$34.80","$31.07","$17.46","$17.81","$52.20","$35.09","$0.00","$45.82","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC CARBA R - KPC","87150","$58.00","$17.46","$52.20","$33.64","$35.79","$29.00","$22.27","$34.80","$31.07","$17.46","$17.81","$52.20","$35.09","$0.00","$45.82","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC CARBA R - NDM","87150","$58.00","$17.46","$52.20","$33.64","$35.79","$29.00","$22.27","$34.80","$31.07","$17.46","$17.81","$52.20","$35.09","$0.00","$45.82","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC CARBA R - VIM","87150","$58.00","$17.46","$52.20","$33.64","$35.79","$29.00","$22.27","$34.80","$31.07","$17.46","$17.81","$52.20","$35.09","$0.00","$45.82","$33.34","$44.74","$35.27","$35.79"
"Nash General Hospital","HC BILL ANTIGEN NEGATIVE (1AT)","86902","$146.00","$3.39","$273.40","$84.68","$273.40","$73.00","$56.05","$87.60","$3.39","$43.95","$44.82","$131.40","$268.04","$0.00","$115.34","$109.50","$4.88","$146.00","$146.00"
"Nash General Hospital","HC BILL ARC ABO QUANT","86900","$81.00","$2.65","$105.18","$46.98","$105.18","$40.50","$31.10","$48.60","$2.65","$24.38","$24.87","$72.90","$103.12","$0.00","$63.99","$60.75","$3.81","$81.00","$81.00"
"Nash General Hospital","HC BILL COMPLEX PRE ADS","86999","$74.00","$12.70","$66.60","$42.92","$23.05","$37.00","$28.41","$44.40","$12.70","$22.27","$22.72","$66.60","$22.60","$23.73","$58.46","$21.47","$13.44","$21.85","$22.29"
"Nash General Hospital","HC BILL MISC ADS","86978","$97.00","$22.11","$87.30","$56.26","$33.27","$48.50","$37.24","$58.20","$22.11","$29.20","$29.78","$87.30","$32.62","$34.25","$76.63","$30.98","$22.38","$31.77","$32.41"
"Nash General Hospital","HC BILL SICKLE CELL TEST ARC","85660","$58.00","$4.88","$52.20","$33.64","$5.62","$29.00","$22.27","$34.80","$4.88","$17.46","$17.81","$52.20","$5.51","$5.79","$45.82","$5.23","$7.03","$5.54","$5.62"
"Nash General Hospital","HC COVID-19 PCR","87635","$100.00","$30.10","$90.00","$51.31","$52.34","$50.00","$38.39","$60.00","$50.70","$30.10","$30.70","$90.00","$51.31","$0.00","$79.00","$48.74","$46.20","$51.57","$52.34"
"Nash General Hospital","HC COVID IGG ANTIBODY","86769","$100.00","$30.10","$90.00","$42.13","$42.97","$50.00","$38.39","$60.00","$50.70","$30.10","$30.70","$90.00","$42.13","$0.00","$79.00","$40.02","$37.92","$42.34","$42.97"
"Nash General Hospital","HC COVID-19 HIGH THROUGHPUT","87635","$100.00","$30.10","$100.00","$100.00","$100.00","$50.00","$38.39","$60.00","$50.70","$30.10","$30.70","$90.00","$100.00","$0.00","$79.00","$48.74","$90.00","$100.00","$100.00"
"Nash General Hospital","HC COVID-19 ANTIBODY TOTAL","86769","$100.00","$30.10","$90.00","$42.13","$42.97","$50.00","$38.39","$60.00","$50.70","$30.10","$30.70","$90.00","$42.13","$0.00","$79.00","$40.02","$37.92","$42.34","$42.97"
"Nash General Hospital","HC SOLID TUMOR CYTOGENIC STUDY","88329","$42.00","$12.64","$37.80","$24.36","$0.00","$21.00","$16.12","$25.20","$24.67","$12.64","$12.89","$37.80","$0.00","$0.00","$33.18","$0.00","$15.37","$0.00","$0.00"
"Nash General Hospital","HC POC HEMATOCRIT","85014","$33.00","$2.10","$29.70","$19.14","$2.42","$16.50","$12.67","$19.80","$2.10","$9.93","$10.13","$29.70","$2.37","$0.00","$26.07","$2.25","$3.02","$2.38","$2.42"
"Nash General Hospital","HC NONGYN CONCENTRATION SPECIMEN","88108","$236.00","$15.37","$212.40","$136.88","$32.25","$118.00","$90.60","$141.60","$32.12","$71.04","$72.45","$212.40","$31.62","$0.00","$186.44","$30.04","$15.37","$31.77","$32.41"
"Nash General Hospital","HC CYSTOSPIN INTERP NON GYN","88112","$68.00","$20.47","$61.20","$39.44","$48.89","$34.00","$26.11","$40.80","$28.16","$20.47","$20.88","$61.20","$48.26","$50.33","$53.72","$45.54","$33.13","$47.02","$47.96"
"Nash General Hospital","HC NON-GYN PREP W/ CELL ENHANCE","88112","$244.00","$28.16","$219.60","$141.52","$48.89","$122.00","$93.67","$146.40","$28.16","$73.44","$74.91","$219.60","$48.26","$50.33","$192.76","$45.54","$33.13","$47.02","$47.96"
"Nash General Hospital","HC PAP TP SCREEN","88142","$138.00","$17.94","$124.20","$80.04","$20.67","$69.00","$52.98","$82.80","$17.94","$41.54","$42.37","$124.20","$20.26","$0.00","$109.02","$19.25","$25.83","$20.36","$20.67"
"Nash General Hospital","HC FNA W/ IMMED EVAL FIRST PASS","88172","$348.00","$13.03","$313.20","$201.84","$138.43","$174.00","$133.60","$208.80","$13.03","$104.75","$106.84","$313.20","$135.72","$0.00","$274.92","$128.93","$15.37","$136.40","$139.11"
"Nash General Hospital","HC FNA W/ PATHOLOGIST INTERPRET","88173","$338.00","$33.13","$304.20","$196.04","$47.72","$169.00","$129.76","$202.80","$52.83","$101.74","$103.77","$304.20","$46.79","$0.00","$267.02","$44.45","$33.13","$47.02","$47.96"
"Nash General Hospital","HC CELL MARKER 1ST MARKER","88184","$168.00","$15.37","$273.40","$97.44","$273.40","$84.00","$64.50","$100.80","$49.57","$50.57","$51.58","$151.20","$268.04","$0.00","$132.72","$126.00","$15.37","$168.00","$168.00"
"Nash General Hospital","HC FLOW MARKER EACH ADDITIONAL 2","88185","$301.00","$15.37","$270.90","$174.58","$0.00","$150.50","$115.55","$180.60","$30.25","$90.60","$92.41","$270.90","$0.00","$0.00","$237.79","$0.00","$15.37","$0.00","$0.00"
"Nash General Hospital","HC TISS/CULT NONNEOPLASTIC DISORD","88230","$384.00","$103.15","$345.60","$222.72","$118.82","$192.00","$147.42","$230.40","$103.15","$115.58","$117.89","$345.60","$116.49","$122.31","$303.36","$110.67","$148.51","$117.07","$118.82"
"Nash General Hospital","HC SOLID TISSUE OR SKIN CULTURE","88233","$514.00","$124.61","$462.60","$298.12","$143.54","$257.00","$197.32","$308.40","$124.61","$154.71","$157.80","$462.60","$140.73","$147.77","$406.06","$133.69","$179.40","$141.43","$143.54"
"Nash General Hospital","HC TISSUE CULT/BONE MARROW","88237","$334.00","$100.53","$300.60","$193.72","$146.63","$167.00","$128.22","$200.40","$111.84","$100.53","$102.54","$300.60","$143.75","$0.00","$263.86","$136.56","$161.01","$144.47","$146.63"
"Nash General Hospital","HC FREEZING & STORAGE, CELLS","88240","$324.00","$8.94","$291.60","$187.92","$13.33","$162.00","$124.38","$194.40","$8.94","$97.52","$99.47","$291.60","$13.07","$13.72","$255.96","$12.42","$12.87","$13.14","$13.33"
"Nash General Hospital","HC CHROM.ANALYSIS,5 CELL,1 KARYO","88261","$376.00","$113.18","$338.40","$218.08","$269.63","$188.00","$144.35","$225.60","$156.49","$113.18","$115.43","$338.40","$264.34","$0.00","$297.04","$251.12","$225.29","$265.66","$269.63"
"Nash General Hospital","HC KARYOTYPING W/ BANDING","88262","$727.00","$110.36","$654.30","$421.66","$128.00","$363.50","$279.10","$436.20","$110.36","$218.83","$223.19","$654.30","$125.49","$131.76","$574.33","$119.22","$158.89","$126.12","$128.00"
"Nash General Hospital","HC CHROMOSOME ANALYSIS, 20-25CELL","88264","$585.00","$110.36","$526.50","$339.30","$147.50","$292.50","$224.58","$351.00","$110.36","$176.09","$179.60","$526.50","$144.61","$0.00","$462.15","$137.38","$158.89","$145.33","$147.50"
"Nash General Hospital","HC MOLECULAR CYTOGEN, DNA PROBE","88271","$225.00","$18.96","$202.50","$130.50","$21.85","$112.50","$86.38","$135.00","$18.96","$67.73","$69.08","$202.50","$21.42","$0.00","$177.75","$20.35","$27.30","$21.53","$21.85"
"Nash General Hospital","HC REF MOL CYTOG DNA PROBE","88271","$225.00","$18.96","$202.50","$130.50","$21.85","$112.50","$86.38","$135.00","$18.96","$67.73","$69.08","$202.50","$21.42","$0.00","$177.75","$20.35","$27.30","$21.53","$21.85"
"Nash General Hospital","HC INTERPH.IN-S.HYBRID.100-300CEL","88275","$634.00","$35.56","$570.60","$367.72","$52.21","$317.00","$243.39","$380.40","$35.56","$190.83","$194.64","$570.60","$51.19","$0.00","$500.86","$48.63","$51.19","$51.45","$52.21"
"Nash General Hospital","HC ADDITIONAL KARYOTYPE","88280","$112.00","$22.22","$100.80","$64.96","$34.14","$56.00","$43.00","$67.20","$22.22","$33.71","$34.38","$100.80","$33.47","$35.14","$88.48","$31.80","$32.00","$33.64","$34.14"
"Nash General Hospital","HC LEVEL I SURG PATH GROSS ONLY","88300","$144.00","$6.98","$129.60","$83.52","$23.05","$72.00","$55.28","$86.40","$6.98","$43.34","$44.21","$129.60","$22.43","$20.77","$113.76","$20.66","$10.04","$21.85","$22.29"
"Nash General Hospital","HC LEVEL II SURG PATH GR & MICRO","88302","$224.00","$15.37","$201.60","$129.92","$22.18","$112.00","$85.99","$134.40","$16.52","$67.42","$68.77","$201.60","$21.74","$0.00","$176.96","$20.66","$15.37","$21.85","$22.29"
"Nash General Hospital","HC LEVEL III SURG PATH GR & MICRO","88304","$268.00","$22.34","$241.20","$155.44","$47.72","$134.00","$102.89","$160.80","$22.34","$80.67","$82.28","$241.20","$46.79","$0.00","$211.72","$44.45","$33.13","$47.02","$47.96"
"Nash General Hospital","HC LEVEL IV SURG PATH BN MARROW SMEAR","88305","$378.00","$22.34","$340.20","$219.24","$47.72","$189.00","$145.11","$226.80","$22.34","$113.78","$116.05","$340.20","$46.79","$0.00","$298.62","$44.45","$33.13","$47.02","$47.96"
"Nash General Hospital","HC LEVEL IV SURG PATH GR & MICRO","88305","$378.00","$22.34","$340.20","$219.24","$47.72","$189.00","$145.11","$226.80","$22.34","$113.78","$116.05","$340.20","$46.79","$0.00","$298.62","$44.45","$33.13","$47.02","$47.96"
"Nash General Hospital","HC LEVEL V SURG PATH OR CYTO GROSS & MICRO","88307","$657.00","$51.89","$591.30","$381.06","$273.40","$328.50","$252.22","$394.20","$146.15","$197.76","$201.70","$591.30","$268.04","$0.00","$519.03","$254.64","$51.89","$269.38","$274.74"
"Nash General Hospital","HC LEVEL VI SURG PATH GR & MICRO","88309","$582.00","$51.89","$606.01","$337.56","$606.01","$291.00","$223.43","$349.20","$207.59","$175.18","$178.67","$523.80","$594.13","$0.00","$459.78","$436.50","$51.89","$582.00","$582.00"
"Nash General Hospital","HC DECALCIFICATION","88311","$120.00","$5.59","$108.00","$69.60","$0.00","$60.00","$46.07","$72.00","$5.59","$36.12","$36.84","$108.00","$0.00","$0.00","$94.80","$0.00","$10.04","$0.00","$0.00"
"Nash General Hospital","HC FROZEN SECTION FIRST BLOCK","88331","$177.00","$20.48","$159.30","$102.66","$138.43","$88.50","$67.95","$106.20","$20.48","$53.28","$54.34","$159.30","$135.72","$0.00","$139.83","$128.93","$33.13","$136.40","$139.11"
"Nash General Hospital","HC FROZEN SECTION EA ADDTL BLOCK","88332","$177.00","$10.04","$159.30","$102.66","$0.00","$88.50","$67.95","$106.20","$12.33","$53.28","$54.34","$159.30","$0.00","$0.00","$139.83","$0.00","$10.04","$0.00","$0.00"
"Nash General Hospital","HC INTRAOPERATIVE TOUCH PREP","88333","$234.00","$15.37","$643.54","$135.72","$625.15","$117.00","$89.83","$140.40","$23.27","$70.43","$71.84","$210.60","$617.46","$643.54","$184.86","$175.50","$15.37","$234.00","$234.00"
"Nash General Hospital","HC ANCA IFA","86255","$52.00","$10.67","$46.80","$30.16","$12.29","$26.00","$19.96","$31.20","$10.67","$15.65","$15.96","$46.80","$12.05","$0.00","$41.08","$11.45","$15.36","$12.11","$12.29"
"Nash General Hospital","HC ELECTRON MICROSCOPY","88348","$1,655.00","$147.92","$1,489.50","$959.90","$629.81","$827.50","$635.35","$993.00","$175.24","$498.16","$508.09","$1,489.50","$617.46","$648.33","$1,307.45","$586.58","$147.92","$597.10","$608.98"
"Nash General Hospital","HC HER2 NEU COMPUTER ASSISTED","88361","$473.00","$51.89","$425.70","$274.34","$273.40","$236.50","$181.58","$283.80","$57.72","$142.37","$145.21","$425.70","$268.04","$0.00","$373.67","$254.64","$51.89","$269.38","$274.74"
"Nash General Hospital","HC IN SITU HYBRIDIZATION, EACH SPECIMEN","88365","$366.00","$51.89","$329.40","$212.28","$138.43","$183.00","$140.51","$219.60","$86.11","$110.17","$112.36","$329.40","$135.72","$0.00","$289.14","$133.99","$51.89","$136.40","$139.11"
"Nash General Hospital","HC TUMOR IMMUNOHISTOCHEMISTRY QUANT","88360","$345.00","$33.13","$310.50","$200.10","$138.43","$172.50","$132.45","$207.00","$42.36","$103.85","$105.92","$310.50","$135.72","$0.00","$272.55","$128.93","$33.13","$136.40","$139.11"
"Nash General Hospital","HC CELL MARKER EACH ADDITIONAL","88185","$168.00","$15.37","$151.20","$97.44","$0.00","$84.00","$64.50","$100.80","$30.25","$50.57","$51.58","$151.20","$0.00","$0.00","$132.72","$0.00","$15.37","$0.00","$0.00"
"Nash General Hospital","HC TISSUE CULT/SKIN/SETUP ONLY","88233","$384.00","$115.58","$345.60","$222.72","$143.54","$192.00","$147.42","$230.40","$124.61","$115.58","$117.89","$345.60","$140.73","$147.77","$303.36","$133.69","$179.40","$141.43","$143.54"
"Nash General Hospital","HC TISSUE CULT/BN MARR/SETUP ONLY","88237","$264.00","$79.46","$237.60","$153.12","$146.63","$132.00","$101.35","$158.40","$111.84","$79.46","$81.05","$237.60","$143.75","$0.00","$208.56","$136.56","$161.01","$144.47","$146.63"
"Nash General Hospital","HC REF INTERPHS ISH ANLYZ 100/300","88275","$468.00","$35.56","$421.20","$271.44","$52.21","$234.00","$179.67","$280.80","$35.56","$140.87","$143.68","$421.20","$51.19","$0.00","$369.72","$48.63","$51.19","$51.45","$52.21"
"Nash General Hospital","HC 8506-CHROMOSOMES HEMO, BONE M.","88264","$257.00","$77.36","$231.30","$149.06","$147.50","$128.50","$98.66","$154.20","$110.36","$77.36","$78.90","$231.30","$144.61","$0.00","$203.03","$137.38","$158.89","$145.33","$147.50"
"Nash General Hospital","HC PIN4 COCKTAIL SPECIMEN","88344","$311.00","$69.27","$292.81","$180.38","$292.81","$155.50","$119.39","$186.60","$86.57","$93.61","$95.48","$279.90","$287.07","$0.00","$245.69","$233.25","$69.27","$269.38","$274.74"
"Nash General Hospital","HC FLOW MARKER EACH ADDITIONAL","88185","$51.00","$15.35","$45.90","$29.58","$0.00","$25.50","$19.58","$30.60","$30.25","$15.35","$15.66","$45.90","$0.00","$0.00","$40.29","$0.00","$15.37","$0.00","$0.00"
"Nash General Hospital","HC IN SITU HYBRIDIZATION, EACH SPECIMEN EACH ADDITIONAL","88364","$130.00","$39.13","$117.00","$75.40","$0.00","$65.00","$49.91","$78.00","$65.16","$39.13","$39.91","$117.00","$0.00","$0.00","$102.70","$0.00","$63.15","$0.00","$0.00"
"Nash General Hospital","HC LEVEL IV PROSTATE BIOPSY","88305","$378.00","$22.34","$340.20","$219.24","$273.40","$189.00","$145.11","$226.80","$22.34","$113.78","$116.05","$340.20","$268.04","$0.00","$298.62","$254.64","$33.13","$269.38","$274.74"
"Nash General Hospital","HC TRB GENE ARRANGE AMPLIFY","88275","$886.00","$35.56","$797.40","$513.88","$52.21","$443.00","$340.14","$531.60","$35.56","$266.69","$272.00","$797.40","$51.19","$0.00","$699.94","$48.63","$51.19","$51.45","$52.21"
"Nash General Hospital","HC SPEC STAIN, ORG(SP STAINS","88312","$166.00","$15.37","$149.40","$96.28","$47.72","$83.00","$63.73","$99.60","$45.85","$49.97","$50.96","$149.40","$46.79","$0.00","$131.14","$44.45","$15.37","$47.02","$47.96"
"Nash General Hospital","HC SPECIAL STAINS GROUP 1","88312","$183.00","$15.37","$164.70","$106.14","$47.72","$91.50","$70.25","$109.80","$45.85","$55.08","$56.18","$164.70","$46.79","$0.00","$144.57","$44.45","$15.37","$47.02","$47.96"
"Nash General Hospital","HC INSITU HYBRIDIZATION MANUAL","88368","$515.00","$47.71","$463.50","$298.70","$284.13","$257.50","$197.71","$309.00","$47.71","$155.02","$158.11","$463.50","$263.24","$292.49","$406.85","$250.08","$51.89","$269.38","$274.74"
"Nash General Hospital","HC ESTROGEN RECEPTOR COMPUTER ASSISTED","88361","$514.00","$51.89","$462.60","$298.12","$273.40","$257.00","$197.32","$308.40","$57.72","$154.71","$157.80","$462.60","$268.04","$0.00","$406.06","$254.64","$51.89","$269.38","$274.74"
"Nash General Hospital","HC PROGESTERONE RECEPTOR COMPUTER ASSISTED","88361","$473.00","$51.89","$425.70","$274.34","$273.40","$236.50","$181.58","$283.80","$57.72","$142.37","$145.21","$425.70","$268.04","$0.00","$373.67","$254.64","$51.89","$269.38","$274.74"
