Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Cash Discount,Cigna,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Pardee Hospital","HC CHLAMYDIA BY PCR","87491","$153.00","$31.07","$126.99","$88.74","$35.79","$96.05","$91.80","$31.07","$126.99","$35.09","$36.84","$85.37","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC C. DIFFICILE BY PCR","87493","$232.00","$31.07","$192.56","$134.56","$38.02","$145.65","$139.20","$31.07","$192.56","$37.27","$39.13","$129.46","$37.27","$60.32","$37.46","$38.02"
"Pardee Hospital","HC CMV PCR QUAL NOT BLOOD","87496","$120.00","$31.07","$99.60","$69.60","$35.79","$75.34","$72.00","$31.07","$99.60","$35.09","$36.84","$66.96","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC CMV VIRAL LOAD,QUANTITATIVE","87497","$196.00","$37.93","$162.68","$113.68","$43.70","$123.05","$117.60","$37.93","$162.68","$42.84","$44.98","$109.37","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC ENTEROVIRUS PCR","87498","$210.00","$31.07","$174.30","$121.80","$35.79","$131.84","$126.00","$31.07","$174.30","$35.09","$36.84","$117.18","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC HBV DNA PCR QUANT","87517","$350.00","$37.93","$290.50","$203.00","$43.70","$219.73","$210.00","$37.93","$290.50","$42.84","$44.98","$195.30","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC HCV RNA QUANT PCR","87522","$334.00","$37.93","$277.22","$193.72","$43.70","$209.69","$200.40","$37.93","$277.22","$42.84","$44.98","$186.37","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC HSV 1/2 PCR","87529","$138.00","$31.07","$114.54","$80.04","$35.79","$86.64","$82.80","$31.07","$114.54","$35.09","$36.84","$77.00","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC HIV RNA PCR QUAL","87535","$273.00","$31.07","$226.59","$158.34","$35.79","$171.39","$163.80","$31.07","$226.59","$35.09","$36.84","$152.33","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC HIV, RNA (PCR)","87536","$415.00","$75.35","$344.45","$240.70","$86.80","$260.54","$249.00","$75.35","$344.45","$85.10","$89.36","$231.57","$85.10","$149.09","$85.53","$86.80"
"Pardee Hospital","HC GONORRHOEAE BY PCR","87591","$218.00","$31.07","$180.94","$126.44","$35.79","$136.86","$130.80","$31.07","$180.94","$35.09","$36.84","$121.64","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC HPV PCR","87624","$86.00","$31.07","$71.38","$49.88","$35.79","$53.99","$51.60","$31.07","$71.38","$35.09","$36.84","$47.99","$35.09","$57.31","$35.27","$35.79"
"Pardee Hospital","HC CEPHEID INFLUENZA PCR","87502","$279.00","$75.35","$231.57","$161.82","$97.72","$175.16","$167.40","$75.35","$231.57","$95.80","$100.59","$155.68","$95.80","$143.70","$96.28","$97.72"
"Pardee Hospital","HC RSV/FLU COMBO PCR","87631","$320.00","$113.59","$265.60","$185.60","$145.48","$200.90","$192.00","$113.59","$265.60","$142.63","$149.76","$178.56","$142.63","$211.61","$143.34","$145.48"
"Pardee Hospital","HC RESPIRATORY PATHOGEN PANEL","0100U","$240.00","$109.44","$199.20","$139.20","$0.00","$150.67","$144.00","$109.44","$199.20","$0.00","$0.00","$133.92","$0.00","$120.00","$0.00","$0.00"
"Pardee Hospital","HC VZV PCR","87798","$172.00","$31.07","$142.76","$99.76","$35.79","$107.98","$103.20","$31.07","$142.76","$35.09","$36.84","$95.98","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC PARVOVIRUS PCR","87798","$60.00","$31.07","$60.00","$34.80","$35.79","$37.67","$36.00","$31.07","$49.80","$35.09","$36.84","$33.48","$35.09","$60.00","$35.27","$35.79"
"Pardee Hospital","HC ADENOVIRUS PCR","87798","$90.00","$31.07","$74.70","$52.20","$35.79","$56.50","$54.00","$31.07","$74.70","$35.09","$36.84","$50.22","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC BORDETELLAPERTUSSIS PCR","87798","$60.00","$31.07","$60.00","$34.80","$35.79","$37.67","$36.00","$31.07","$49.80","$35.09","$36.84","$33.48","$35.09","$60.00","$35.27","$35.79"
"Pardee Hospital","HC TOXOPLASMA PCR","87798","$87.00","$31.07","$72.21","$50.46","$35.79","$54.62","$52.20","$31.07","$72.21","$35.09","$36.84","$48.55","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC TRICHOMONAS PCR","87661","$60.00","$31.07","$57.44","$34.80","$35.79","$37.67","$36.00","$31.07","$49.80","$35.09","$36.84","$33.48","$35.09","$57.44","$35.27","$35.79"
"Pardee Hospital","HC BK VIRAL LOAD QUANTITATIVE","87799","$95.00","$37.93","$78.85","$55.10","$43.70","$59.64","$57.00","$37.93","$78.85","$42.84","$44.98","$53.01","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC EBV VIRAL LOAD, QUANTITATIVE","87799","$287.00","$37.93","$238.21","$166.46","$43.70","$180.18","$172.20","$37.93","$238.21","$42.84","$44.98","$160.15","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC MULTI ORGANISIMS, DNA DIRECT PRO","87800","$218.00","$35.52","$180.94","$126.44","$0.00","$136.86","$130.80","$35.52","$180.94","$0.00","$0.00","$121.64","$0.00","$70.27","$0.00","$0.00"
"Pardee Hospital","HC GI PCR PANEL","87506","$220.00","$122.76","$262.99","$127.60","$220.00","$138.12","$132.00","$188.98","$182.60","$220.00","$220.00","$122.76","$262.99","$220.00","$220.00","$220.00"
"Pardee Hospital","HC GROUP A STREP RAPID","87880","$119.00","$10.61","$98.77","$69.02","$16.86","$74.71","$71.40","$10.61","$98.77","$16.53","$17.36","$66.40","$16.53","$21.02","$16.61","$16.86"
"Pardee Hospital","HC CAMPYLOBACTER ANTIGEN DETECTION","87899","$133.00","$10.61","$110.39","$77.14","$16.38","$83.50","$79.80","$10.61","$110.39","$16.06","$16.86","$74.21","$16.07","$21.02","$16.14","$16.38"
"Pardee Hospital","HC HCV GENOTYPING","87902","$841.00","$227.95","$698.03","$487.78","$262.60","$527.98","$504.60","$227.95","$698.03","$257.45","$270.32","$469.28","$257.45","$451.06","$258.74","$262.60"
"Pardee Hospital","HC URINALYSIS W/MICROSCOPIC","81001","$50.00","$2.81","$41.50","$29.00","$3.23","$31.39","$30.00","$2.81","$41.50","$3.17","$3.33","$27.90","$3.17","$5.56","$3.19","$3.23"
"Pardee Hospital","HC URINALYSIS","81001","$50.00","$2.81","$41.50","$29.00","$3.23","$31.39","$30.00","$2.81","$41.50","$3.17","$3.33","$27.90","$3.17","$5.56","$3.19","$3.23"
"Pardee Hospital","HC KETONE COMPONENT WO MICROSCOPIC MANUAL (DIPSTICK)","81002","$36.00","$2.26","$29.88","$20.88","$3.55","$22.60","$21.60","$2.26","$29.88","$3.48","$3.65","$20.09","$3.48","$4.49","$3.50","$3.55"
"Pardee Hospital","HC UA OR COMPONENT WO MICROSCOPIC MANUAL (DIPSTICK)","81002","$36.00","$2.26","$29.88","$20.88","$3.55","$22.60","$21.60","$2.26","$29.88","$3.48","$3.65","$20.09","$3.48","$4.49","$3.50","$3.55"
"Pardee Hospital","HC URINE REDUCING SUBSTANCE","81002","$36.00","$2.26","$29.88","$20.88","$3.55","$22.60","$21.60","$2.26","$29.88","$3.48","$3.65","$20.09","$3.48","$4.49","$3.50","$3.55"
"Pardee Hospital","HC SPECIFIC GRAVITY","81002","$20.00","$2.26","$16.60","$11.60","$3.55","$12.56","$12.00","$2.26","$16.60","$3.48","$3.65","$11.16","$3.48","$4.49","$3.50","$3.55"
"Pardee Hospital","HC URINE PREGNANCY QUALITATIVE","81025","$93.00","$5.60","$77.19","$53.94","$8.78","$58.39","$55.80","$5.60","$77.19","$8.61","$9.04","$51.89","$8.61","$11.09","$8.65","$8.78"
"Pardee Hospital","HC VOL. MEASUREMENT TIMED COLLECT","81050","$44.00","$2.66","$36.52","$25.52","$0.00","$27.62","$26.40","$2.66","$36.52","$0.00","$0.00","$24.55","$0.00","$5.24","$0.00","$0.00"
"Pardee Hospital","HC COMPAT TESTING-ANTIGLOBULIN TECH","86922","$138.00","$23.51","$139.95","$80.04","$135.95","$86.64","$82.80","$23.51","$114.54","$133.29","$139.95","$77.00","$133.29","$30.18","$133.95","$133.29"
"Pardee Hospital","HC FECAL LEUKOCYTES","89050","$81.00","$4.19","$67.23","$46.98","$4.81","$50.85","$48.60","$4.19","$67.23","$4.72","$4.96","$45.20","$4.72","$8.28","$4.74","$4.81"
"Pardee Hospital","HC MISC FLUID WBC","89050","$81.00","$4.19","$67.23","$46.98","$4.81","$50.85","$48.60","$4.19","$67.23","$4.72","$4.96","$45.20","$4.72","$8.28","$4.74","$4.81"
"Pardee Hospital","HC FLUID CELL COUNT W/DIFF","89051","$74.00","$4.88","$61.42","$42.92","$5.71","$46.46","$44.40","$4.88","$61.42","$5.60","$5.88","$41.29","$5.60","$9.65","$5.63","$5.71"
"Pardee Hospital","HC CRYSTAL IDENTIFICATION TISSUE OR BODY FLUID","89060","$69.00","$6.34","$57.27","$40.02","$7.48","$43.32","$41.40","$6.34","$57.27","$7.33","$7.70","$38.50","$7.33","$12.53","$7.37","$7.48"
"Pardee Hospital","HC SWEAT CHLORIDE COLLECTION","89230","$229.00","$3.49","$190.07","$132.82","$49.60","$143.77","$137.40","$3.49","$190.07","$48.62","$51.06","$127.78","$48.62","$41.46","$46.18","$48.62"
"Pardee Hospital","HC DNA MISCELLANEOUS PROCEDURE","81479","$110.00","$32.12","$109.23","$63.80","$32.12","$69.58","$66.00","$109.23","$91.30","$0.00","$0.00","$61.38","$0.00","$55.00","$0.00","$0.00"
"Pardee Hospital","HC CARBAMAZEPHINE, FREE","80157","$52.00","$11.74","$43.16","$30.16","$13.52","$32.65","$31.20","$11.74","$43.16","$13.25","$0.00","$29.02","$13.25","$23.23","$13.32","$13.52"
"Pardee Hospital","HC CYCLOSPORINE","80158","$137.00","$15.98","$113.71","$79.46","$18.41","$86.01","$82.20","$15.98","$113.71","$18.05","$18.95","$76.45","$18.05","$31.63","$18.14","$18.41"
"Pardee Hospital","HC CYCLOSPORINE LC MS","80158","$137.00","$15.98","$113.71","$79.46","$18.41","$86.01","$82.20","$15.98","$113.71","$18.05","$18.95","$76.45","$18.05","$31.63","$18.14","$18.41"
"Pardee Hospital","HC PRIMIDONE","80188","$153.00","$14.70","$126.99","$88.74","$16.92","$96.05","$91.80","$14.70","$126.99","$16.59","$17.42","$85.37","$16.59","$29.08","$16.67","$16.92"
"Pardee Hospital","HC CLOMIPRAMINE","80346","$131.00","$32.33","$120.15","$75.98","$116.72","$82.24","$78.60","$51.96","$108.73","$114.43","$120.15","$73.10","$114.43","$32.33","$115.00","$116.72"
"Pardee Hospital","HC CALCITONIN","82308","$35.00","$19.53","$35.00","$20.30","$27.33","$21.97","$21.00","$23.72","$29.05","$26.79","$28.13","$19.53","$26.79","$35.00","$26.92","$27.33"
"Pardee Hospital","HC ESTRIOL","82677","$106.00","$21.41","$87.98","$61.48","$24.66","$66.55","$63.60","$21.41","$87.98","$24.18","$25.39","$59.15","$24.18","$42.37","$24.30","$24.66"
"Pardee Hospital","HC MPSS PROTEIN ELECTROPHORESIS","84165","$98.00","$9.51","$81.34","$56.84","$10.95","$61.52","$58.80","$9.51","$81.34","$10.74","$11.28","$54.68","$10.74","$18.82","$10.79","$10.95"
"Pardee Hospital","HC ANTI HAV IGG","86708","$122.00","$10.97","$101.26","$70.76","$12.64","$76.59","$73.20","$10.97","$101.26","$12.39","$13.01","$68.08","$12.39","$21.71","$12.45","$12.64"
"Pardee Hospital","HC BORRELIA BURGDORFERI PCR","87476","$498.00","$31.07","$413.34","$288.84","$35.79","$312.64","$298.80","$31.07","$413.34","$35.09","$0.00","$277.88","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC EOSINOPHIL ID-HANSEL STAIN","89050","$51.00","$4.19","$42.33","$29.58","$4.81","$32.02","$30.60","$4.19","$42.33","$4.72","$4.96","$28.46","$4.72","$8.28","$4.74","$4.81"
"Pardee Hospital","HC 9206 SEMEN ANALYSIS","89310","$99.00","$7.62","$82.17","$57.42","$8.78","$62.15","$59.40","$7.62","$82.17","$8.61","$9.04","$55.24","$8.61","$15.08","$8.65","$8.78"
"Pardee Hospital","HC DRUG ABUSE SURVEY W/ CONFIRMATION PRESUMPTIVE","80307","$282.00","$62.14","$234.06","$163.56","$63.38","$177.04","$169.20","$128.59","$234.06","$62.14","$65.25","$157.36","$62.14","$95.77","$62.45","$63.38"
"Pardee Hospital","HC TRILEPTAL(OXCARBAZEPINE)","80183","$67.00","$11.74","$55.61","$38.86","$13.52","$42.06","$40.20","$11.74","$55.61","$13.25","$13.91","$37.39","$13.25","$21.71","$13.32","$13.52"
"Pardee Hospital","HC GLIADIN AB, IGA","83516","$124.00","$10.21","$102.92","$71.92","$11.76","$77.85","$74.40","$10.21","$102.92","$11.53","$12.11","$69.19","$11.53","$20.22","$11.59","$11.76"
"Pardee Hospital","HC GLIADIN AB, IGG","83516","$124.00","$10.21","$102.92","$71.92","$11.76","$77.85","$74.40","$10.21","$102.92","$11.53","$12.11","$69.19","$11.53","$20.22","$11.59","$11.76"
"Pardee Hospital","HC MITOCHONDRIAL M2 AB","83516","$124.00","$10.21","$102.92","$71.92","$11.76","$77.85","$74.40","$10.21","$102.92","$11.53","$12.11","$69.19","$11.53","$20.22","$11.59","$11.76"
"Pardee Hospital","HC MYELOPEROXIDASE AB","83516","$120.00","$10.21","$99.60","$69.60","$11.76","$75.34","$72.00","$10.21","$99.60","$11.53","$12.11","$66.96","$11.53","$20.22","$11.59","$11.76"
"Pardee Hospital","HC TTG AB","83516","$84.00","$10.21","$69.72","$48.72","$11.76","$52.74","$50.40","$10.21","$69.72","$11.53","$12.11","$46.87","$11.53","$20.22","$11.59","$11.76"
"Pardee Hospital","HC 84190  IMMUNOGLOB FREELIGHT CHAI","83883","$196.00","$12.04","$162.68","$113.68","$13.87","$123.05","$117.60","$12.04","$162.68","$13.60","$14.28","$109.37","$13.60","$23.82","$13.67","$13.87"
"Pardee Hospital","HC TOTAL PSA (MAYO)","84153","$167.00","$16.29","$138.61","$96.86","$18.76","$104.84","$100.20","$16.29","$138.61","$18.39","$19.31","$93.19","$18.39","$32.22","$18.48","$18.76"
"Pardee Hospital","HC CRMP 5 IGG WB, SERUM (REFLEX)","84182","$225.00","$15.94","$186.75","$130.50","$29.79","$141.26","$135.00","$15.94","$186.75","$29.21","$30.67","$125.55","$29.21","$31.54","$29.36","$29.79"
"Pardee Hospital","HC TESTOSTERONE, TOTAL (MAYO)","84403","$196.00","$22.86","$162.68","$113.68","$26.33","$123.05","$117.60","$22.86","$162.68","$25.81","$27.10","$109.37","$25.81","$45.24","$25.94","$26.33"
"Pardee Hospital","HC 86537 ANTISTREEP O TITER","86060","$67.00","$6.47","$55.61","$38.86","$7.45","$42.06","$40.20","$6.47","$55.61","$7.30","$7.67","$37.39","$7.30","$12.79","$7.34","$7.45"
"Pardee Hospital","HC 86179 PHOSPHOLIPID AB, IGA","86147","$147.00","$22.53","$122.01","$85.26","$25.96","$92.29","$88.20","$22.53","$122.01","$25.45","$26.72","$82.03","$25.45","$44.57","$25.58","$25.96"
"Pardee Hospital","HC DNA DS AB IGG","86225","$258.00","$12.16","$214.14","$149.64","$14.01","$161.97","$154.80","$12.16","$214.14","$13.74","$14.43","$143.96","$13.74","$24.07","$13.81","$14.01"
"Pardee Hospital","HC AB, EXTRAC NUCLEAR A","86235","$166.00","$15.88","$137.78","$96.28","$18.29","$104.21","$99.60","$15.88","$137.78","$17.93","$18.83","$92.63","$17.93","$31.42","$18.02","$18.29"
"Pardee Hospital","HC 83185 NEUROMYELITIS OPTICA","86255","$104.00","$10.67","$86.32","$60.32","$12.29","$65.29","$62.40","$10.67","$86.32","$12.05","$12.65","$58.03","$12.05","$21.12","$12.11","$12.29"
"Pardee Hospital","HC SMOOTH MUSCLE ANTIBODY","86255","$104.00","$10.67","$86.32","$60.32","$12.29","$65.29","$62.40","$10.67","$86.32","$12.05","$12.65","$58.03","$12.05","$21.12","$12.11","$12.29"
"Pardee Hospital","HC CSF VDRL","86592","$78.00","$3.78","$64.74","$45.24","$4.36","$48.97","$46.80","$3.78","$64.74","$4.27","$4.48","$43.52","$4.27","$7.48","$4.29","$4.36"
"Pardee Hospital","HC HIV 1/2 ANTIBODY","86703","$137.00","$12.14","$113.71","$79.46","$13.98","$86.01","$82.20","$12.14","$113.71","$13.71","$0.00","$76.45","$13.71","$24.02","$13.78","$13.98"
"Pardee Hospital","HC MUMPS ANTIBODIES, IGG","86735","$99.00","$11.55","$82.17","$57.42","$13.31","$62.15","$59.40","$11.55","$82.17","$13.05","$13.70","$55.24","$13.05","$22.87","$13.12","$13.31"
"Pardee Hospital","HC 83434 SPOTTED FEVER GROUP AB IGM","86757","$118.00","$17.14","$97.94","$68.44","$19.74","$74.08","$70.80","$17.14","$97.94","$19.35","$20.32","$65.84","$19.35","$33.91","$19.45","$19.74"
"Pardee Hospital","HC 50014 CULTURE  VIRUS  RESP","87252","$186.00","$23.08","$154.38","$107.88","$26.59","$116.77","$111.60","$23.08","$154.38","$26.07","$27.37","$103.79","$26.07","$45.67","$26.20","$26.59"
"Pardee Hospital","HC 81806 H PYLORI AG  FECES","87338","$106.00","$12.73","$87.98","$61.48","$14.67","$66.55","$63.60","$12.73","$87.98","$14.38","$15.10","$59.15","$14.38","$25.20","$14.45","$14.67"
"Pardee Hospital","HC TROPHERYMA WHIPPLEI PCR","87798","$181.00","$31.07","$150.23","$104.98","$35.79","$113.63","$108.60","$31.07","$150.23","$35.09","$36.84","$101.00","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC CMV DNA QN BY RAPID PCR (MAYO)","87497","$196.00","$37.93","$162.68","$113.68","$43.70","$123.05","$117.60","$37.93","$162.68","$42.84","$44.98","$109.37","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC ALPHA-FETOPROTEIN QUAD","81511","$65.00","$18.98","$153.50","$37.70","$18.98","$40.81","$39.00","$46.03","$53.95","$0.00","$0.00","$36.27","$153.50","$65.00","$0.00","$0.00"
"Pardee Hospital","HC BK VIRUS, QUANTITATIVE (PCR)","87799","$301.00","$37.93","$249.83","$174.58","$43.70","$188.97","$180.60","$37.93","$249.83","$42.84","$44.98","$167.96","$42.84","$75.05","$43.05","$43.70"
"Pardee Hospital","HC GAD65 AB CSF","86341","$135.00","$17.52","$112.05","$78.30","$24.04","$84.75","$81.00","$17.52","$112.05","$23.57","$24.75","$75.33","$23.57","$34.67","$23.69","$24.04"
"Pardee Hospital","HC EYE CULTURE","87070","$133.00","$7.63","$110.39","$77.14","$8.79","$83.50","$79.80","$7.63","$110.39","$8.62","$9.05","$74.21","$8.62","$15.08","$8.66","$8.79"
"Pardee Hospital","HC AMPA RECEPTOR AB","86255","$104.00","$10.67","$86.32","$60.32","$12.29","$65.29","$62.40","$10.67","$86.32","$12.05","$12.65","$58.03","$12.05","$21.12","$12.11","$12.29"
"Pardee Hospital","HC NMDA RECEPTOR AB","86255","$104.00","$10.67","$86.32","$60.32","$12.29","$65.29","$62.40","$10.67","$86.32","$12.05","$12.65","$58.03","$12.05","$21.12","$12.11","$12.29"
"Pardee Hospital","HC MYCOPLASMA PNEUMONIAE PCR","87581","$250.00","$31.07","$207.50","$145.00","$35.79","$156.95","$150.00","$31.07","$207.50","$35.09","$36.84","$139.50","$35.09","$61.50","$35.27","$35.79"
"Pardee Hospital","HC ANAEROBE ID BY MS","87076","$97.00","$7.15","$80.51","$56.26","$8.24","$60.90","$58.20","$7.15","$80.51","$8.08","$8.48","$54.13","$8.08","$14.16","$8.12","$8.24"
"Pardee Hospital","HC AEROBE ID BY MS","87077","$86.00","$7.15","$71.38","$49.88","$8.24","$53.99","$51.60","$7.15","$71.38","$8.08","$8.48","$47.99","$8.08","$14.16","$8.12","$8.24"
"Pardee Hospital","HC PARASITE SCREEN GIARDIA","87269","$99.00","$10.61","$82.17","$57.42","$13.88","$62.15","$59.40","$10.61","$82.17","$13.61","$14.29","$55.24","$13.61","$21.02","$13.68","$13.88"
"Pardee Hospital","HC SEMEN ANALYSIS POST VASECTOMY","89310","$95.00","$7.62","$78.85","$55.10","$8.78","$59.64","$57.00","$7.62","$78.85","$8.61","$9.04","$53.01","$8.61","$15.08","$8.65","$8.78"
"Pardee Hospital","HC SEMEN ANALYSIS QUANTITATIVE","89320","$155.00","$10.67","$128.65","$89.90","$12.56","$97.31","$93.00","$10.67","$128.65","$12.31","$12.93","$86.49","$12.31","$21.12","$12.37","$12.56"
"Pardee Hospital","HC 83267 - CALIFORNIA VIRUS IGG+IGM","86651","$340.00","$11.68","$282.20","$197.20","$13.45","$213.45","$204.00","$11.68","$282.20","$13.19","$13.85","$189.72","$13.19","$23.10","$13.26","$13.45"
"Pardee Hospital","HC TB CONCENTRATION","87015","$67.00","$5.91","$55.61","$38.86","$6.81","$42.06","$40.20","$5.91","$55.61","$6.68","$7.01","$37.39","$6.68","$11.70","$6.71","$6.81"
"Pardee Hospital","HC STREPTOCOCCUS AGGLUTINATION","87147","$112.00","$4.58","$92.96","$64.96","$5.28","$70.31","$67.20","$4.58","$92.96","$5.18","$5.44","$62.50","$5.18","$9.07","$5.21","$5.28"
"Pardee Hospital","HC F5DNA- GENE ANALY, LEIDEN VARIANT","81241","$312.00","$54.11","$258.96","$180.96","$74.84","$195.87","$187.20","$54.11","$258.96","$73.37","$77.04","$174.10","$73.37","$100.04","$73.74","$74.84"
"Pardee Hospital","HC ACETONE","82010","$39.00","$7.23","$32.37","$22.62","$8.33","$24.48","$23.40","$7.23","$32.37","$8.17","$8.58","$21.76","$8.17","$14.32","$8.21","$8.33"
"Pardee Hospital","HC 2HR PC SUGAR-LAB TEST","82950","$35.00","$4.21","$29.05","$20.30","$4.85","$21.97","$21.00","$4.21","$29.05","$4.75","$4.99","$19.53","$4.75","$8.32","$4.77","$4.85"
"Pardee Hospital","HC SULLIVAN OB GLUCOSE SCREEN","82950","$35.00","$4.21","$29.05","$20.30","$4.85","$21.97","$21.00","$4.21","$29.05","$4.75","$4.99","$19.53","$4.75","$8.32","$4.77","$4.85"
"Pardee Hospital","HC 2HR GLUCOSE TOLERANCE-LAB TEST","82951","$120.00","$11.39","$99.60","$69.60","$13.13","$75.34","$72.00","$11.39","$99.60","$12.87","$13.51","$66.96","$12.87","$22.56","$12.93","$13.13"
"Pardee Hospital","HC 80406-RHEUMATOID FACTOR","86430","$89.00","$5.02","$73.87","$51.62","$6.26","$55.87","$53.40","$5.02","$73.87","$6.14","$6.45","$49.66","$6.14","$9.95","$6.17","$6.26"
"Pardee Hospital","HC LYME DX (BORRELIA BURGDORFERI)","86618","$153.00","$15.08","$126.99","$88.74","$17.37","$96.05","$91.80","$15.08","$126.99","$17.03","$17.88","$85.37","$17.03","$29.84","$17.12","$17.37"
"Pardee Hospital","HC LEGIONELLA CULTURE","87081","$81.00","$5.87","$67.23","$46.98","$6.76","$50.85","$48.60","$5.87","$67.23","$6.63","$6.96","$45.20","$6.63","$11.63","$6.66","$6.76"
"Pardee Hospital","HC ID - FUNGUS MORPH.","87106","$82.00","$9.15","$68.06","$47.56","$10.53","$51.48","$49.20","$9.15","$68.06","$10.32","$10.84","$45.76","$10.32","$18.08","$10.37","$10.53"
"Pardee Hospital","HC 82340 HIV-1 GENOTYPIC DRUG RESIS","87901","$841.00","$227.95","$698.03","$487.78","$262.60","$527.98","$504.60","$227.95","$698.03","$257.45","$270.32","$469.28","$257.45","$451.06","$258.74","$262.60"
"Pardee Hospital","HC 89199 - CELIAC DISEASE SEROLOGY CAS","82784","$72.00","$8.24","$59.76","$41.76","$9.49","$45.20","$43.20","$8.24","$59.76","$9.30","$9.77","$40.18","$9.30","$16.30","$9.35","$9.49"
"Pardee Hospital","HC MS PROFILE (83916)","83916","$225.00","$17.80","$186.75","$130.50","$27.94","$141.26","$135.00","$17.80","$186.75","$27.39","$28.76","$125.55","$27.39","$35.23","$27.53","$27.94"
"Pardee Hospital","HC 83370 ACHR RECEPTOR MODULATING AB","83519","$139.00","$11.96","$115.37","$80.62","$18.77","$87.26","$83.40","$11.96","$115.37","$18.40","$19.32","$77.56","$18.40","$23.68","$18.49","$18.77"
"Pardee Hospital","HC MYCOBACTERIA ID BY MS","87118","$109.00","$9.69","$90.47","$63.22","$14.90","$68.43","$65.40","$9.69","$90.47","$14.61","$15.34","$60.82","$14.61","$19.18","$14.68","$14.90"
"Pardee Hospital","HC ITRACONAZOLE","80299","$60.00","$12.13","$49.80","$34.80","$19.01","$37.67","$36.00","$12.13","$49.80","$18.64","$19.57","$33.48","$18.64","$23.99","$18.73","$19.01"
"Pardee Hospital","HC INHIBIN A","86336","$106.00","$13.80","$87.98","$61.48","$15.90","$66.55","$63.60","$13.80","$87.98","$15.59","$16.37","$59.15","$15.59","$27.30","$15.67","$15.90"
"Pardee Hospital","HC HISTOPLASMA AG URINE","87385","$135.00","$10.61","$112.05","$78.30","$13.52","$84.75","$81.00","$10.61","$112.05","$13.25","$13.91","$75.33","$13.25","$21.02","$13.32","$13.52"
"Pardee Hospital","HC GABA-B-R AB","86255","$104.00","$10.67","$86.32","$60.32","$12.29","$65.29","$62.40","$10.67","$86.32","$12.05","$12.65","$58.03","$12.05","$21.12","$12.11","$12.29"
"Pardee Hospital","HC PLASMA HEMOGLOBIN","83051","$20.00","$6.47","$16.60","$11.60","$7.46","$12.56","$12.00","$6.47","$16.60","$7.31","$0.00","$11.16","$7.31","$12.80","$7.35","$7.46"
"Pardee Hospital","HC DRUG, ANY NUMBER FROM DRUG CLASS A, SINGLE DRUG CLASS METHOD PRESUMPTIVE","80307","$163.00","$62.14","$135.29","$94.54","$63.38","$102.33","$97.80","$74.33","$135.29","$62.14","$65.25","$90.95","$62.14","$95.77","$62.45","$63.38"
"Pardee Hospital","HC ALCOHOLS PRESUMPTIVE","80307","$46.00","$25.67","$114.43","$26.68","$46.00","$28.88","$27.60","$46.00","$38.18","$46.00","$46.00","$25.67","$114.43","$46.00","$46.00","$46.00"
"Pardee Hospital","HC METHADONE","80358","$120.00","$26.66","$120.00","$69.60","$116.72","$75.34","$72.00","$51.96","$99.60","$114.43","$120.00","$66.96","$114.43","$26.66","$115.00","$116.72"
"Pardee Hospital","HC HEMATOLYMPHOID SEQUENCE ANALYSIS","81450","$920.00","$107.80","$763.60","$533.60","$268.64","$577.58","$552.00","$421.46","$763.60","$0.00","$0.00","$513.36","$759.53","$107.80","$0.00","$0.00"
"Pardee Hospital","HC TRAMADOL","80373","$67.00","$25.87","$114.43","$38.86","$67.00","$42.06","$40.20","$51.96","$55.61","$67.00","$67.00","$37.39","$114.43","$25.87","$67.00","$67.00"
"Pardee Hospital","HC HIV 2 ANTIBODY","86702","$96.00","$11.97","$79.68","$55.68","$13.79","$60.27","$57.60","$11.97","$79.68","$13.52","$14.20","$53.57","$13.52","$23.69","$13.59","$13.79"
"Pardee Hospital","HC LAMICTAL","80175","$125.00","$11.74","$103.75","$72.50","$13.52","$78.48","$75.00","$11.74","$103.75","$13.25","$13.91","$69.75","$13.25","$21.71","$13.32","$13.52"
"Pardee Hospital","HC CLS EXECUTIVE PROFILE","","$27.00","$12.31","$22.41","$15.66","$0.00","$16.95","$16.20","$12.31","$22.41","$0.00","$0.00","$15.07","$0.00","$13.50","$0.00","$0.00"
