Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Anthem HMO,Anthem PPO,BCBS PPO/HMO/Blue Select/Blue Value/POS,Care N Care,Cash Discount,CIGNA,First Health,Humana,Humana Medicare Advantage,MedCost,UHC,UHC Medicare Advantage,Care N Care Note,UHC Note,Aetna Medicare Advantage Note,Anthem HMO Note,Anthem PPO Note,BCBS PPO/HMO/Blue Select/Blue Value/POS Note,Humana Medicare Advantage Note,UHC Medicare Advantage Note
"Rockingham Hospital"," PULMONARY FUNCTION TEST","94010","$132.00","$72.51","$141.81","$98.87","$141.12","$72.51","$75.11","$88.72","$110.68","$79.20","$79.33","$98.87","$92.40","$138.35","$89.89","$92.40","$141.81","","","","","","","",""
"Rockingham Hospital"," PH BODY FLUID","83986","$39.00","$2.86","$29.21","$29.21","$3.65","$21.42","$22.19","$19.84","$2.86","$23.40","$23.44","$29.21","$27.30","$3.58","$26.56","$5.13","$3.67","","","","","","","",""
"Rockingham Hospital"," CMV PCR","87497","$464.00","$34.27","$347.54","$347.54","$43.70","$254.88","$264.02","$236.08","$34.27","$278.40","$278.86","$347.54","$324.80","$42.84","$315.98","$61.35","$43.91","","","","","","","",""
"Rockingham Hospital"," ED SKIN TISSUE PROCEDURE","17999","$390.00","$139.78","$292.11","$292.11","$178.22","$214.23","$221.91","$218.67","$139.78","$234.00","$234.39","$292.11","$273.00","$174.73","$265.59","","$179.10","","","","","","","",""
"Rockingham Hospital"," DG HAND 2V *L*","73120","$312.00","$171.38","$233.69","$233.69","$0.00","$171.38","$177.53","$205.89","$0.00","$187.20","$187.51","$233.69","$218.40","$0.00","$212.47","$218.40","$0.00","","","","","","","",""
"Rockingham Hospital"," DG HAND 2V *R*","73120","$312.00","$171.38","$233.69","$233.69","$0.00","$171.38","$177.53","$205.89","$0.00","$187.20","$187.51","$233.69","$218.40","$0.00","$212.47","$218.40","$0.00","","","","","","","",""
"Rockingham Hospital"," DG HAND 2V BILAT","73120","$624.00","$342.76","$467.38","$467.38","$0.00","$342.76","$355.06","$411.78","$0.00","$374.40","$375.02","$467.38","$436.80","$0.00","$424.94","$436.80","$0.00","","","","","","","",""
"Rockingham Hospital"," NM TUMOR INFLAMMATION MULTI","78801","$1,053.00","$294.50","$788.70","$788.70","$375.49","$578.41","$599.16","$601.89","$294.50","$631.80","$632.85","$788.70","$737.10","$368.13","$717.09","$737.10","$377.33","","","","","","","",""
"Rockingham Hospital"," US OB COMP LESS 14 WK","76801","$538.00","$89.66","$402.96","$402.96","$114.32","$295.52","$306.12","$239.57","$89.66","$322.80","$323.34","$402.96","$376.60","$112.08","$366.38","$376.60","$114.88","","","","","","","",""
"Rockingham Hospital"," ER I&D DENTOALVEOLAR ABSCESS","41800","$481.00","$87.22","$360.27","$360.27","$111.21","$264.21","$273.69","$269.70","$87.22","$288.60","$289.08","$360.27","$336.70","$109.03","$327.56","","$111.76","","","","","","","",""
"Rockingham Hospital"," TESTOSTERONE FREE","84402","$467.00","$36.47","$349.78","$349.78","$0.00","$256.52","$265.72","$237.61","$0.00","$280.20","$280.67","$349.78","$326.90","$0.00","$318.03","$36.47","$0.00","","","","","","","",""
"Rockingham Hospital"," ED TREAT TOE FRACTURE","28515","$393.00","$172.51","$294.36","$294.36","$219.95","$215.87","$223.62","$220.36","$172.51","$235.80","$236.19","$294.36","$275.10","$215.64","$267.63","","$221.03","","","","","","","",""
"Rockingham Hospital"," GROSS & MICRO LEVEL III","88304","$165.00","$35.73","$123.58","$123.58","$50.46","$90.63","$93.88","$117.60","$39.58","$99.00","$99.16","$123.58","$115.50","$49.47","$112.37","$35.73","$50.71","","","","","","","",""
"Rockingham Hospital"," PARASITE CONCENTRATION","87177","$90.00","$7.12","$67.41","$67.41","$9.08","$49.44","$51.21","$45.79","$7.12","$54.00","$54.09","$67.41","$63.00","$8.90","$61.29","$12.74","$9.12","","","","","","","",""
"Rockingham Hospital"," MYOFASCIAL RELEASE PER MINUTE","97250","$1.00","$0.45","$0.75","$0.75","$0.00","$0.55","$0.57","$0.45","$0.00","$0.60","$0.60","$0.75","$0.70","$0.00","$0.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," DIHYDROXYVITAMIN D 1 25","82652","$370.00","$55.14","$277.13","$277.13","$0.00","$203.24","$210.53","$188.26","$0.00","$222.00","$222.37","$277.13","$259.00","$0.00","$251.97","$55.14","$0.00","","","","","","","",""
"Rockingham Hospital"," MR CERVICAL SPINE WO/W CM","72156","$3,404.00","$305.48","$2,549.60","$2,549.60","$389.49","$1,869.82","$1,936.88","$1,763.61","$305.48","$2,042.40","$1,515.00","$2,549.60","$2,382.80","$381.85","$2,318.12","$1,551.00","$391.40","","","","","","","",""
"Rockingham Hospital"," T CELL TOTAL","86359","$303.00","$30.18","$226.95","$226.95","$38.48","$166.44","$172.41","$154.17","$30.18","$181.80","$182.10","$226.95","$212.10","$37.73","$206.34","$54.03","$38.67","","","","","","","",""
"Rockingham Hospital"," DG CHOLANGIOGRAM VIA EXIST CAT","74305","$454.00","$249.38","$340.05","$340.05","$0.00","$249.38","$258.33","$299.59","$0.00","$272.40","$272.85","$340.05","$317.80","$0.00","$309.17","$317.80","$0.00","","","","","","","",""
"Rockingham Hospital"," MANUAL THERAPY TECHNIQUES Q HR","97140","$137.00","$61.23","$102.61","$102.61","$0.00","$75.25","$77.95","$61.23","$0.00","$82.20","$82.34","$102.61","$95.90","$0.00","$93.30","","$0.00","","","","","","","",""
"Rockingham Hospital"," MANUAL THERAPY QH OTA","97140","$143.00","$63.91","$107.11","$107.11","$0.00","$78.55","$81.37","$63.91","$0.00","$85.80","$85.94","$107.11","$100.10","$0.00","$97.38","","$0.00","","","","","","","",""
"Rockingham Hospital"," MANUAL THERAPY TECHNIQUES-Q HR","97140","$143.00","$63.91","$107.11","$107.11","$0.00","$78.55","$81.37","$63.91","$0.00","$85.80","$85.94","$107.11","$100.10","$0.00","$97.38","","$0.00","","","","","","","",""
"Rockingham Hospital"," MANUAL TRACTION (QTR HR)","97140","$103.00","$46.03","$77.15","$77.15","$0.00","$56.58","$58.61","$46.03","$0.00","$61.80","$61.90","$77.15","$72.10","$0.00","$70.14","","$0.00","","","","","","","",""
"Rockingham Hospital"," PT JOINT MOBILIZATION QTR HR","97140","$129.00","$57.65","$96.62","$96.62","$0.00","$70.86","$73.40","$57.65","$0.00","$77.40","$77.53","$96.62","$90.30","$0.00","$87.85","","$0.00","","","","","","","",""
"Rockingham Hospital"," MANUAL THERAPY QH PTA","97140","$143.00","$63.91","$107.11","$107.11","$0.00","$78.55","$81.37","$63.91","$0.00","$85.80","$85.94","$107.11","$100.10","$0.00","$97.38","","$0.00","","","","","","","",""
"Rockingham Hospital"," ED TREAT LUNATE DISLOCATION","25690","$4,824.00","$1,084.31","$3,613.18","$3,613.18","$1,382.50","$2,649.82","$2,744.86","$2,704.82","$1,084.31","$2,894.40","$2,899.22","$3,613.18","$3,376.80","$1,355.39","$3,285.14","","$1,389.27","","","","","","","",""
"Rockingham Hospital"," CT MAXILLOFACIAL W/ CM","70487","$1,474.00","$145.78","$1,104.03","$1,104.03","$185.86","$809.67","$838.71","$712.83","$145.78","$884.40","$909.00","$1,104.03","$1,031.80","$182.22","$1,003.79","$943.00","$186.78","","","","","","","",""
"Rockingham Hospital"," MR MRA CHEST W/ OR W/O CM","C8910","$2,165.00","$186.43","$1,621.59","$1,621.59","$237.70","$1,189.23","$1,231.88","$1,121.69","$186.43","$1,299.00","$1,515.00","$1,621.59","$1,515.50","$233.04","$1,474.37","$1,551.00","$238.87","","","","","","","",""
"Rockingham Hospital"," ER INJ ANES FACIAL NERVE","64402","$624.00","$342.76","$467.38","$467.38","$0.00","$342.76","$355.06","$349.88","$0.00","$374.40","$375.02","$467.38","$436.80","$0.00","$424.94","","$0.00","","","","","","","",""
"Rockingham Hospital"," CALCIUM IONIZED","82330","$157.00","$19.57","$117.59","$117.59","$0.00","$86.24","$89.33","$79.88","$0.00","$94.20","$94.36","$117.59","$109.90","$0.00","$106.92","$19.57","$0.00","","","","","","","",""
"Rockingham Hospital"," US TRANSVAGINAL NON-OB","76830","$699.00","$89.66","$523.55","$523.55","$114.32","$383.96","$397.73","$311.26","$89.66","$419.40","$420.10","$523.55","$489.30","$112.08","$476.02","$489.30","$114.88","","","","","","","",""
"Rockingham Hospital"," HEPATITIS A AB IGM","86709","$167.00","$9.01","$125.08","$125.08","$11.49","$91.73","$95.02","$84.97","$9.01","$100.20","$100.37","$125.08","$116.90","$11.26","$113.73","$16.12","$11.54","","","","","","","",""
"Rockingham Hospital"," HEPATITIS A AB IGM","86709","$184.00","$9.01","$137.82","$137.82","$11.49","$101.07","$104.70","$93.62","$9.01","$110.40","$110.58","$137.82","$128.80","$11.26","$125.30","$16.12","$11.54","","","","","","","",""
"Rockingham Hospital"," ER CRITICAL CARE 1ST HOUR","99291","$1,612.00","$533.33","$1,207.39","$1,207.39","$679.99","$885.47","$917.23","$903.85","$533.33","$967.20","$968.81","$1,207.39","$1,128.40","$666.66","$1,097.77","","$683.33","","","","","","","",""
"Rockingham Hospital"," DEBRIDE SQ MUSC BONE ADDL 20CM","11047","$1,268.00","$696.51","$949.73","$949.73","$0.00","$696.51","$721.49","$867.44","$0.00","$760.80","$762.07","$949.73","$887.60","$0.00","$863.51","","$0.00","","","","","","","",""
"Rockingham Hospital"," ABO BLOOD GROUP","86900","$69.00","$4.27","$111.76","$51.68","$111.21","$37.90","$39.26","$35.11","$87.22","$41.40","$41.47","$51.68","$48.30","$109.03","$46.99","$4.27","$111.76","","","","","","","",""
"Rockingham Hospital"," ABO","86900","$72.00","$4.27","$53.93","$53.93","$0.00","$39.55","$40.97","$36.63","$0.00","$43.20","$43.27","$53.93","$50.40","$0.00","$49.03","$4.27","$0.00","","","","","","","",""
"Rockingham Hospital"," ED WOUND DEHISCENCE SIMPL","12020","$1,611.00","$397.62","$1,206.64","$1,206.64","$506.96","$884.92","$916.66","$903.29","$397.62","$966.60","$968.21","$1,206.64","$1,127.70","$497.02","$1,097.09","","$509.45","","","","","","","",""
"Rockingham Hospital"," HIP W PELVIS BILAT 5+ VIEWS","73523","$404.00","$89.66","$302.60","$302.60","$114.32","$221.92","$229.88","$266.60","$89.66","$242.40","$242.80","$302.60","$282.80","$112.08","$275.12","$282.80","$114.88","","","","","","","",""
"Rockingham Hospital"," BETA LACTAMASE","87185","$70.00","$3.80","$52.43","$52.43","$4.84","$38.45","$39.83","$35.62","$3.80","$42.00","$42.07","$52.43","$49.00","$4.75","$47.67","$6.80","$4.87","","","","","","","",""
"Rockingham Hospital"," VAS LAB-CAROTID ART DUPLEX SCN","93880","$1,146.00","$186.43","$858.35","$858.35","$237.70","$629.50","$652.07","$770.11","$186.43","$687.60","$688.75","$858.35","$802.20","$233.04","$780.43","","$238.87","","","","","","","",""
"Rockingham Hospital"," VAS LAB-UPPER UNI. ART. DUPLEX","93931","$303.00","$89.66","$226.95","$226.95","$114.32","$166.44","$172.41","$203.62","$89.66","$181.80","$182.10","$226.95","$212.10","$112.08","$206.34","","$114.88","","","","","","","",""
"Rockingham Hospital"," HEMOGLOBIN SOLUBILITY","85660","$87.00","$4.41","$65.16","$65.16","$5.62","$47.79","$49.50","$44.27","$4.41","$52.20","$52.29","$65.16","$60.90","$5.51","$59.25","$7.90","$5.65","","","","","","","",""
"Rockingham Hospital"," H-SICKLE CELL PREP.W/SICKLEDEX","85660","$79.00","$4.41","$59.17","$59.17","$5.62","$43.39","$44.95","$40.20","$4.41","$47.40","$47.48","$59.17","$55.30","$5.51","$53.80","$7.90","$5.65","","","","","","","",""
"Rockingham Hospital"," RBC REDUCTION","85660","$105.00","$4.41","$78.64","$78.64","$5.62","$57.68","$59.74","$53.42","$4.41","$63.00","$63.10","$78.64","$73.50","$5.51","$71.51","$7.90","$5.65","","","","","","","",""
"Rockingham Hospital"," SICKLE CELL SCREEN","85660","$87.00","$4.41","$65.16","$65.16","$5.62","$47.79","$49.50","$44.27","$4.41","$52.20","$52.29","$65.16","$60.90","$5.51","$59.25","$7.90","$5.65","","","","","","","",""
"Rockingham Hospital"," ER SIMPLE REPAIR","12006","$303.00","$166.44","$327.50","$226.95","$325.90","$166.44","$172.41","$169.89","$255.61","$181.80","$182.10","$226.95","$212.10","$319.51","$206.34","","$327.50","","","","","","","",""
"Rockingham Hospital"," URINE CREATININE","82570","$63.00","$7.41","$47.19","$47.19","$0.00","$34.61","$35.85","$32.05","$0.00","$37.80","$37.86","$47.19","$44.10","$0.00","$42.90","$7.41","$0.00","","","","","","","",""
"Rockingham Hospital"," CREATININE OTHER SOURCE","82570","$110.00","$7.41","$82.39","$82.39","$0.00","$60.42","$62.59","$55.97","$0.00","$66.00","$66.11","$82.39","$77.00","$0.00","$74.91","$7.41","$0.00","","","","","","","",""
"Rockingham Hospital"," 24 HOUR URINE CREATININE","82570","$62.00","$7.41","$46.44","$46.44","$0.00","$34.06","$35.28","$31.55","$0.00","$37.20","$37.26","$46.44","$43.40","$0.00","$42.22","$7.41","$0.00","","","","","","","",""
"Rockingham Hospital"," METAL/CREATNINE RATIO","82570","$73.00","$7.41","$54.68","$54.68","$0.00","$40.10","$41.54","$37.14","$0.00","$43.80","$43.87","$54.68","$51.10","$0.00","$49.71","$7.41","$0.00","","","","","","","",""
"Rockingham Hospital"," CREATININE","82570","$67.00","$7.41","$50.18","$50.18","$0.00","$36.80","$38.12","$34.09","$0.00","$40.20","$40.27","$50.18","$46.90","$0.00","$45.63","$7.41","$0.00","","","","","","","",""
"Rockingham Hospital"," ZINC URINE RATIO","82570","$50.00","$7.41","$37.45","$37.45","$0.00","$27.46","$28.45","$25.44","$0.00","$30.00","$30.05","$37.45","$35.00","$0.00","$34.05","$7.41","$0.00","","","","","","","",""
"Rockingham Hospital"," DG SINUS/FISTULA ABSCESSOGRAM","76080","$426.00","$234.00","$493.62","$319.07","$491.21","$234.00","$242.39","$281.12","$385.26","$255.60","$256.03","$319.07","$298.20","$481.58","$290.11","$298.20","$493.62","","","","","","","",""
"Rockingham Hospital"," MR FINGERS*L* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR FINGERS*R* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR SHOULDER*L* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR SHOULDER*R* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR WRIST*L* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR WRIST*R* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR UPPER EX JOINT WO CM","73221","$2,913.00","$186.43","$2,181.84","$2,181.84","$237.70","$1,600.11","$1,657.50","$1,509.23","$186.43","$1,747.80","$1,515.00","$2,181.84","$2,039.10","$233.04","$1,983.75","$1,551.00","$238.87","","","","","","","",""
"Rockingham Hospital"," MR ELBOW *L* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR ELBOW *R* W/O CM","73221","$2,301.00","$1,192.15","$1,723.45","$1,723.45","$0.00","$1,263.94","$1,309.27","$1,192.15","$0.00","$1,380.60","$1,515.00","$1,723.45","$1,610.70","$0.00","$1,566.98","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," BNP","83880","$173.00","$31.41","$129.58","$129.58","$40.05","$95.03","$98.44","$88.02","$31.41","$103.80","$103.97","$129.58","$121.10","$39.26","$117.81","$48.62","$40.24","","","","","","","",""
"Rockingham Hospital"," MR MRA HEAD W/O CM","70544","$2,723.00","$186.43","$2,039.53","$2,039.53","$237.70","$1,495.74","$1,549.39","$1,410.79","$186.43","$1,633.80","$1,515.00","$2,039.53","$1,906.10","$233.04","$1,854.36","$1,551.00","$238.87","","","","","","","",""
"Rockingham Hospital"," NM BOWEL IMG MECKELS","78290","$851.00","$294.50","$637.40","$637.40","$375.49","$467.45","$484.22","$486.43","$294.50","$510.60","$511.45","$637.40","$595.70","$368.13","$579.53","$595.70","$377.33","","","","","","","",""
"Rockingham Hospital"," US OB DETAIL EA ADD GEST+14 WK","76812","$320.00","$142.50","$239.68","$239.68","$0.00","$175.78","$182.08","$142.50","$0.00","$192.00","$192.32","$239.68","$224.00","$0.00","$217.92","$224.00","$0.00","","","","","","","",""
"Rockingham Hospital"," DG ERCP","74328","$497.00","$273.00","$372.25","$372.25","$0.00","$273.00","$282.79","$327.97","$0.00","$298.20","$298.70","$372.25","$347.90","$0.00","$338.46","$347.90","$0.00","","","","","","","",""
"Rockingham Hospital"," ACETONE-SERUM QUALITATIVE","82009","$83.00","$6.47","$62.17","$62.17","$0.00","$45.59","$47.23","$42.23","$0.00","$49.80","$49.88","$62.17","$58.10","$0.00","$56.52","$6.47","$0.00","","","","","","","",""
"Rockingham Hospital"," MYELIN BASIC PROTEIN CSF","83873","$77.00","$24.64","$57.67","$57.67","$0.00","$42.30","$43.81","$39.18","$0.00","$46.20","$46.28","$57.67","$53.90","$0.00","$52.44","$24.64","$0.00","","","","","","","",""
"Rockingham Hospital"," EMERGENCY ROOM-LEVEL 2","99282","$486.00","$102.37","$1,020.00","$364.01","$130.52","$266.96","$276.53","$272.50","$102.37","$291.60","$292.09","$364.01","$340.20","$127.96","$330.97","$1,020.00","$131.16","","","","","","","",""
"Rockingham Hospital"," ER FB REMOVAL PHARYNX","42809","$171.00","$93.93","$372.68","$128.08","$370.86","$93.93","$97.30","$95.88","$290.87","$102.60","$102.77","$128.08","$119.70","$363.59","$116.45","","$372.68","","","","","","","",""
"Rockingham Hospital"," H PYLORI IgG ABS REF","86677","$180.00","$20.79","$134.82","$134.82","$0.00","$98.87","$102.42","$91.58","$0.00","$108.00","$108.18","$134.82","$126.00","$0.00","$122.58","$20.79","$0.00","","","","","","","",""
"Rockingham Hospital"," H PYLORI IgA","86677","$158.00","$13.48","$118.34","$118.34","$17.19","$86.79","$89.90","$80.39","$13.48","$94.80","$94.96","$118.34","$110.60","$16.85","$107.60","$20.79","$17.27","","","","","","","",""
"Rockingham Hospital"," H PYLORI IgG","86677","$158.00","$13.48","$118.34","$118.34","$17.19","$86.79","$89.90","$80.39","$13.48","$94.80","$94.96","$118.34","$110.60","$16.85","$107.60","$20.79","$17.27","","","","","","","",""
"Rockingham Hospital"," H PYLORI IgM","86677","$158.00","$13.48","$118.34","$118.34","$17.19","$86.79","$89.90","$80.39","$13.48","$94.80","$94.96","$118.34","$110.60","$16.85","$107.60","$20.79","$17.27","","","","","","","",""
"Rockingham Hospital"," U-TRYPSIN-STOOL-QUANT.","84490","$46.00","$7.94","$34.45","$34.45","$10.13","$25.27","$26.17","$23.40","$7.94","$27.60","$27.65","$34.45","$32.20","$9.93","$31.33","$10.90","$10.18","","","","","","","",""
"Rockingham Hospital"," DG KNEE 1-2V *L*","73560","$297.00","$163.14","$222.45","$222.45","$0.00","$163.14","$168.99","$195.99","$0.00","$178.20","$178.50","$222.45","$207.90","$0.00","$202.26","$207.90","$0.00","","","","","","","",""
"Rockingham Hospital"," DG KNEE 1-2V *R*","73560","$297.00","$163.14","$222.45","$222.45","$0.00","$163.14","$168.99","$195.99","$0.00","$178.20","$178.50","$222.45","$207.90","$0.00","$202.26","$207.90","$0.00","","","","","","","",""
"Rockingham Hospital"," DG KNEE 1-2V BILAT","73560","$594.00","$326.28","$444.91","$444.91","$0.00","$326.28","$337.99","$391.98","$0.00","$356.40","$356.99","$444.91","$415.80","$0.00","$404.51","$415.80","$0.00","","","","","","","",""
"Rockingham Hospital"," ANTIGEN ID EACH","86905","$59.00","$5.48","$44.19","$44.19","$0.00","$32.41","$33.57","$30.02","$0.00","$35.40","$35.46","$44.19","$41.30","$0.00","$40.18","$5.48","$0.00","","","","","","","",""
"Rockingham Hospital"," ESTAB PT LEVEL V","99215","$471.00","$258.72","$352.78","$352.78","$0.00","$258.72","$268.00","$316.51","$0.00","$282.60","$0.00","$352.78","$329.70","$0.00","$320.75","","$0.00","","","","","","","",""
"Rockingham Hospital"," LACTATION CONSULT 40 MINS","99215","$330.00","$181.27","$247.17","$247.17","$0.00","$181.27","$187.77","$221.79","$0.00","$198.00","$198.33","$247.17","$231.00","$0.00","$224.73","","$0.00","","","","","","","",""
"Rockingham Hospital"," NM HEPATOBILIARY WO/W FUNCTION","78227","$2,276.00","$377.58","$1,704.72","$1,704.72","$481.42","$1,250.21","$1,295.04","$1,300.96","$377.58","$1,365.60","$1,367.88","$1,704.72","$1,593.20","$471.98","$1,549.96","$1,593.20","$483.78","","","","","","","",""
"Rockingham Hospital"," ED NASAL BONE FRACTURE","21315","$590.00","$324.09","$1,383.07","$441.91","$1,376.33","$324.09","$335.71","$330.81","$1,079.47","$354.00","$354.59","$441.91","$413.00","$1,349.34","$401.79","","$1,383.07","","","","","","","",""
"Rockingham Hospital"," 2F INFUS EA SEQ HR","96367","$119.00","$48.38","$89.13","$89.13","$61.68","$65.37","$67.71","$79.97","$48.38","$71.40","$71.52","$89.13","$83.30","$60.47","$81.04","$83.30","$61.98","","","","","","","",""
"Rockingham Hospital"," 3F INFUS EA SEQ HOUR","96367","$119.00","$48.38","$89.13","$89.13","$61.68","$65.37","$67.71","$79.97","$48.38","$71.40","$71.52","$89.13","$83.30","$60.47","$81.04","$83.30","$61.98","","","","","","","",""
"Rockingham Hospital"," 4F INFUS EA SEQ HR","96367","$116.00","$48.38","$86.88","$86.88","$61.68","$63.72","$66.00","$77.95","$48.38","$69.60","$69.72","$86.88","$81.20","$60.47","$79.00","$81.20","$61.98","","","","","","","",""
"Rockingham Hospital"," ICU INFUS EA SEQ HOUR","96367","$119.00","$48.38","$89.13","$89.13","$61.68","$65.37","$67.71","$79.97","$48.38","$71.40","$71.52","$89.13","$83.30","$60.47","$81.04","$83.30","$61.98","","","","","","","",""
"Rockingham Hospital"," ED INFUSE EA SEQ HOUR","96367","$119.00","$48.38","$89.13","$89.13","$61.68","$65.37","$67.71","$79.97","$48.38","$71.40","$71.52","$89.13","$83.30","$60.47","$81.04","$83.30","$61.98","","","","","","","",""
"Rockingham Hospital"," DH IV INFUSION ADDL SUBS 1 HR","96367","$130.00","$48.38","$97.37","$97.37","$61.68","$71.41","$73.97","$87.36","$48.38","$78.00","$78.13","$97.37","$91.00","$60.47","$88.53","$91.00","$61.98","","","","","","","",""
"Rockingham Hospital"," BC INFUSE EA SEQ HR","96367","$119.00","$48.38","$89.13","$89.13","$61.68","$65.37","$67.71","$79.97","$48.38","$71.40","$71.52","$89.13","$83.30","$60.47","$81.04","$83.30","$61.98","","","","","","","",""
"Rockingham Hospital"," COLPORRHAPHY","57200","$3,379.00","$1,856.08","$2,560.55","$2,530.87","$2,548.06","$1,856.08","$1,922.65","$1,894.61","$1,998.48","$2,027.40","$2,030.78","$2,530.87","$2,365.30","$2,498.10","$2,301.10","","$2,560.55","","","","","","","",""
"Rockingham Hospital"," NEW PT LEVEL I","99201","$196.00","$107.66","$146.80","$146.80","$0.00","$107.66","$111.52","$131.71","$0.00","$117.60","$0.00","$146.80","$137.20","$0.00","$133.48","","$0.00","","","","","","","",""
"Rockingham Hospital"," ER LARYNGOSCOPY DIAGNOSTIC","31505","$233.00","$125.24","$174.52","$174.52","$159.68","$127.99","$132.58","$130.64","$125.24","$139.80","$140.03","$174.52","$163.10","$156.55","$158.67","","$160.46","","","","","","","",""
"Rockingham Hospital"," HYDROXYINDOLEACETIC ACID-5","83497","$143.00","$18.47","$107.11","$107.11","$0.00","$78.55","$81.37","$72.76","$0.00","$85.80","$85.94","$107.11","$100.10","$0.00","$97.38","$18.47","$0.00","","","","","","","",""
"Rockingham Hospital"," ER TRACH CRICOTHYROID MEMBRANE","31605","$1,543.00","$162.91","$1,155.71","$1,155.71","$207.71","$847.57","$877.97","$865.16","$162.91","$925.80","$927.34","$1,155.71","$1,080.10","$203.64","$1,050.78","","$208.73","","","","","","","",""
"Rockingham Hospital"," ER AVULSION NAIL PLATE EA ADDL","11732","$279.00","$153.25","$208.97","$208.97","$0.00","$153.25","$158.75","$156.44","$0.00","$167.40","$167.68","$208.97","$195.30","$0.00","$190.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," CALPROTECTIN FECAL REF","83993","$252.00","$28.11","$188.75","$188.75","$0.00","$138.42","$143.39","$128.22","$0.00","$151.20","$151.45","$188.75","$176.40","$0.00","$171.61","$28.11","$0.00","","","","","","","",""
"Rockingham Hospital"," HER2 FISH","88377","$566.00","$114.80","$423.93","$423.93","$146.37","$310.90","$322.05","$403.39","$114.80","$339.60","$340.17","$423.93","$396.20","$143.50","$385.45","$183.62","$147.09","","","","","","","",""
"Rockingham Hospital"," HEPATITIS B SURFACE AG","87340","$12.00","$6.11","$14.79","$8.99","$10.54","$6.59","$6.83","$6.11","$8.26","$7.20","$7.21","$8.99","$8.40","$10.33","$8.17","$14.79","$10.59","","","","","","","",""
"Rockingham Hospital"," HEPATITIS B SURFACE AG","87340","$131.00","$8.26","$98.12","$98.12","$10.54","$71.96","$74.54","$66.65","$8.26","$78.60","$78.73","$98.12","$91.70","$10.33","$89.21","$14.79","$10.59","","","","","","","",""
"Rockingham Hospital"," HEP B SURFACE AG","87340","$117.00","$8.26","$87.63","$87.63","$10.54","$64.27","$66.57","$59.53","$8.26","$70.20","$70.32","$87.63","$81.90","$10.33","$79.68","$14.79","$10.59","","","","","","","",""
"Rockingham Hospital"," IN SITU HYBRID EA ADD SPECIMEN","88364","$122.00","$67.01","$91.38","$91.38","$0.00","$67.01","$69.42","$86.95","$0.00","$73.20","$73.32","$91.38","$85.40","$0.00","$83.08","$70.17","$0.00","","","","","","","",""
"Rockingham Hospital"," US OB BPP W/O NST","76819","$453.00","$89.66","$339.30","$339.30","$114.32","$248.83","$257.76","$201.72","$89.66","$271.80","$272.25","$339.30","$317.10","$112.08","$308.49","$317.10","$114.88","","","","","","","",""
"Rockingham Hospital"," HEP B SURFACE ANTIGEN","87340","$84.00","$8.26","$62.92","$62.92","$10.54","$46.14","$47.80","$42.74","$8.26","$50.40","$50.48","$62.92","$58.80","$10.33","$57.20","$14.79","$10.59","","","","","","","",""
