Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,BCBS Blue Select,BCBS Blue UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana,Humana Medicare Advantage,Liberty  Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Johnston Memorial Hospital","HC MDR GN SUSCEPTIBILITY","87184","$94.00","$6.10","$93.00","$51.70","$7.55","$47.00","$27.35","$27.35","$19.10","$29.47","$56.40","$6.10","$37.79","$38.54","$73.32","$75.20","$7.48","$7.85","$67.22","$7.48","$93.00","$7.52","$7.55"
"Johnston Memorial Hospital","HC SUSCEPTIBILITY-VITEK","87186","$96.00","$7.66","$93.00","$52.80","$8.74","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$7.66","$38.59","$39.36","$74.88","$76.80","$8.65","$9.08","$68.65","$8.65","$93.00","$8.69","$8.74"
"Johnston Memorial Hospital","HC 81602 ANTIMIC SUSCEP, YEAST","87186","$96.00","$7.66","$93.00","$52.80","$8.74","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$7.66","$38.59","$39.36","$74.88","$76.80","$8.65","$9.08","$68.65","$8.65","$93.00","$8.69","$8.74"
"Johnston Memorial Hospital","HC 81601 ANTIMIC SUS RPD GRW MYCOB","87186","$96.00","$7.66","$93.00","$52.80","$8.74","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$7.66","$38.59","$39.36","$74.88","$76.80","$8.65","$9.08","$68.65","$8.65","$93.00","$8.69","$8.74"
"Johnston Memorial Hospital","HC 82019 ANTIMIC SUS-NOCARDIA SPCS","87186","$96.00","$7.66","$93.00","$52.80","$8.74","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$7.66","$38.59","$39.36","$74.88","$76.80","$8.65","$9.08","$68.65","$8.65","$93.00","$8.69","$8.74"
"Johnston Memorial Hospital","HC URINE EOSIN EXAM LAB TEST","87205","$83.00","$3.78","$83.00","$45.65","$4.31","$41.50","$24.15","$24.15","$16.87","$26.02","$49.80","$3.78","$33.37","$34.03","$64.74","$66.40","$4.27","$4.48","$59.35","$4.27","$83.00","$4.29","$4.31"
"Johnston Memorial Hospital","HC HEP C RNA (RT-PCR)","87522","$598.00","$37.93","$478.40","$328.90","$43.27","$299.00","$174.02","$174.02","$121.51","$187.47","$358.80","$37.93","$240.40","$245.18","$466.44","$478.40","$42.84","$44.98","$427.63","$42.84","$93.00","$43.05","$43.27"
"Johnston Memorial Hospital","HC 80171 HPV HIGH RISK TYPES","87624","$160.00","$31.07","$128.00","$88.00","$35.44","$80.00","$46.56","$46.56","$32.51","$50.16","$96.00","$31.07","$64.32","$65.60","$124.80","$128.00","$35.09","$36.84","$114.42","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC 800170 JC VIRUS DETEC BY PCR  CSF","87798","$1,034.00","$31.07","$827.20","$568.70","$35.44","$517.00","$300.89","$300.89","$210.11","$324.16","$620.40","$31.07","$415.67","$423.94","$806.52","$827.20","$35.09","$36.84","$739.41","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC EB VIRUS BY PCR (CSF)","87798","$1,034.00","$31.07","$827.20","$568.70","$35.44","$517.00","$300.89","$300.89","$210.11","$324.16","$620.40","$31.07","$415.67","$423.94","$806.52","$827.20","$35.09","$36.84","$739.41","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC VARICELLA ZOSTER  CF","87798","$1,034.00","$31.07","$827.20","$568.70","$35.44","$517.00","$300.89","$300.89","$210.11","$324.16","$620.40","$31.07","$415.67","$423.94","$806.52","$827.20","$35.09","$36.84","$739.41","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC URINE FRACT CATECHOL","82384","$335.00","$22.36","$268.00","$184.25","$25.50","$167.50","$97.49","$97.49","$68.07","$105.02","$201.00","$22.36","$134.67","$137.35","$261.30","$268.00","$25.25","$26.51","$239.56","$25.25","$93.00","$25.38","$25.50"
"Johnston Memorial Hospital","HC CRYPTOCOCCUS","87899","$80.00","$10.61","$80.00","$44.00","$16.23","$40.00","$23.28","$23.28","$16.26","$25.08","$48.00","$10.61","$32.16","$32.80","$62.40","$64.00","$16.07","$16.87","$57.21","$16.07","$80.00","$16.15","$16.23"
"Johnston Memorial Hospital","HC 81443 INFLAM BOWEL DISEASE SEROLOGY","83520","$367.00","$11.46","$293.60","$201.85","$17.44","$183.50","$106.80","$106.80","$74.57","$115.05","$220.20","$11.46","$147.53","$150.47","$286.26","$293.60","$17.27","$18.13","$262.44","$17.27","$93.00","$17.36","$17.44"
"Johnston Memorial Hospital","HC 9336 FLOW CYTOMETRY","86357","$295.00","$33.40","$236.00","$162.25","$38.11","$147.50","$85.85","$85.85","$59.94","$92.48","$177.00","$33.40","$118.59","$120.95","$230.10","$236.00","$37.73","$39.62","$210.95","$37.73","$93.00","$37.92","$38.11"
"Johnston Memorial Hospital","HC BCGP STREPTOCOCCUS SP","87149","$62.00","$12.60","$62.00","$34.10","$20.25","$31.00","$18.04","$18.04","$12.60","$19.44","$37.20","$17.76","$24.92","$25.42","$48.36","$49.60","$20.05","$21.05","$44.34","$20.05","$62.00","$20.15","$20.25"
"Johnston Memorial Hospital","HC BCGP VAN A RESISTANCE","87149","$62.00","$12.60","$62.00","$34.10","$20.25","$31.00","$18.04","$18.04","$12.60","$19.44","$37.20","$17.76","$24.92","$25.42","$48.36","$49.60","$20.05","$21.05","$44.34","$20.05","$62.00","$20.15","$20.25"
"Johnston Memorial Hospital","HC BK VIRUS, QUANTITATIVE (PCR)","87799","$507.00","$37.93","$405.60","$278.85","$43.27","$253.50","$147.54","$147.54","$103.02","$158.94","$304.20","$37.93","$203.81","$207.87","$395.46","$405.60","$42.84","$44.98","$362.56","$42.84","$93.00","$43.05","$43.27"
"Johnston Memorial Hospital","HC GI PCR CRYPTOSPORIDIUM","87798","$1,034.00","$31.07","$827.20","$568.70","$35.44","$517.00","$300.89","$300.89","$210.11","$324.16","$620.40","$31.07","$415.67","$423.94","$806.52","$827.20","$35.09","$36.84","$739.41","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC SURVEILLANCE ORGANISM ID","87077","$94.00","$7.15","$75.20","$51.70","$8.16","$47.00","$37.35","$37.35","$26.09","$29.47","$56.40","$7.15","$37.79","$38.54","$73.32","$75.20","$8.08","$8.48","$67.22","$8.08","$49.44","$8.12","$8.16"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN 2","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN 3","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN 4","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN 5","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN 6","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN 7","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN A","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN B","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN C","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN D","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN E","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC SELECTED CELL ANTIBODY SCREEN F","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC RULE OUT CELL 2","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC RULE OUT CELL 3","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC RULE OUT CELL 4","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC RULE OUT CELL 5","86885","$88.00","$5.07","$147.00","$48.40","$88.00","$44.00","$25.61","$25.61","$17.88","$27.59","$52.80","$5.07","$35.38","$36.08","$68.64","$70.40","$140.00","$147.00","$62.93","$140.00","$88.00","$88.00","$88.00"
"Johnston Memorial Hospital","HC BIOCHEMICAL ID B","87077","$94.00","$7.15","$93.00","$51.70","$8.16","$47.00","$27.35","$27.35","$19.10","$29.47","$56.40","$7.15","$37.79","$38.54","$73.32","$75.20","$8.08","$8.48","$67.22","$8.08","$93.00","$8.12","$8.16"
"Johnston Memorial Hospital","HC EYE CULTURE","87070","$145.00","$7.63","$116.00","$79.75","$8.71","$72.50","$42.20","$42.20","$29.46","$45.46","$87.00","$7.63","$58.29","$59.45","$113.10","$116.00","$8.62","$9.05","$103.69","$8.62","$93.00","$8.66","$8.71"
"Johnston Memorial Hospital","HC NASAL CULTURE","87070","$145.00","$7.63","$116.00","$79.75","$8.71","$72.50","$42.20","$42.20","$29.46","$45.46","$87.00","$7.63","$58.29","$59.45","$113.10","$116.00","$8.62","$9.05","$103.69","$8.62","$93.00","$8.66","$8.71"
"Johnston Memorial Hospital","HC CLOMIPRAMINE LEVEL","80299","$270.00","$12.13","$216.00","$148.50","$18.83","$135.00","$78.57","$78.57","$54.86","$84.65","$162.00","$12.13","$108.54","$110.70","$210.60","$216.00","$18.64","$19.57","$193.08","$18.64","$93.00","$18.73","$18.83"
"Johnston Memorial Hospital","HC WHITE BLOOD CELLS, STOOL","89055","$141.00","$3.78","$112.80","$77.55","$0.00","$70.50","$41.03","$41.03","$28.65","$44.20","$84.60","$3.78","$56.68","$57.81","$109.98","$112.80","$0.00","$0.00","$100.83","$0.00","$93.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC TRILEPTAL","82542","$515.00","$15.99","$412.00","$283.25","$24.33","$257.50","$149.87","$149.87","$104.65","$161.45","$309.00","$15.99","$207.03","$211.15","$401.70","$412.00","$24.09","$25.29","$368.28","$24.09","$93.00","$24.21","$24.33"
"Johnston Memorial Hospital","HC UROBILINOGEN, URINE","84578","$37.00","$2.88","$37.00","$20.35","$0.00","$18.50","$10.77","$10.77","$7.52","$11.60","$22.20","$2.88","$14.87","$15.17","$28.86","$29.60","$0.00","$0.00","$26.46","$0.00","$37.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC NRAS GENE ANALYSIS","81311","$359.00","$67.85","$295.79","$197.45","$67.85","$179.50","$104.47","$104.47","$72.95","$112.55","$215.40","$192.26","$144.32","$147.19","$280.02","$287.20","$0.00","$0.00","$256.72","$295.79","$93.00","$0.00","$67.85"
"Johnston Memorial Hospital","HC CLONAZEPAM (KLONOPIN)","80159","$155.00","$16.37","$124.00","$85.25","$20.35","$77.50","$45.11","$45.11","$31.50","$48.59","$93.00","$16.37","$62.31","$63.55","$120.90","$124.00","$20.15","$21.16","$110.84","$20.15","$93.00","$20.25","$20.35"
"Johnston Memorial Hospital","HC FLECAINIDE","80299","$270.00","$12.13","$208.00","$143.00","$18.83","$130.00","$75.66","$75.66","$52.83","$81.51","$162.00","$12.13","$104.52","$106.60","$202.80","$208.00","$18.64","$19.57","$185.93","$18.64","$93.00","$18.73","$18.83"
"Johnston Memorial Hospital","HC CSF PYRIDOXAL 5 PHOSPHATE","82542","$515.00","$15.99","$412.00","$283.25","$24.33","$257.50","$149.87","$149.87","$104.65","$161.45","$309.00","$15.99","$207.03","$211.15","$401.70","$412.00","$24.09","$25.29","$368.28","$24.09","$93.00","$24.21","$24.33"
"Johnston Memorial Hospital","HC CSF SUCCINYLADENOSINE","82542","$515.00","$15.99","$412.00","$283.25","$24.33","$257.50","$149.87","$149.87","$104.65","$161.45","$309.00","$15.99","$207.03","$211.15","$401.70","$412.00","$24.09","$25.29","$368.28","$24.09","$93.00","$24.21","$24.33"
"Johnston Memorial Hospital","HC ALPHA GALACTOSIDASE LEUKOCYTE","82657","$515.00","$15.99","$412.00","$283.25","$22.39","$257.50","$149.87","$149.87","$104.65","$161.45","$309.00","$15.99","$207.03","$211.15","$401.70","$412.00","$22.17","$23.28","$368.28","$22.17","$93.00","$22.28","$22.39"
"Johnston Memorial Hospital","HC ANTIHISTONE ANTIBODIES","86235","$145.00","$15.88","$116.00","$79.75","$18.11","$72.50","$42.20","$42.20","$29.46","$45.46","$87.00","$15.88","$58.29","$59.45","$113.10","$116.00","$17.93","$18.83","$103.69","$17.93","$93.00","$18.02","$18.11"
"Johnston Memorial Hospital","HC NOCARDIA SUS EACH ADDNL","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS TYLER DRUG 10","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS TYLER DRUG 11","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 1","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 2","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 3","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 4","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 5","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 6","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 7","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 8","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC NOCARDIA SUS-TYLER DRUG 9","87181","$55.00","$4.21","$55.00","$30.25","$4.80","$27.50","$16.01","$16.01","$11.18","$17.24","$33.00","$4.21","$22.11","$22.55","$42.90","$44.00","$4.75","$4.99","$39.33","$4.75","$55.00","$4.77","$4.80"
"Johnston Memorial Hospital","HC MCBT MINIMUM INHIBITORY CONC","87186","$96.00","$7.66","$93.00","$52.80","$8.74","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$7.66","$38.59","$39.36","$74.88","$76.80","$8.65","$9.08","$68.65","$8.65","$93.00","$8.69","$8.74"
"Johnston Memorial Hospital","HC ANAEROBE ID BY MS","87076","$85.00","$7.15","$85.00","$46.75","$8.16","$42.50","$24.74","$24.74","$17.27","$26.65","$51.00","$7.15","$34.17","$34.85","$66.30","$68.00","$8.08","$8.48","$60.78","$8.08","$85.00","$8.12","$8.16"
"Johnston Memorial Hospital","HC AEROBE ID BY MS","87077","$94.00","$7.15","$93.00","$51.70","$8.16","$47.00","$27.35","$27.35","$19.10","$29.47","$56.40","$7.15","$37.79","$38.54","$73.32","$75.20","$8.08","$8.48","$67.22","$8.08","$93.00","$8.12","$8.16"
"Johnston Memorial Hospital","HC E COLI H7 LATEX","87147","$177.00","$4.58","$141.60","$97.35","$5.23","$88.50","$51.51","$51.51","$35.97","$55.49","$106.20","$4.58","$71.15","$72.57","$138.06","$141.60","$5.18","$5.44","$126.57","$5.18","$93.00","$5.21","$5.23"
"Johnston Memorial Hospital","HC E COLI O157 LATEX","87147","$177.00","$4.58","$141.60","$97.35","$5.23","$88.50","$51.51","$51.51","$35.97","$55.49","$106.20","$4.58","$71.15","$72.57","$138.06","$141.60","$5.18","$5.44","$126.57","$5.18","$93.00","$5.21","$5.23"
"Johnston Memorial Hospital","HC SURV CARBAPENEMASE DET TEST","87184","$94.00","$6.10","$93.00","$51.70","$7.55","$47.00","$27.35","$27.35","$19.10","$29.47","$56.40","$6.10","$37.79","$38.54","$73.32","$75.20","$7.48","$7.85","$67.22","$7.48","$93.00","$7.52","$7.55"
"Johnston Memorial Hospital","HC FLUCONAZOLE MIC VITEK","87186","$96.00","$7.66","$93.00","$52.80","$8.74","$48.00","$27.94","$27.94","$19.51","$30.10","$57.60","$7.66","$38.59","$39.36","$74.88","$76.80","$8.65","$9.08","$68.65","$8.65","$93.00","$8.69","$8.74"
"Johnston Memorial Hospital","HC RESPIRATORY SYNCYTIAL VIRUSPCR","87798","$1,034.00","$31.07","$827.20","$568.70","$35.44","$517.00","$300.89","$300.89","$210.11","$324.16","$620.40","$31.07","$415.67","$423.94","$806.52","$827.20","$35.09","$36.84","$739.41","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC SEMEN ANALYSIS POST VASECTOMY","89310","$349.00","$7.62","$279.20","$191.95","$8.70","$174.50","$101.56","$101.56","$70.92","$109.41","$209.40","$7.62","$140.30","$143.09","$272.22","$279.20","$8.61","$9.04","$249.57","$8.61","$93.00","$8.65","$8.70"
"Johnston Memorial Hospital","HC SEMEN ANALYSIS QUANTITATIVE","89320","$135.00","$10.67","$108.00","$74.25","$12.43","$67.50","$39.29","$39.29","$27.43","$42.32","$81.00","$10.67","$54.27","$55.35","$105.30","$108.00","$12.31","$0.00","$96.54","$12.31","$93.00","$12.37","$12.43"
"Johnston Memorial Hospital","HC BCGP VAN B RESISTANCE","87149","$62.00","$12.60","$62.00","$34.10","$20.25","$31.00","$18.04","$18.04","$12.60","$19.44","$37.20","$17.76","$24.92","$25.42","$48.36","$49.60","$20.05","$21.05","$44.34","$20.05","$62.00","$20.15","$20.25"
"Johnston Memorial Hospital","HC GI PCR GIARDIA","87798","$1,034.00","$31.07","$827.20","$568.70","$35.44","$517.00","$300.89","$300.89","$210.11","$324.16","$620.40","$31.07","$415.67","$423.94","$806.52","$827.20","$35.09","$36.84","$739.41","$35.09","$93.00","$35.27","$35.44"
"Johnston Memorial Hospital","HC PDGFRA GENE ANALYSIS","81314","$352.00","$66.53","$329.51","$193.60","$66.53","$176.00","$102.43","$102.43","$71.53","$110.35","$211.20","$214.18","$141.50","$144.32","$274.56","$281.60","$0.00","$0.00","$251.72","$329.51","$93.00","$0.00","$66.53"
"Johnston Memorial Hospital","HC TB CONCENTRATION","87015","$57.00","$5.91","$57.00","$31.35","$6.75","$28.50","$16.59","$16.59","$11.58","$17.87","$34.20","$5.91","$22.91","$23.37","$44.46","$45.60","$6.68","$7.01","$40.76","$6.68","$57.00","$6.71","$6.75"
"Johnston Memorial Hospital","HC STREPTOCOCCUS AGGLUTINATION","87147","$177.00","$4.58","$141.60","$97.35","$5.23","$88.50","$51.51","$51.51","$35.97","$55.49","$106.20","$4.58","$71.15","$72.57","$138.06","$141.60","$5.18","$5.44","$126.57","$5.18","$93.00","$5.21","$5.23"
"Johnston Memorial Hospital","HC FACTOR V LEIDEN (R506Q) MUT,BLD","81241","$228.00","$46.33","$182.40","$125.40","$74.10","$114.00","$66.35","$66.35","$46.33","$71.48","$136.80","$54.11","$91.66","$93.48","$177.84","$182.40","$73.37","$77.04","$163.04","$73.37","$93.00","$73.74","$74.10"
"Johnston Memorial Hospital","HC ACETONE","82010","$95.00","$7.23","$93.00","$52.25","$8.25","$47.50","$27.65","$27.65","$19.30","$29.78","$57.00","$7.23","$38.19","$38.95","$74.10","$76.00","$8.17","$8.58","$67.93","$8.17","$93.00","$8.21","$8.25"
"Johnston Memorial Hospital","HC URINE KETONES LAB TEST","82010","$95.00","$7.23","$93.00","$52.25","$8.25","$47.50","$27.65","$27.65","$19.30","$29.78","$57.00","$7.23","$38.19","$38.95","$74.10","$76.00","$8.17","$8.58","$67.93","$8.17","$93.00","$8.21","$8.25"
"Johnston Memorial Hospital","HC ETHANOL RCL","80320","$464.00","$93.00","$371.20","$255.20","$115.57","$232.00","$135.02","$135.02","$94.28","$145.46","$278.40","$291.86","$186.53","$190.24","$361.92","$371.20","$114.43","$0.00","$331.81","$114.43","$93.00","$115.00","$115.57"
"Johnston Memorial Hospital","HC ETHANOL (FORENSIC) - UNC","80320","$464.00","$93.00","$371.20","$255.20","$115.57","$232.00","$135.02","$135.02","$94.28","$145.46","$278.40","$291.86","$186.53","$190.24","$361.92","$371.20","$114.43","$0.00","$331.81","$114.43","$93.00","$115.00","$115.57"
"Johnston Memorial Hospital","HC A1ATR - PHENOTYPE","82104","$142.00","$12.81","$113.60","$78.10","$14.60","$71.00","$41.32","$41.32","$28.85","$44.52","$85.20","$12.81","$57.08","$58.22","$110.76","$113.60","$14.46","$15.18","$101.54","$14.46","$93.00","$14.53","$14.60"
"Johnston Memorial Hospital","HC SYPHILIS AB IGG AND IGM","86780","$140.00","$11.72","$112.00","$77.00","$13.37","$70.00","$40.74","$40.74","$28.45","$43.89","$84.00","$11.72","$56.28","$57.40","$109.20","$112.00","$13.24","$13.90","$100.11","$13.24","$93.00","$13.31","$13.37"
"Johnston Memorial Hospital","HC MANUAL ID - STREPTOCOCCUS","87077","$94.00","$7.15","$93.00","$51.70","$8.16","$47.00","$27.35","$27.35","$19.10","$29.47","$56.40","$7.15","$37.79","$38.54","$73.32","$75.20","$8.08","$8.48","$67.22","$8.08","$93.00","$8.12","$8.16"
"Johnston Memorial Hospital","HC CRE CULTURE SCREEN","87081","$105.00","$5.87","$93.00","$57.75","$6.70","$52.50","$30.56","$30.56","$21.34","$32.92","$63.00","$5.87","$42.21","$43.05","$81.90","$84.00","$6.63","$6.96","$75.09","$6.63","$93.00","$6.66","$6.70"
"Johnston Memorial Hospital","HC LEGIONELLA CULTURE","87081","$105.00","$5.87","$93.00","$57.75","$6.70","$52.50","$30.56","$30.56","$21.34","$32.92","$63.00","$5.87","$42.21","$43.05","$81.90","$84.00","$6.63","$6.96","$75.09","$6.63","$93.00","$6.66","$6.70"
"Johnston Memorial Hospital","HC MANUAL ID FUNGUS","87106","$121.00","$9.15","$96.80","$66.55","$10.42","$60.50","$35.21","$35.21","$24.59","$37.93","$72.60","$9.15","$48.64","$49.61","$94.38","$96.80","$10.32","$10.84","$86.53","$10.32","$93.00","$10.37","$10.42"
"Johnston Memorial Hospital","HC IMMUNO FLUORESCENCE-CONSULT INITIAL","88346","$209.00","$36.07","$268.04","$114.95","$209.00","$104.50","$60.82","$60.82","$42.47","$48.01","$125.40","$36.07","$84.02","$85.69","$163.02","$167.20","$268.04","$0.00","$149.46","$268.04","$93.00","$209.00","$209.00"
