Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,BCBS Medicare Advantage,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,Coventry,First Carolina Care,First Carolina Care Medicare Advantage,First Health,First Medicare Direct,Humana,Humana Gold,Humana Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Chatham Hospital","HC YEAST SUSCEPTIBILITY","87186","$287.00","$8.65","$264.04","$109.06","$84.95","$108.34","$80.36","$172.20","$217.26","$152.11","$154.98","$109.06","$258.30","$0.00","$255.43","$8.91","$252.56","$8.74","$8.74","$264.04","$8.65","$258.30","$85.31","$84.38"
"Chatham Hospital","HC RG MYCOBACTERIA SUSCEPT","87186","$262.00","$8.65","$241.04","$99.56","$77.55","$98.91","$73.36","$157.20","$198.33","$138.86","$141.48","$99.56","$235.80","$0.00","$233.18","$8.91","$230.56","$8.74","$8.74","$241.04","$8.65","$235.80","$77.88","$77.03"
"Chatham Hospital","HC EOSINOPHIL, URINE","87205","$86.00","$4.27","$79.12","$32.68","$25.46","$32.47","$24.08","$51.60","$65.10","$45.58","$46.44","$32.68","$77.40","$0.00","$76.54","$4.40","$75.68","$4.31","$4.31","$79.12","$4.27","$77.40","$25.56","$25.28"
"Chatham Hospital","HC GRAM STAIN","87205","$49.00","$4.27","$45.08","$18.62","$14.50","$18.50","$13.72","$29.40","$37.09","$25.97","$26.46","$18.62","$44.10","$0.00","$43.61","$4.40","$43.12","$4.31","$4.31","$45.08","$4.27","$44.10","$14.57","$14.41"
"Chatham Hospital","HC TB (AFB) SMEAR","87206","$110.00","$5.39","$101.20","$41.80","$32.56","$41.53","$30.80","$66.00","$83.27","$58.30","$59.40","$41.80","$99.00","$0.00","$97.90","$5.55","$96.80","$5.44","$5.44","$101.20","$5.39","$99.00","$32.70","$32.34"
"Chatham Hospital","HC BLOOD SMEAR FOR MALARIA","87207","$244.00","$5.99","$224.48","$92.72","$72.22","$92.11","$68.32","$146.40","$184.71","$129.32","$131.76","$92.72","$219.60","$0.00","$217.16","$6.17","$214.72","$6.05","$6.05","$224.48","$5.99","$219.60","$72.53","$71.74"
"Chatham Hospital","HC MICROSPORIDIUM EXAM","87207","$244.00","$5.99","$224.48","$92.72","$72.22","$92.11","$68.32","$146.40","$184.71","$129.32","$131.76","$92.72","$219.60","$0.00","$217.16","$6.17","$214.72","$6.05","$6.05","$224.48","$5.99","$219.60","$72.53","$71.74"
"Chatham Hospital","HC TRICHROME STAIN","87209","$43.00","$12.04","$39.56","$16.34","$12.73","$16.23","$12.04","$25.80","$32.55","$22.79","$23.22","$16.34","$38.70","$0.00","$38.27","$18.52","$37.84","$18.16","$18.16","$39.56","$17.98","$38.70","$12.78","$12.64"
"Chatham Hospital","HC KOH PREP","87210","$77.00","$5.82","$70.84","$29.26","$22.79","$29.07","$21.56","$46.20","$58.29","$40.81","$41.58","$29.26","$69.30","$0.00","$68.53","$5.99","$67.76","$5.88","$5.88","$70.84","$5.82","$69.30","$22.89","$22.64"
"Chatham Hospital","HC INDIA INK PREP","87210","$70.00","$5.82","$64.40","$26.60","$20.72","$26.43","$19.60","$42.00","$52.99","$37.10","$37.80","$26.60","$63.00","$0.00","$62.30","$5.99","$61.60","$5.88","$5.88","$64.40","$5.82","$63.00","$20.81","$20.58"
"Chatham Hospital","HC WET PREP","87210","$86.00","$5.82","$79.12","$32.68","$25.46","$32.47","$24.08","$51.60","$65.10","$45.58","$46.44","$32.68","$77.40","$0.00","$76.54","$5.99","$75.68","$5.88","$5.88","$79.12","$5.82","$77.40","$25.56","$25.28"
"Chatham Hospital","HC VIRAL CULTURE HSV ONLY","87252","$343.00","$26.07","$315.56","$130.34","$101.53","$129.48","$96.04","$205.80","$259.65","$181.79","$185.22","$130.34","$308.70","$0.00","$305.27","$26.85","$301.84","$26.33","$26.33","$315.56","$26.07","$308.70","$101.96","$100.84"
"Chatham Hospital","HC CENTRIFUGE ENHANCED OF SHELL VIAL TECHNIQUE","87254","$264.00","$19.56","$242.88","$100.32","$78.14","$99.66","$73.92","$158.40","$199.85","$139.92","$142.56","$100.32","$237.60","$0.00","$234.96","$20.15","$232.32","$19.76","$19.76","$242.88","$19.56","$237.60","$78.47","$77.62"
"Chatham Hospital","HC VIRUS ISOLATION ID","87255","$264.00","$33.86","$242.88","$100.32","$0.00","$204.68","$73.92","$158.40","$199.85","$139.92","$142.56","$100.32","$237.60","$0.00","$234.96","$34.88","$232.32","$34.20","$34.20","$242.88","$33.86","$237.60","$78.47","$77.62"
"Chatham Hospital","HC HSV CULTURE AND TYPING","87255","$219.00","$33.86","$201.48","$83.22","$0.00","$169.79","$61.32","$131.40","$165.78","$116.07","$118.26","$83.22","$197.10","$0.00","$194.91","$34.88","$192.72","$34.20","$34.20","$201.48","$33.86","$197.10","$65.10","$64.39"
"Chatham Hospital","HC PARASITE SCRN CRYPTOSPORIDIUM","87272","$135.00","$11.98","$124.20","$51.30","$39.96","$50.96","$37.80","$81.00","$102.20","$71.55","$72.90","$51.30","$121.50","$0.00","$120.15","$12.34","$118.80","$12.10","$12.10","$124.20","$11.98","$121.50","$40.13","$39.69"
"Chatham Hospital","HC GALACTOMANNAN","87305","$124.00","$11.98","$114.08","$47.12","$36.70","$46.81","$34.72","$74.40","$93.87","$65.72","$66.96","$47.12","$111.60","$0.00","$110.36","$12.34","$109.12","$12.10","$12.10","$114.08","$11.98","$111.60","$36.86","$36.46"
"Chatham Hospital","HC C DIFF TOXINS","87324","$69.00","$11.98","$63.48","$26.22","$20.42","$26.05","$19.32","$41.40","$52.23","$36.57","$37.26","$26.22","$62.10","$0.00","$61.41","$12.34","$60.72","$12.10","$12.10","$63.48","$11.98","$62.10","$20.51","$20.29"
"Chatham Hospital","HC CRYPTOSPORIDIUM BY DIRECT ANTIGE","87328","$73.00","$13.82","$67.16","$27.74","$21.61","$27.56","$20.44","$43.80","$55.26","$38.69","$39.42","$27.74","$65.70","$0.00","$64.97","$14.23","$64.24","$13.96","$13.96","$67.16","$13.82","$65.70","$21.70","$21.46"
"Chatham Hospital","HC INFLUENZA A OR B ANTIGEN","87400","$73.00","$14.13","$67.16","$27.74","$0.00","$56.60","$20.44","$43.80","$55.26","$38.69","$39.42","$27.74","$65.70","$0.00","$64.97","$14.55","$64.24","$14.27","$14.27","$67.16","$14.13","$65.70","$21.70","$21.46"
"Chatham Hospital","HC ROTAVIRUS DIRECT ANTIGEN","87425","$134.00","$11.98","$123.28","$50.92","$39.66","$50.59","$37.52","$80.40","$101.44","$71.02","$72.36","$50.92","$120.60","$0.00","$119.26","$12.34","$117.92","$12.10","$12.10","$123.28","$11.98","$120.60","$39.83","$39.40"
"Chatham Hospital","HC LEGIONELLA PNEUMOPHILA, UA","87449","$181.00","$11.98","$166.52","$68.78","$53.58","$68.33","$50.68","$108.60","$137.02","$95.93","$97.74","$68.78","$162.90","$0.00","$161.09","$12.34","$159.28","$12.10","$12.10","$166.52","$11.98","$162.90","$53.80","$53.21"
"Chatham Hospital","HC LEGIONELLA URINARY ANTIGEN","87449","$69.00","$11.98","$63.48","$26.22","$20.42","$26.05","$19.32","$41.40","$52.23","$36.57","$37.26","$26.22","$62.10","$0.00","$61.41","$12.34","$60.72","$12.10","$12.10","$63.48","$11.98","$62.10","$20.51","$20.29"
"Chatham Hospital","HC C DIFFICILE ANTIGEN","87449","$69.00","$11.98","$63.48","$26.22","$20.42","$26.05","$19.32","$41.40","$52.23","$36.57","$37.26","$26.22","$62.10","$0.00","$61.41","$12.34","$60.72","$12.10","$12.10","$63.48","$11.98","$62.10","$20.51","$20.29"
"Chatham Hospital","HC CHLAMYDIA TRACHOMATIS","87491","$187.00","$35.09","$172.04","$71.06","$55.35","$70.59","$52.36","$112.20","$141.56","$99.11","$100.98","$71.06","$168.30","$0.00","$166.43","$36.14","$164.56","$35.44","$35.44","$172.04","$35.09","$168.30","$55.59","$54.98"
"Chatham Hospital","HC CHLAMYDIA TRACHOMATIS, AMP PRB","87491","$187.00","$35.09","$172.04","$71.06","$55.35","$70.59","$52.36","$112.20","$141.56","$99.11","$100.98","$71.06","$168.30","$0.00","$166.43","$36.14","$164.56","$35.44","$35.44","$172.04","$35.09","$168.30","$55.59","$54.98"
"Chatham Hospital","HC CHLAMYDIA TRACHOMATIS (NAA)","87491","$175.00","$35.09","$161.00","$66.50","$51.80","$66.06","$49.00","$105.00","$132.48","$92.75","$94.50","$66.50","$157.50","$0.00","$155.75","$36.14","$154.00","$35.44","$35.44","$161.00","$35.09","$157.50","$52.02","$51.45"
"Chatham Hospital","HC CHLAMYDIA TRACHOMATIS (PHRYNG)","87491","$175.00","$35.09","$161.00","$66.50","$51.80","$66.06","$49.00","$105.00","$132.48","$92.75","$94.50","$66.50","$157.50","$0.00","$155.75","$36.14","$154.00","$35.44","$35.44","$161.00","$35.09","$157.50","$52.02","$51.45"
"Chatham Hospital","HC C. DIFFICILE BY PCR","87493","$113.00","$31.64","$103.96","$42.94","$33.45","$42.66","$31.64","$67.80","$85.54","$59.89","$61.02","$42.94","$101.70","$0.00","$100.57","$38.39","$99.44","$37.64","$37.64","$103.96","$37.27","$101.70","$33.59","$33.22"
"Chatham Hospital","HC CMV TITERS (PCR)","87497","$699.00","$42.84","$643.08","$265.62","$206.90","$263.87","$195.72","$419.40","$529.14","$370.47","$377.46","$265.62","$629.10","$0.00","$622.11","$44.13","$615.12","$43.27","$43.27","$643.08","$42.84","$629.10","$207.78","$205.51"
"Chatham Hospital","HC CMV VIRAL LOAD,QUANTITATIVE","87497","$699.00","$42.84","$643.08","$265.62","$206.90","$263.87","$195.72","$419.40","$529.14","$370.47","$377.46","$265.62","$629.10","$0.00","$622.11","$44.13","$615.12","$43.27","$43.27","$643.08","$42.84","$629.10","$207.78","$205.51"
"Chatham Hospital","HC ENTEROVIRUS PCR","87498","$579.00","$35.09","$532.68","$220.02","$171.38","$218.57","$162.12","$347.40","$438.30","$306.87","$312.66","$220.02","$521.10","$0.00","$515.31","$36.14","$509.52","$35.44","$35.44","$532.68","$35.09","$521.10","$172.11","$170.23"
"Chatham Hospital","HC HBV DNA PCR QUANT","87517","$940.00","$42.84","$864.80","$357.20","$278.24","$354.85","$263.20","$564.00","$711.58","$498.20","$507.60","$357.20","$846.00","$0.00","$836.60","$44.13","$827.20","$43.27","$43.27","$864.80","$42.84","$846.00","$279.42","$276.36"
"Chatham Hospital","HC HCV, QUAL, RNA (PCR) WITH RFLX","87521","$626.00","$35.09","$575.92","$237.88","$185.30","$236.32","$175.28","$375.60","$473.88","$331.78","$338.04","$237.88","$563.40","$0.00","$557.14","$36.14","$550.88","$35.44","$35.44","$575.92","$35.09","$563.40","$186.08","$184.04"
"Chatham Hospital","HC HCV RNA BY PCR","87522","$714.00","$42.84","$656.88","$271.32","$211.34","$269.54","$199.92","$428.40","$540.50","$378.42","$385.56","$271.32","$642.60","$0.00","$635.46","$44.13","$628.32","$43.27","$43.27","$656.88","$42.84","$642.60","$212.24","$209.92"
"Chatham Hospital","HC HSV 1/2 PCR","87529","$280.00","$35.09","$257.60","$106.40","$82.88","$105.70","$78.40","$168.00","$211.96","$148.40","$151.20","$106.40","$252.00","$0.00","$249.20","$36.14","$246.40","$35.44","$35.44","$257.60","$35.09","$252.00","$83.23","$82.32"
"Chatham Hospital","HC HIV, RNA (PCR)","87536","$707.00","$85.10","$650.44","$268.66","$209.27","$266.89","$197.96","$424.20","$535.20","$374.71","$381.78","$268.66","$636.30","$0.00","$629.23","$87.65","$622.16","$85.95","$85.95","$650.44","$85.10","$636.30","$210.16","$207.86"
"Chatham Hospital","HC HPV PCR","87624","$109.00","$30.52","$100.28","$41.42","$32.26","$41.15","$30.52","$65.40","$82.51","$57.77","$58.86","$41.42","$98.10","$0.00","$97.01","$36.14","$95.92","$35.44","$35.44","$100.28","$35.09","$98.10","$32.40","$32.05"
"Chatham Hospital","HC CEPHEID INFLUENZA PCR","87502","$284.00","$79.52","$261.28","$107.92","$84.06","$107.21","$79.52","$170.40","$214.99","$150.52","$153.36","$107.92","$255.60","$0.00","$252.76","$98.67","$249.92","$96.76","$96.76","$261.28","$95.80","$255.60","$84.42","$83.50"
"Chatham Hospital","HC RSV/FLU COMBO PCR","87631","$396.00","$110.88","$364.32","$150.48","$117.22","$149.49","$110.88","$237.60","$299.77","$209.88","$213.84","$150.48","$356.40","$0.00","$352.44","$146.91","$348.48","$144.06","$144.06","$364.32","$142.63","$356.40","$117.71","$116.42"
"Chatham Hospital","HC RESPIRATORY PATHOGEN PANEL","0100U","$743.00","$208.04","$683.56","$564.68","$219.93","$280.48","$208.04","$445.80","$562.45","$393.79","$401.22","$564.68","$668.70","$221.93","$661.27","$0.00","$653.84","$0.00","$0.00","$683.56","$0.00","$668.70","$220.86","$218.44"
"Chatham Hospital","HC AMPLIFIED PROBE TECH","87798","$309.00","$35.09","$284.28","$117.42","$91.46","$116.65","$86.52","$185.40","$233.91","$163.77","$166.86","$117.42","$278.10","$0.00","$275.01","$36.14","$271.92","$35.44","$35.44","$284.28","$35.09","$278.10","$91.85","$90.85"
"Chatham Hospital","HC NOROVIRUS, STOOL (PCR)","87798","$509.00","$35.09","$468.28","$193.42","$150.66","$192.15","$142.52","$305.40","$385.31","$269.77","$274.86","$193.42","$458.10","$0.00","$453.01","$36.14","$447.92","$35.44","$35.44","$468.28","$35.09","$458.10","$151.30","$149.65"
"Chatham Hospital","HC VZV PCR","87798","$445.00","$35.09","$409.40","$169.10","$131.72","$167.99","$124.60","$267.00","$336.87","$235.85","$240.30","$169.10","$400.50","$0.00","$396.05","$36.14","$391.60","$35.44","$35.44","$409.40","$35.09","$400.50","$132.28","$130.83"
"Chatham Hospital","HC PARVOVIRUS PCR","87798","$434.00","$35.09","$399.28","$164.92","$128.46","$163.84","$121.52","$260.40","$328.54","$230.02","$234.36","$164.92","$390.60","$0.00","$386.26","$36.14","$381.92","$35.44","$35.44","$399.28","$35.09","$390.60","$129.01","$127.60"
"Chatham Hospital","HC TRICHOMONAS PCR","87661","$110.00","$30.80","$101.20","$41.80","$32.56","$41.53","$30.80","$66.00","$83.27","$58.30","$59.40","$41.80","$99.00","$0.00","$97.90","$36.14","$96.80","$35.44","$35.44","$101.20","$35.09","$99.00","$32.70","$32.34"
"Chatham Hospital","HC GI PCR PANEL","87506","$649.00","$181.72","$597.08","$246.62","$192.10","$245.00","$181.72","$389.40","$491.29","$343.97","$350.46","$246.62","$584.10","$193.86","$577.61","$194.70","$571.12","$190.09","$190.09","$597.08","$262.99","$584.10","$192.92","$190.81"
"Chatham Hospital","HC GROUP A STREP RAPID","87880","$84.00","$16.53","$77.28","$31.92","$24.86","$31.71","$23.52","$50.40","$63.59","$44.52","$45.36","$31.92","$75.60","$0.00","$74.76","$17.03","$73.92","$16.70","$16.70","$77.28","$16.53","$75.60","$24.97","$24.70"
"Chatham Hospital","HC CRYPTOCOCCUS ANTIGEN","87899","$124.00","$16.07","$114.08","$47.12","$36.70","$46.81","$34.72","$74.40","$93.87","$65.72","$66.96","$47.12","$111.60","$0.00","$110.36","$16.55","$109.12","$16.23","$16.23","$114.08","$16.07","$111.60","$36.86","$36.46"
"Chatham Hospital","HC CAMPYLOBACTER ANTIGEN DETECTION","87899","$115.00","$16.07","$105.80","$43.70","$34.04","$43.41","$32.20","$69.00","$87.06","$60.95","$62.10","$43.70","$103.50","$0.00","$102.35","$16.55","$101.20","$16.23","$16.23","$105.80","$16.07","$103.50","$34.18","$33.81"
"Chatham Hospital","HC SHIGA TOXIN E COLI EIA ST1","87899","$115.00","$16.07","$105.80","$43.70","$34.04","$43.41","$32.20","$69.00","$87.06","$60.95","$62.10","$43.70","$103.50","$0.00","$102.35","$16.55","$101.20","$16.23","$16.23","$105.80","$16.07","$103.50","$34.18","$33.81"
"Chatham Hospital","HC SHIGA TOXIN E COLI EIA ST2","87899","$115.00","$16.07","$105.80","$43.70","$34.04","$43.41","$32.20","$69.00","$87.06","$60.95","$62.10","$43.70","$103.50","$0.00","$102.35","$16.55","$101.20","$16.23","$16.23","$105.80","$16.07","$103.50","$34.18","$33.81"
"Chatham Hospital","HC HCV GENOTYPING","87902","$1,090.00","$257.45","$1,002.80","$414.20","$322.64","$411.48","$305.20","$654.00","$825.13","$577.70","$588.60","$414.20","$981.00","$0.00","$970.10","$265.17","$959.20","$260.02","$260.02","$1,002.80","$257.45","$981.00","$324.00","$320.46"
"Chatham Hospital","HC URINALYSIS W/MICROSCOPIC","81001","$105.00","$3.17","$96.60","$39.90","$31.08","$39.64","$29.40","$63.00","$79.49","$55.65","$56.70","$39.90","$94.50","$0.00","$93.45","$3.27","$92.40","$3.20","$3.20","$96.60","$3.17","$94.50","$31.21","$30.87"
"Chatham Hospital","HC URINALYSIS","81001","$105.00","$3.17","$96.60","$39.90","$31.08","$39.64","$29.40","$63.00","$79.49","$55.65","$56.70","$39.90","$94.50","$0.00","$93.45","$3.27","$92.40","$3.20","$3.20","$96.60","$3.17","$94.50","$31.21","$30.87"
"Chatham Hospital","HC URINE PREGNANCY QUALITATIVE","81025","$134.00","$8.61","$123.28","$50.92","$39.66","$50.59","$37.52","$80.40","$101.44","$71.02","$72.36","$50.92","$120.60","$0.00","$119.26","$8.87","$117.92","$8.70","$8.70","$123.28","$8.61","$120.60","$39.83","$39.40"
"Chatham Hospital","HC BCGP VAN B RESISTANCE","81025","$134.00","$8.61","$123.28","$50.92","$39.66","$50.59","$37.52","$80.40","$101.44","$71.02","$72.36","$50.92","$120.60","$0.00","$119.26","$8.87","$117.92","$8.70","$8.70","$123.28","$8.61","$120.60","$39.83","$39.40"
"Chatham Hospital","HC COMPAT TESTING-ANTIGLOBULIN TECH","86922","$118.00","$33.04","$108.56","$44.84","$34.93","$44.55","$33.04","$70.80","$89.33","$62.54","$63.72","$44.84","$106.20","$35.25","$105.02","$35.40","$103.84","$34.56","$34.56","$108.56","$34.40","$106.20","$35.08","$34.69"
"Chatham Hospital","HC FECAL LEUKOCYTES","89050","$77.00","$4.72","$70.84","$29.26","$22.79","$29.07","$21.56","$46.20","$58.29","$40.81","$41.58","$29.26","$69.30","$0.00","$68.53","$4.86","$67.76","$4.77","$4.77","$70.84","$4.72","$69.30","$22.89","$22.64"
"Chatham Hospital","HC CELL COUNT, MISC FLUID","89050","$43.00","$4.72","$39.56","$16.34","$12.73","$16.23","$12.04","$25.80","$32.55","$22.79","$23.22","$16.34","$38.70","$0.00","$38.27","$4.86","$37.84","$4.77","$4.77","$39.56","$4.72","$38.70","$12.78","$12.64"
"Chatham Hospital","HC CSF WBC","89050","$72.00","$4.72","$66.24","$27.36","$21.31","$27.18","$20.16","$43.20","$54.50","$38.16","$38.88","$27.36","$64.80","$0.00","$64.08","$4.86","$63.36","$4.77","$4.77","$66.24","$4.72","$64.80","$21.40","$21.17"
"Chatham Hospital","HC MISC FLUID WBC","89050","$72.00","$4.72","$66.24","$27.36","$21.31","$27.18","$20.16","$43.20","$54.50","$38.16","$38.88","$27.36","$64.80","$0.00","$64.08","$4.86","$63.36","$4.77","$4.77","$66.24","$4.72","$64.80","$21.40","$21.17"
"Chatham Hospital","HC FLUID CELL COUNT W/DIFF","89051","$137.00","$5.60","$126.04","$52.06","$40.55","$51.72","$38.36","$82.20","$103.71","$72.61","$73.98","$52.06","$123.30","$0.00","$121.93","$5.77","$120.56","$5.66","$5.66","$126.04","$5.60","$123.30","$40.72","$40.28"
"Chatham Hospital","HC CELL COUNT , CSF","89051","$109.00","$5.60","$100.28","$41.42","$32.26","$41.15","$30.52","$65.40","$82.51","$57.77","$58.86","$41.42","$98.10","$0.00","$97.01","$5.77","$95.92","$5.66","$5.66","$100.28","$5.60","$98.10","$32.40","$32.05"
"Chatham Hospital","HC MISC FLD DIFFERENTIAL CT","84165","$43.00","$10.74","$39.56","$16.34","$12.73","$16.23","$12.04","$25.80","$32.55","$22.79","$23.22","$16.34","$38.70","$0.00","$38.27","$11.06","$37.84","$10.85","$10.85","$39.56","$10.74","$38.70","$12.78","$12.64"
"Chatham Hospital","HC CRYSTAL IDENTIFICATION TISSUE OR BODY FLUID","89060","$49.00","$7.33","$45.08","$18.62","$14.50","$18.50","$13.72","$29.40","$37.09","$25.97","$26.46","$18.62","$44.10","$0.00","$43.61","$7.55","$43.12","$7.40","$7.40","$45.08","$7.33","$44.10","$14.57","$14.41"
"Chatham Hospital","HC ACETYLCHOLINE RECEPTOR","84238","$253.00","$36.57","$232.76","$96.14","$74.89","$95.51","$70.84","$151.80","$191.52","$134.09","$136.62","$96.14","$227.70","$0.00","$225.17","$37.67","$222.64","$36.94","$36.94","$232.76","$36.57","$227.70","$75.20","$74.38"
"Chatham Hospital","HC SOLUBLE TRANSFERRIN RECEPTOR","84238","$253.00","$36.57","$232.76","$96.14","$74.89","$95.51","$70.84","$151.80","$191.52","$134.09","$136.62","$96.14","$227.70","$0.00","$225.17","$37.67","$222.64","$36.94","$36.94","$232.76","$36.57","$227.70","$75.20","$74.38"
"Chatham Hospital","HC CYCLOSPORINE BLOOD","80158","$239.00","$18.05","$219.88","$90.82","$70.74","$90.22","$66.92","$143.40","$180.92","$126.67","$129.06","$90.82","$215.10","$0.00","$212.71","$18.59","$210.32","$18.23","$18.23","$219.88","$18.05","$215.10","$71.04","$70.27"
"Chatham Hospital","HC BODY FLD POTASSIUM","84999","$55.00","$15.40","$50.60","$20.90","$16.28","$20.76","$15.40","$33.00","$41.64","$29.15","$29.70","$20.90","$49.50","$16.43","$48.95","$16.50","$48.40","$16.11","$16.11","$50.60","$16.03","$49.50","$16.35","$16.17"
"Chatham Hospital","HC FECAL REDUCING SUBSTANCES","84999","$97.00","$27.16","$89.24","$36.86","$28.71","$36.62","$27.16","$58.20","$73.43","$51.41","$52.38","$36.86","$87.30","$28.97","$86.33","$29.10","$85.36","$28.41","$28.41","$89.24","$28.28","$87.30","$28.83","$28.52"
"Chatham Hospital","HC COLLECTION FEE (DRUG SCREENS)","36415","$19.00","$3.03","$17.48","$14.44","$0.00","$0.00","$5.32","$11.40","$14.38","$10.07","$10.26","$14.44","$17.10","$5.68","$16.91","$3.09","$16.72","$3.03","$3.03","$17.48","$0.00","$17.10","$5.65","$5.59"
"Chatham Hospital","HC CYCLOSPORINE","80158","$240.00","$18.05","$220.80","$91.20","$71.04","$90.60","$67.20","$144.00","$181.68","$127.20","$129.60","$91.20","$216.00","$0.00","$213.60","$18.59","$211.20","$18.23","$18.23","$220.80","$18.05","$216.00","$71.34","$70.56"
"Chatham Hospital","HC CYCLOSPORINE LC MS","80158","$241.00","$18.05","$221.72","$91.58","$71.34","$90.98","$67.48","$144.60","$182.44","$127.73","$130.14","$91.58","$216.90","$0.00","$214.49","$18.59","$212.08","$18.23","$18.23","$221.72","$18.05","$216.90","$71.64","$70.85"
"Chatham Hospital","HC ANTI HAV IGG","86708","$125.00","$12.39","$115.00","$47.50","$37.00","$47.19","$35.00","$75.00","$94.63","$66.25","$67.50","$47.50","$112.50","$0.00","$111.25","$12.76","$110.00","$12.51","$12.51","$115.00","$12.39","$112.50","$37.16","$36.75"
"Chatham Hospital","HC APOLIPOPROTEIN A","82172","$895.00","$21.09","$823.40","$340.10","$264.92","$337.86","$250.60","$537.00","$677.52","$474.35","$483.30","$340.10","$805.50","$0.00","$796.55","$21.72","$787.60","$21.30","$21.30","$823.40","$21.09","$805.50","$266.04","$263.13"
"Chatham Hospital","HC CALCIUM RANDOM URINE","82340","$64.00","$6.03","$58.88","$24.32","$18.94","$24.16","$17.92","$38.40","$48.45","$33.92","$34.56","$24.32","$57.60","$0.00","$56.96","$6.21","$56.32","$6.09","$6.09","$58.88","$6.03","$57.60","$19.02","$18.82"
"Chatham Hospital","HC IMMUNOGLOBULING SUBCLASSES 1","82784","$151.00","$9.30","$138.92","$57.38","$44.70","$57.00","$42.28","$90.60","$114.31","$80.03","$81.54","$57.38","$135.90","$0.00","$134.39","$9.58","$132.88","$9.39","$9.39","$138.92","$9.30","$135.90","$44.88","$44.39"
"Chatham Hospital","HC IMMUNOGLOBULING SUBCLASSES 2","82784","$78.00","$9.30","$71.76","$29.64","$23.09","$29.45","$21.84","$46.80","$59.05","$41.34","$42.12","$29.64","$70.20","$0.00","$69.42","$9.58","$68.64","$9.39","$9.39","$71.76","$9.30","$70.20","$23.19","$22.93"
"Chatham Hospital","HC TTG AB","83516","$149.00","$11.53","$137.08","$56.62","$44.10","$56.25","$41.72","$89.40","$112.79","$78.97","$80.46","$56.62","$134.10","$0.00","$132.61","$11.88","$131.12","$11.65","$11.65","$137.08","$11.53","$134.10","$44.29","$43.81"
"Chatham Hospital","HC CSF VDRL","86592","$109.00","$4.27","$100.28","$41.42","$32.26","$41.15","$30.52","$65.40","$82.51","$57.77","$58.86","$41.42","$98.10","$0.00","$97.01","$4.40","$95.92","$4.31","$4.31","$100.28","$4.27","$98.10","$32.40","$32.05"
"Chatham Hospital","HC MUMPS ANTIBODIES, IGG","86735","$135.00","$13.05","$124.20","$51.30","$39.96","$50.96","$37.80","$81.00","$102.20","$71.55","$72.90","$51.30","$121.50","$0.00","$120.15","$13.44","$118.80","$13.18","$13.18","$124.20","$13.05","$121.50","$40.13","$39.69"
"Chatham Hospital","HC CSF CULTURE","87075","$193.00","$9.47","$177.56","$73.34","$57.13","$72.86","$54.04","$115.80","$146.10","$102.29","$104.22","$73.34","$173.70","$0.00","$171.77","$9.75","$169.84","$9.56","$9.56","$177.56","$9.47","$173.70","$57.37","$56.74"
"Chatham Hospital","HC MISC FLUID CULTURE","87075","$264.00","$9.47","$242.88","$100.32","$78.14","$99.66","$73.92","$158.40","$199.85","$139.92","$142.56","$100.32","$237.60","$0.00","$234.96","$9.75","$232.32","$9.56","$9.56","$242.88","$9.47","$237.60","$78.47","$77.62"
"Chatham Hospital","HC GRAM POSITIVE ROD SUSCEP","87186","$164.00","$8.65","$150.88","$62.32","$48.54","$61.91","$45.92","$98.40","$124.15","$86.92","$88.56","$62.32","$147.60","$0.00","$145.96","$8.91","$144.32","$8.74","$8.74","$150.88","$8.65","$147.60","$48.75","$48.22"
"Chatham Hospital","HC FLOW MARKER X3","88185","$64.00","$17.92","$58.88","$24.32","$18.94","$24.16","$17.92","$38.40","$48.45","$33.92","$34.56","$24.32","$57.60","$19.12","$56.96","$19.20","$56.32","$18.75","$18.75","$58.88","$18.66","$57.60","$19.02","$18.82"
"Chatham Hospital","HC FLOW MARKER X15","88185","$64.00","$17.92","$58.88","$24.32","$18.94","$24.16","$17.92","$38.40","$48.45","$33.92","$34.56","$24.32","$57.60","$19.12","$56.96","$19.20","$56.32","$18.75","$18.75","$58.88","$18.66","$57.60","$19.02","$18.82"
"Chatham Hospital","HC CRYPTOCOCCUS","87899","$125.00","$16.07","$115.00","$47.50","$37.00","$47.19","$35.00","$75.00","$94.63","$66.25","$67.50","$47.50","$112.50","$0.00","$111.25","$16.55","$110.00","$16.23","$16.23","$115.00","$16.07","$112.50","$37.16","$36.75"
"Chatham Hospital","HC BK VIRUS, QUANTITATIVE (PCR)","87799","$756.00","$42.84","$695.52","$287.28","$223.78","$285.39","$211.68","$453.60","$572.29","$400.68","$408.24","$287.28","$680.40","$0.00","$672.84","$44.13","$665.28","$43.27","$43.27","$695.52","$42.84","$680.40","$224.72","$222.26"
"Chatham Hospital","HC SICKLING OF RBC, REDUCTION","85660","$152.00","$5.51","$139.84","$57.76","$44.99","$57.38","$42.56","$91.20","$115.06","$80.56","$82.08","$57.76","$136.80","$0.00","$135.28","$5.68","$133.76","$5.57","$5.57","$139.84","$5.51","$136.80","$45.18","$44.69"
