Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Americas First Choice Medicare Advantage,BCBS,BCBS Medicare Advantage,BCBS UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Behavioral Health,Cigna Connect Network,Cigna SureFit,Crescent,First Carolina Care,First Medicare Direct,Galaxy,Health Payors,HealthScope,HealthSmart,Horizons Behavioral,Humana,Humana Alignment,Humana Medicare Advantage,Liberty Medicare Advantage,LifeTrac Medicare Advantage,MedCost,MedCost Ultra,Optum Health Behavioral,Pace,Piedmont,PPO Next,Provider Select,Southeastern Health Network,TriCare,United Healthcare,United Healthcare Medicare Advantage
"UNC Hospital","HC REPOSITIONING RA/RV LEAD PPM/ICD","33215","$8,323.00","$2,642.17","$8,323.00","$6,797.00","$2,778.37","$2,723.89","$5,231.01","$2,723.89","$2,908.89","$4,064.95","$4,993.80","$5,451.57","$8,323.00","$3,637.15","$3,720.38","$6,408.71","$6,242.25","$2,778.37","$7,906.85","$7,074.55","$6,658.40","$6,658.40","$0.00","$5,160.26","$2,723.89","$2,860.09","$2,860.09","$0.00","$5,959.27","$5,601.38","$6,658.40","$0.00","$6,658.40","$7,490.70","$7,074.55","$7,074.55","$2,642.17","$8,323.00","$2,737.51"
"UNC Hospital","HC INSERT SINGLE CHAMBER LEAD PPM/ICD","33216","$8,002.00","$2,796.70","$8,002.00","$8,002.00","$7,661.40","$7,511.17","$5,029.26","$7,511.17","$2,796.70","$3,908.18","$4,801.20","$5,241.31","$8,002.00","$3,496.87","$3,576.89","$6,161.54","$6,001.50","$7,661.40","$7,601.90","$6,801.70","$6,401.60","$6,401.60","$0.00","$4,961.24","$7,511.17","$7,886.73","$7,886.73","$0.00","$5,729.43","$5,385.35","$6,401.60","$0.00","$6,401.60","$7,201.80","$6,801.70","$6,801.70","$7,285.84","$8,002.00","$7,548.73"
"UNC Hospital","HC INSERT 2 LEADS FOR PMKR/ICD","33217","$8,727.00","$3,050.09","$8,727.00","$0.00","$0.00","$0.00","$5,484.92","$0.00","$3,050.09","$4,262.27","$5,236.20","$5,716.19","$8,727.00","$3,813.70","$3,900.97","$6,719.79","$6,545.25","$0.00","$8,290.65","$7,417.95","$6,981.60","$6,981.60","$0.00","$5,410.74","$0.00","$0.00","$0.00","$0.00","$6,248.53","$5,873.27","$6,981.60","$0.00","$6,981.60","$7,854.30","$7,417.95","$7,417.95","$0.00","$0.00","$0.00"
"UNC Hospital","HC REPAIR LEAD SNGL CHB PMKR/ICD","33218","$10,840.00","$3,788.58","$10,840.00","$0.00","$0.00","$0.00","$6,812.94","$0.00","$3,788.58","$5,294.26","$6,504.00","$7,100.20","$10,840.00","$4,737.08","$4,845.48","$8,346.80","$8,130.00","$0.00","$10,298.00","$9,214.00","$8,672.00","$8,672.00","$0.00","$6,720.80","$0.00","$0.00","$0.00","$0.00","$7,761.44","$7,295.32","$8,672.00","$0.00","$8,672.00","$9,756.00","$9,214.00","$9,214.00","$0.00","$0.00","$0.00"
"UNC Hospital","HC REPAIR LEADS DUAL PMKR / DEFIB","33220","$3,125.00","$1,092.19","$3,125.00","$3,125.00","$2,991.64","$2,932.98","$1,964.06","$2,932.98","$1,092.19","$1,526.25","$1,875.00","$2,046.88","$3,125.00","$1,365.63","$1,396.88","$2,406.25","$2,343.75","$2,991.64","$2,968.75","$2,656.25","$2,500.00","$2,500.00","$0.00","$1,937.50","$2,932.98","$3,079.63","$3,079.63","$0.00","$2,237.50","$2,103.13","$2,500.00","$0.00","$2,500.00","$2,812.50","$2,656.25","$2,656.25","$2,844.99","$3,125.00","$2,947.65"
"UNC Hospital","HC RELOCATION POCKET PACEMAKER","33222","$2,942.00","$1,028.23","$2,942.00","$2,942.00","$1,626.89","$1,594.99","$1,849.05","$1,594.99","$1,028.23","$1,436.87","$1,765.20","$2,917.00","$2,942.00","$1,285.65","$1,315.07","$2,265.34","$2,206.50","$1,626.89","$2,794.90","$2,500.70","$2,353.60","$2,353.60","$0.00","$1,824.04","$1,594.99","$1,674.74","$1,674.74","$0.00","$2,106.47","$1,979.97","$2,353.60","$0.00","$2,353.60","$2,647.80","$2,500.70","$2,500.70","$1,547.14","$2,942.00","$1,602.97"
"UNC Hospital","HC RELOCATE POCKET FOR DEFIB","33223","$2,549.00","$890.88","$2,549.00","$2,549.00","$1,626.89","$1,594.99","$1,602.05","$1,594.99","$890.88","$1,244.93","$1,529.40","$2,549.00","$2,549.00","$1,113.91","$1,139.40","$1,962.73","$1,911.75","$1,626.89","$2,421.55","$2,166.65","$2,039.20","$2,039.20","$0.00","$1,580.38","$1,594.99","$1,674.74","$1,674.74","$0.00","$1,825.08","$1,715.48","$2,039.20","$0.00","$2,039.20","$2,294.10","$2,166.65","$2,166.65","$1,547.14","$2,549.00","$1,602.97"
"UNC Hospital","HC ADD LV LEAD TO EXISTING DEVICE","33224","$11,419.00","$3,990.94","$11,419.00","$6,797.00","$10,278.16","$10,076.63","$7,176.84","$10,076.63","$3,990.94","$5,577.04","$6,851.40","$7,479.45","$11,419.00","$4,990.10","$5,104.29","$8,792.63","$8,564.25","$10,278.16","$10,848.05","$9,706.15","$9,135.20","$9,135.20","$0.00","$7,079.78","$10,076.63","$10,580.46","$10,580.46","$0.00","$8,176.00","$7,684.99","$9,135.20","$0.00","$9,135.20","$10,277.10","$9,706.15","$9,706.15","$9,774.33","$11,419.00","$10,127.01"
"UNC Hospital","HC LV LEAD INSERT NEW DEVICE OR UPGRADE","33225","$11,122.00","$3,887.14","$11,122.00","$8,533.00","$0.00","$0.00","$6,990.18","$0.00","$3,887.14","$5,431.98","$6,673.20","$7,284.91","$11,122.00","$4,860.31","$4,971.53","$8,563.94","$8,341.50","$0.00","$10,565.90","$9,453.70","$8,897.60","$8,897.60","$0.00","$6,895.64","$0.00","$0.00","$0.00","$0.00","$7,963.35","$7,485.11","$8,897.60","$0.00","$8,897.60","$10,009.80","$9,453.70","$9,453.70","$0.00","$11,122.00","$0.00"
"UNC Hospital","HC REPOSITION OF LV LEAD","33226","$8,302.00","$2,901.55","$8,302.00","$0.00","$0.00","$0.00","$5,217.81","$0.00","$2,901.55","$4,054.70","$4,981.20","$5,437.81","$8,302.00","$3,627.97","$3,710.99","$6,392.54","$6,226.50","$0.00","$7,886.90","$7,056.70","$6,641.60","$6,641.60","$0.00","$5,147.24","$0.00","$0.00","$0.00","$0.00","$5,944.23","$5,587.25","$6,641.60","$0.00","$6,641.60","$7,471.80","$7,056.70","$7,056.70","$0.00","$0.00","$0.00"
"UNC Hospital","HC REMOVE W/REPLACE PM SNGL SYSTM","33227","$21,435.00","$6,797.00","$21,435.00","$6,797.00","$7,661.40","$7,511.17","$13,471.90","$7,511.17","$7,491.53","$10,468.85","$12,861.00","$14,039.93","$21,435.00","$9,367.10","$9,581.45","$16,504.95","$16,076.25","$7,661.40","$20,363.25","$18,219.75","$17,148.00","$17,148.00","$0.00","$13,289.70","$7,511.17","$7,886.73","$7,886.73","$0.00","$15,347.46","$14,425.76","$17,148.00","$0.00","$17,148.00","$19,291.50","$18,219.75","$18,219.75","$7,285.84","$21,435.00","$7,548.73"
"UNC Hospital","HC REMOVE W/REPLACE PM DUAL SYSTM","33228","$25,269.00","$6,797.00","$25,269.00","$6,797.00","$10,278.16","$10,076.63","$15,881.57","$10,076.63","$8,831.52","$12,341.38","$15,161.40","$16,551.20","$25,269.00","$11,042.55","$11,295.24","$19,457.13","$18,951.75","$10,278.16","$24,005.55","$21,478.65","$20,215.20","$20,215.20","$0.00","$15,666.78","$10,076.63","$10,580.46","$10,580.46","$0.00","$18,092.60","$17,006.04","$20,215.20","$0.00","$20,215.20","$22,742.10","$21,478.65","$21,478.65","$9,774.33","$21,831.00","$10,127.01"
"UNC Hospital","HC REMOVE W/REPLACE PM BIV SYSTM","33229","$25,269.00","$6,797.00","$25,269.00","$6,797.00","$18,360.07","$18,000.06","$15,881.57","$18,000.06","$8,831.52","$12,341.38","$15,161.40","$16,551.20","$25,269.00","$11,042.55","$11,295.24","$19,457.13","$18,951.75","$18,360.07","$24,005.55","$21,478.65","$20,215.20","$20,215.20","$0.00","$15,666.78","$18,000.06","$18,900.07","$18,900.07","$0.00","$18,092.60","$17,006.04","$20,215.20","$0.00","$20,215.20","$22,742.10","$21,478.65","$21,478.65","$17,460.06","$21,831.00","$18,090.06"
"UNC Hospital","HC REMOVE OLD PACEMKR GENERATOR","33233","$4,445.00","$1,553.53","$7,886.73","$4,445.00","$7,661.40","$7,511.17","$2,793.68","$7,511.17","$1,553.53","$2,170.94","$2,667.00","$2,917.00","$4,445.00","$1,942.47","$1,986.92","$3,422.65","$3,333.75","$7,661.40","$4,222.75","$3,778.25","$3,556.00","$3,556.00","$0.00","$2,755.90","$7,511.17","$4,445.00","$7,886.73","$0.00","$3,182.62","$2,991.49","$3,556.00","$0.00","$3,556.00","$4,000.50","$3,778.25","$3,778.25","$4,445.00","$4,445.00","$4,445.00"
"UNC Hospital","HC REMOVE PMKR LEAD(S) SNGL CHMBR","33234","$4,242.00","$1,482.58","$4,242.00","$0.00","$0.00","$0.00","$2,666.10","$0.00","$1,482.58","$2,071.79","$2,545.20","$2,778.51","$4,242.00","$1,853.75","$1,896.17","$3,266.34","$3,181.50","$0.00","$4,029.90","$3,605.70","$3,393.60","$3,393.60","$0.00","$2,630.04","$0.00","$0.00","$0.00","$0.00","$3,037.27","$2,854.87","$3,393.60","$0.00","$3,393.60","$3,817.80","$3,605.70","$3,605.70","$0.00","$0.00","$0.00"
"UNC Hospital","HC REMOVE PMKR LEAD(S) DUAL CHMBR","33235","$4,516.00","$1,578.34","$4,516.00","$4,516.00","$2,991.64","$2,932.98","$2,838.31","$2,932.98","$1,578.34","$2,205.61","$2,709.60","$2,957.98","$4,516.00","$1,973.49","$2,018.65","$3,477.32","$3,387.00","$2,991.64","$4,290.20","$3,838.60","$3,612.80","$3,612.80","$0.00","$2,799.92","$2,932.98","$3,079.63","$3,079.63","$0.00","$3,233.46","$3,039.27","$3,612.80","$0.00","$3,612.80","$4,064.40","$3,838.60","$3,838.60","$2,844.99","$4,516.00","$2,947.65"
"UNC Hospital","HC INSERT ICD GENERATOR W EXIST SINGLE LEAD","33240","$4,445.00","$1,553.53","$23,440.72","$4,445.00","$22,770.99","$22,324.50","$2,793.68","$22,324.50","$1,553.53","$2,170.94","$2,667.00","$2,911.48","$4,445.00","$1,942.47","$1,986.92","$3,422.65","$3,333.75","$22,770.99","$4,222.75","$3,778.25","$3,556.00","$3,556.00","$0.00","$2,755.90","$22,324.50","$4,445.00","$23,440.72","$0.00","$3,182.62","$2,991.49","$3,556.00","$0.00","$3,556.00","$4,000.50","$3,778.25","$3,778.25","$4,445.00","$4,445.00","$4,445.00"
"UNC Hospital","HC REMOVE OLD ICD GENERATOR ONLY","33241","$4,445.00","$1,553.53","$4,445.00","$4,445.00","$2,991.64","$2,932.98","$2,793.68","$2,932.98","$1,553.53","$2,170.94","$2,667.00","$2,911.48","$4,445.00","$1,942.47","$1,986.92","$3,422.65","$3,333.75","$2,991.64","$4,222.75","$3,778.25","$3,556.00","$3,556.00","$0.00","$2,755.90","$2,932.98","$3,079.63","$3,079.63","$0.00","$3,182.62","$2,991.49","$3,556.00","$0.00","$3,556.00","$4,000.50","$3,778.25","$3,778.25","$2,844.99","$4,445.00","$2,947.65"
"UNC Hospital","HC REMOVE LEADS DUAL CHAMBER ICD","33244","$4,257.00","$1,487.82","$4,257.00","$4,257.00","$2,991.64","$2,932.98","$2,675.52","$2,932.98","$1,487.82","$2,079.12","$2,554.20","$2,788.34","$4,257.00","$1,860.31","$1,902.88","$3,277.89","$3,192.75","$2,991.64","$4,044.15","$3,618.45","$3,405.60","$3,405.60","$0.00","$2,639.34","$2,932.98","$3,079.63","$3,079.63","$0.00","$3,048.01","$2,864.96","$3,405.60","$0.00","$3,405.60","$3,831.30","$3,618.45","$3,618.45","$2,844.99","$4,257.00","$2,947.65"
"UNC Hospital","HC INSERT OR REPLACE ICD SYSTEM","33249","$45,925.00","$12,354.00","$45,925.00","$12,354.00","$32,365.22","$31,730.61","$28,863.86","$31,730.61","$16,050.79","$22,429.77","$27,555.00","$30,080.88","$45,925.00","$20,069.23","$20,528.48","$35,362.25","$34,443.75","$32,365.22","$43,628.75","$39,036.25","$36,740.00","$36,740.00","$0.00","$28,473.50","$31,730.61","$33,317.14","$33,317.14","$0.00","$32,882.30","$30,907.53","$36,740.00","$0.00","$36,740.00","$41,332.50","$39,036.25","$39,036.25","$30,778.69","$30,337.00","$31,889.26"
"UNC Hospital","HC EXTERNAL MAZE PROCEDURE","33266","$2,732.00","$954.83","$2,732.00","$0.00","$0.00","$0.00","$1,717.06","$0.00","$954.83","$1,334.31","$1,639.20","$1,789.46","$2,732.00","$1,193.88","$1,221.20","$2,103.64","$2,049.00","$0.00","$2,595.40","$2,322.20","$2,185.60","$2,185.60","$0.00","$1,693.84","$0.00","$0.00","$0.00","$0.00","$1,956.11","$1,838.64","$2,185.60","$0.00","$2,185.60","$2,458.80","$2,322.20","$2,322.20","$0.00","$0.00","$0.00"
"UNC Hospital","HC INSERT LOOP RECORDER","33285","$8,527.00","$2,938.40","$8,527.00","$5,883.63","$7,661.40","$7,511.17","$5,284.18","$7,511.17","$2,938.40","$4,106.60","$5,116.20","$5,585.19","$8,527.00","$3,726.30","$3,811.57","$6,565.79","$6,395.25","$7,661.40","$8,100.65","$7,247.95","$6,821.60","$6,821.60","$0.00","$5,286.74","$7,511.17","$7,886.73","$7,886.73","$0.00","$6,105.33","$5,738.67","$6,821.60","$0.00","$6,821.60","$7,674.30","$7,247.95","$7,247.95","$7,285.84","$5,730.14","$7,548.73"
"UNC Hospital","HC REMOVE LOOP RECORDER","33286","$1,827.00","$581.59","$1,827.00","$1,827.00","$611.57","$599.58","$1,148.27","$599.58","$638.54","$892.31","$1,096.20","$1,196.69","$1,827.00","$798.40","$816.67","$1,406.79","$1,370.25","$611.57","$1,735.65","$1,552.95","$1,461.60","$1,461.60","$0.00","$1,132.74","$599.58","$629.56","$629.56","$0.00","$1,308.13","$1,229.57","$1,461.60","$0.00","$1,461.60","$1,644.30","$1,552.95","$1,552.95","$581.59","$1,827.00","$602.58"
"UNC Hospital","HC TIGHTEN LEAD SCREWS ONLY","33999","$4,337.00","$1,515.78","$4,337.00","$0.00","$0.00","$0.00","$2,725.80","$0.00","$1,515.78","$2,118.19","$2,602.20","$2,840.74","$4,337.00","$1,895.27","$1,938.64","$3,339.49","$3,252.75","$0.00","$4,120.15","$3,686.45","$3,469.60","$3,469.60","$0.00","$2,688.94","$0.00","$0.00","$0.00","$0.00","$3,105.29","$2,918.80","$3,469.60","$0.00","$3,469.60","$3,903.30","$3,686.45","$3,686.45","$0.00","$0.00","$0.00"
"UNC Hospital","HC BUNDLE OF HIS RECORDING","93600","$1,999.00","$715.24","$6,074.32","$1,379.31","$5,900.77","$5,785.06","$1,286.16","$5,785.06","$715.24","$999.50","$1,199.40","$1,309.35","$1,999.00","$873.56","$893.55","$1,539.23","$1,499.25","$5,900.77","$1,899.05","$1,699.15","$1,599.20","$1,599.20","$0.00","$1,239.38","$5,785.06","$1,999.00","$6,074.32","$0.00","$1,431.28","$1,345.33","$1,599.20","$0.00","$1,599.20","$1,799.10","$1,699.15","$1,699.15","$1,999.00","$1,153.00","$1,999.00"
"UNC Hospital","HC INTRA ATRIAL RECORDING","93602","$1,999.00","$715.24","$6,074.32","$1,379.31","$5,900.77","$5,785.06","$1,286.16","$5,785.06","$715.24","$999.50","$1,199.40","$1,309.35","$1,999.00","$873.56","$893.55","$1,539.23","$1,499.25","$5,900.77","$1,899.05","$1,699.15","$1,599.20","$1,599.20","$0.00","$1,239.38","$5,785.06","$1,999.00","$6,074.32","$0.00","$1,431.28","$1,345.33","$1,599.20","$0.00","$1,599.20","$1,799.10","$1,699.15","$1,699.15","$1,999.00","$1,153.00","$1,999.00"
"UNC Hospital","HC RIGHT VENTRICULAR RECORDING","93603","$1,999.00","$715.24","$1,999.00","$1,379.31","$990.09","$970.67","$1,286.16","$970.67","$715.24","$999.50","$1,199.40","$1,309.35","$1,999.00","$873.56","$893.55","$1,539.23","$1,499.25","$990.09","$1,899.05","$1,699.15","$1,599.20","$1,599.20","$0.00","$1,239.38","$970.67","$1,019.21","$1,019.21","$0.00","$1,431.28","$1,345.33","$1,599.20","$0.00","$1,599.20","$1,799.10","$1,699.15","$1,699.15","$941.55","$1,153.00","$975.53"
"UNC Hospital","HC INTRA VENT/INTRA ATRIAL MAPPING","93609","$5,689.00","$1,153.00","$5,689.00","$3,925.41","$0.00","$0.00","$3,660.30","$0.00","$2,035.52","$2,844.50","$3,413.40","$3,726.30","$5,689.00","$2,486.09","$2,542.98","$4,380.53","$4,266.75","$0.00","$5,404.55","$4,835.65","$4,551.20","$4,551.20","$0.00","$3,527.18","$0.00","$0.00","$0.00","$0.00","$4,073.32","$3,828.70","$4,551.20","$0.00","$4,551.20","$5,120.10","$4,835.65","$4,835.65","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC INTRA ATRIAL PACING","93610","$3,768.00","$1,153.00","$6,074.32","$2,599.92","$5,900.77","$5,785.06","$2,424.33","$5,785.06","$1,348.19","$1,884.00","$2,260.80","$2,468.04","$3,768.00","$1,646.62","$1,684.30","$2,901.36","$2,826.00","$5,900.77","$3,579.60","$3,202.80","$3,014.40","$3,014.40","$0.00","$2,336.16","$5,785.06","$3,768.00","$6,074.32","$0.00","$2,697.89","$2,535.86","$3,014.40","$0.00","$3,014.40","$3,391.20","$3,202.80","$3,202.80","$3,768.00","$1,153.00","$3,768.00"
"UNC Hospital","HC INTRAVENTRICULAR PACING","93612","$3,768.00","$1,153.00","$6,074.32","$2,599.92","$5,900.77","$5,785.06","$2,424.33","$5,785.06","$1,348.19","$1,884.00","$2,260.80","$2,468.04","$3,768.00","$1,646.62","$1,684.30","$2,901.36","$2,826.00","$5,900.77","$3,579.60","$3,202.80","$3,014.40","$3,014.40","$0.00","$2,336.16","$5,785.06","$3,768.00","$6,074.32","$0.00","$2,697.89","$2,535.86","$3,014.40","$0.00","$3,014.40","$3,391.20","$3,202.80","$3,202.80","$3,768.00","$1,153.00","$3,768.00"
"UNC Hospital","HC MAPPING 3D INTRACARDIAC","93613","$10,604.00","$1,153.00","$10,604.00","$7,316.76","$0.00","$0.00","$6,822.61","$0.00","$3,794.11","$5,302.00","$6,362.40","$6,945.62","$10,604.00","$4,633.95","$4,739.99","$8,165.08","$7,953.00","$0.00","$10,073.80","$9,013.40","$8,483.20","$8,483.20","$0.00","$6,574.48","$0.00","$0.00","$0.00","$0.00","$7,592.46","$7,136.49","$8,483.20","$0.00","$8,483.20","$9,543.60","$9,013.40","$9,013.40","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC INDUCE ARRHYTHMIA ELECT PACING","93618","$2,959.00","$941.55","$2,959.00","$2,041.71","$990.09","$970.67","$1,903.82","$970.67","$1,058.73","$1,479.50","$1,775.40","$1,938.15","$2,959.00","$1,293.08","$1,322.67","$2,278.43","$2,219.25","$990.09","$2,811.05","$2,515.15","$2,367.20","$2,367.20","$0.00","$1,834.58","$970.67","$1,019.21","$1,019.21","$0.00","$2,118.64","$1,991.41","$2,367.20","$0.00","$2,367.20","$2,663.10","$2,515.15","$2,515.15","$941.55","$1,153.00","$975.53"
"UNC Hospital","HC COMPREHENSIVE EP STUDY W/O IND ARR","93619","$13,278.00","$1,153.00","$13,278.00","$9,161.82","$5,900.77","$5,785.06","$8,543.07","$5,785.06","$4,750.87","$6,639.00","$7,966.80","$8,697.09","$13,278.00","$5,802.49","$5,935.27","$10,224.06","$9,958.50","$5,900.77","$12,614.10","$11,286.30","$10,622.40","$10,622.40","$0.00","$8,232.36","$5,785.06","$6,074.32","$6,074.32","$0.00","$9,507.05","$8,936.09","$10,622.40","$0.00","$10,622.40","$11,950.20","$11,286.30","$11,286.30","$5,611.51","$1,153.00","$5,813.99"
"UNC Hospital","HC COMP EP EVAL ADD ON L ATRIALCS","93621","$15,616.00","$1,153.00","$15,616.00","$10,775.04","$0.00","$0.00","$10,047.33","$0.00","$5,587.40","$7,808.00","$9,369.60","$10,228.48","$15,616.00","$6,824.19","$6,980.35","$12,024.32","$11,712.00","$0.00","$14,835.20","$13,273.60","$12,492.80","$12,492.80","$0.00","$9,681.92","$0.00","$0.00","$0.00","$0.00","$11,181.06","$10,509.57","$12,492.80","$0.00","$12,492.80","$14,054.40","$13,273.60","$13,273.60","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC COMP EP EVAL ADD ON L VENT","93622","$15,561.00","$1,153.00","$15,561.00","$10,737.09","$0.00","$0.00","$10,011.95","$0.00","$5,567.73","$7,780.50","$9,336.60","$10,192.46","$15,561.00","$6,800.16","$6,955.77","$11,981.97","$11,670.75","$0.00","$14,782.95","$13,226.85","$12,448.80","$12,448.80","$0.00","$9,647.82","$0.00","$0.00","$0.00","$0.00","$11,141.68","$10,472.55","$12,448.80","$0.00","$12,448.80","$14,004.90","$13,226.85","$13,226.85","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC STIM & PACING AFTER IV DRUGS","93623","$4,059.00","$1,153.00","$4,059.00","$2,800.71","$0.00","$0.00","$2,611.56","$0.00","$1,452.31","$2,029.50","$2,435.40","$2,658.65","$4,059.00","$1,773.78","$1,814.37","$3,125.43","$3,044.25","$0.00","$3,856.05","$3,450.15","$3,247.20","$3,247.20","$0.00","$2,516.58","$0.00","$0.00","$0.00","$0.00","$2,906.24","$2,731.71","$3,247.20","$0.00","$3,247.20","$3,653.10","$3,450.15","$3,450.15","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC EP FOLLOW UP STUDY","93624","$7,077.00","$1,153.00","$7,077.00","$4,883.13","$0.00","$0.00","$4,553.34","$0.00","$2,532.15","$3,538.50","$4,246.20","$4,635.44","$7,077.00","$3,092.65","$3,163.42","$5,449.29","$5,307.75","$0.00","$6,723.15","$6,015.45","$5,661.60","$5,661.60","$0.00","$4,387.74","$0.00","$0.00","$0.00","$0.00","$5,067.13","$4,762.82","$5,661.60","$0.00","$5,661.60","$6,369.30","$6,015.45","$6,015.45","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC EPICARDIAL INTERROGATION","93631","$1,761.00","$630.09","$1,761.00","$1,215.09","$0.00","$0.00","$1,133.03","$0.00","$630.09","$880.50","$1,056.60","$1,153.46","$1,761.00","$769.56","$787.17","$1,355.97","$1,320.75","$0.00","$1,672.95","$1,496.85","$1,408.80","$1,408.80","$0.00","$1,091.82","$0.00","$0.00","$0.00","$0.00","$1,260.88","$1,185.15","$1,408.80","$0.00","$1,408.80","$1,584.90","$1,496.85","$1,496.85","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC EP EVAL ICD POSTOP FOLLWUP DFT","93642","$2,982.00","$941.55","$2,982.00","$2,057.58","$990.09","$970.67","$1,918.62","$970.67","$1,066.96","$1,491.00","$1,789.20","$1,953.21","$2,982.00","$1,303.13","$1,332.95","$2,296.14","$2,236.50","$990.09","$2,832.90","$2,534.70","$2,385.60","$2,385.60","$0.00","$1,848.84","$970.67","$1,019.21","$1,019.21","$0.00","$2,135.11","$2,006.89","$2,385.60","$0.00","$2,385.60","$2,683.80","$2,534.70","$2,534.70","$941.55","$1,153.00","$975.53"
"UNC Hospital","HC ABLATION OF AV NODE","93650","$16,440.00","$1,153.00","$16,440.00","$11,343.60","$5,900.77","$5,785.06","$10,577.50","$5,785.06","$5,882.23","$8,220.00","$9,864.00","$10,768.20","$16,440.00","$7,184.28","$7,348.68","$12,658.80","$12,330.00","$5,900.77","$15,618.00","$13,974.00","$13,152.00","$13,152.00","$0.00","$10,192.80","$5,785.06","$6,074.32","$6,074.32","$0.00","$11,771.04","$11,064.12","$13,152.00","$0.00","$13,152.00","$14,796.00","$13,974.00","$13,974.00","$5,611.51","$1,153.00","$5,813.99"
"UNC Hospital","HC ABLATION VT W/COMP EP STUDY","93654","$51,142.00","$1,153.00","$51,142.00","$35,287.98","$20,487.54","$20,085.83","$32,904.76","$20,085.83","$18,298.61","$25,571.00","$30,685.20","$33,498.01","$51,142.00","$22,349.05","$22,860.47","$39,379.34","$38,356.50","$20,487.54","$48,584.90","$43,470.70","$40,913.60","$40,913.60","$0.00","$31,708.04","$20,085.83","$21,090.12","$21,090.12","$0.00","$36,617.67","$34,418.57","$40,913.60","$0.00","$40,913.60","$46,027.80","$43,470.70","$43,470.70","$19,483.25","$1,153.00","$20,186.26"
"UNC Hospital","HC ABLAT D&S MECH OF ARRHYTHMIA","93655","$18,514.00","$1,153.00","$18,514.00","$12,774.66","$0.00","$0.00","$11,911.91","$0.00","$6,624.31","$9,257.00","$11,108.40","$12,126.67","$18,514.00","$8,090.62","$8,275.76","$14,255.78","$13,885.50","$0.00","$17,588.30","$15,736.90","$14,811.20","$14,811.20","$0.00","$11,478.68","$0.00","$0.00","$0.00","$0.00","$13,256.02","$12,459.92","$14,811.20","$0.00","$14,811.20","$16,662.60","$15,736.90","$15,736.90","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC AFIB ABL BY PULM VEIN ISOLATION","93656","$23,901.00","$1,153.00","$23,901.00","$16,491.69","$20,487.54","$20,085.83","$15,377.90","$20,085.83","$8,551.78","$11,950.50","$14,340.60","$15,655.16","$23,901.00","$10,444.74","$10,683.75","$18,403.77","$17,925.75","$20,487.54","$22,705.95","$20,315.85","$19,120.80","$19,120.80","$0.00","$14,818.62","$20,085.83","$21,090.12","$21,090.12","$0.00","$17,113.12","$16,085.37","$19,120.80","$0.00","$19,120.80","$21,510.90","$20,315.85","$20,315.85","$19,483.25","$1,153.00","$20,186.26"
"UNC Hospital","HC ADD'L LINEAR OR FOCAL ABL LT/RT ATRIUM FLW PVI","93657","$18,514.00","$1,153.00","$18,514.00","$12,774.66","$0.00","$0.00","$11,911.91","$0.00","$6,624.31","$9,257.00","$11,108.40","$12,126.67","$18,514.00","$8,090.62","$8,275.76","$14,255.78","$13,885.50","$0.00","$17,588.30","$15,736.90","$14,811.20","$14,811.20","$0.00","$11,478.68","$0.00","$0.00","$0.00","$0.00","$13,256.02","$12,459.92","$14,811.20","$0.00","$14,811.20","$16,662.60","$15,736.90","$15,736.90","$0.00","$1,153.00","$0.00"
"UNC Hospital","HC TILT TABLE EVALUATION","93660","$840.00","$300.55","$840.00","$579.60","$486.85","$477.31","$540.46","$477.31","$300.55","$420.00","$504.00","$550.20","$840.00","$367.08","$375.48","$646.80","$630.00","$486.85","$798.00","$714.00","$672.00","$672.00","$0.00","$520.80","$477.31","$501.17","$501.17","$0.00","$601.44","$565.32","$672.00","$0.00","$672.00","$756.00","$714.00","$714.00","$462.99","$840.00","$479.69"
"UNC Hospital","HC ATHER VISCERAL W S&I","0235T","$20,849.00","$6,865.58","$20,849.00","$13,528.00","$0.00","$0.00","$12,342.61","$0.00","$6,865.58","$9,590.54","$12,509.40","$7,954.00","$20,849.00","$9,111.01","$9,319.50","$16,053.73","$15,636.75","$0.00","$19,806.55","$17,721.65","$16,679.20","$16,679.20","$0.00","$12,926.38","$0.00","$0.00","$0.00","$0.00","$14,927.88","$14,031.38","$16,679.20","$0.00","$16,679.20","$18,764.10","$17,721.65","$17,721.65","$0.00","$0.00","$0.00"
