Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Wayne Alliance,First Health,Humana Medciare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Wayne Memorial Hospital","HC COMPLEMENT, TOTAL","86162","$222.00","$19.51","$207.66","$204.91","$20.32","$177.60","$207.66","$133.20","$187.15","$0.00","$195.36","$20.32","$0.00","$184.26","$19.51","$169.61","$20.32","$20.73"
"Wayne Memorial Hospital","HC CCP ANTIBODY","86200","$157.00","$12.43","$146.86","$144.91","$12.95","$125.60","$146.86","$94.20","$132.35","$0.00","$138.16","$12.95","$0.00","$130.31","$12.43","$119.95","$12.95","$13.21"
"Wayne Memorial Hospital","HC DNASE-B AB","86215","$24.00","$12.72","$22.45","$22.15","$13.25","$19.20","$22.45","$14.40","$20.23","$0.00","$21.12","$13.25","$0.00","$19.92","$12.72","$18.34","$13.25","$13.52"
"Wayne Memorial Hospital","HC ANTI DNA","86225","$161.00","$13.19","$150.60","$148.60","$13.74","$128.80","$150.60","$96.60","$135.72","$0.00","$141.68","$13.74","$0.00","$133.63","$13.19","$123.00","$13.74","$14.01"
"Wayne Memorial Hospital","HC ANTI DS DNA ANTIBODY","86225","$173.00","$13.19","$161.82","$159.68","$13.74","$138.40","$161.82","$103.80","$145.84","$0.00","$152.24","$13.74","$0.00","$143.59","$13.19","$132.17","$13.74","$14.01"
"Wayne Memorial Hospital","HC SSA/SSB AB (SJOGREN)","86235","$194.00","$17.21","$181.47","$179.06","$17.93","$155.20","$181.47","$116.40","$163.54","$0.00","$170.72","$17.93","$0.00","$161.02","$17.21","$148.22","$17.93","$18.29"
"Wayne Memorial Hospital","HC MYOSITIS JO 1 AB","86235","$194.00","$17.21","$181.47","$179.06","$17.93","$155.20","$181.47","$116.40","$163.54","$0.00","$170.72","$17.93","$0.00","$161.02","$17.21","$148.22","$17.93","$18.29"
"Wayne Memorial Hospital","HC ENA SCREEN","86235","$194.00","$17.21","$181.47","$179.06","$17.93","$155.20","$181.47","$116.40","$163.54","$0.00","$170.72","$17.93","$0.00","$161.02","$17.21","$148.22","$17.93","$18.29"
"Wayne Memorial Hospital","HC ENA ANTIBODY","86235","$194.00","$17.21","$181.47","$179.06","$17.93","$155.20","$181.47","$116.40","$163.54","$0.00","$170.72","$17.93","$0.00","$161.02","$17.21","$148.22","$17.93","$18.29"
"Wayne Memorial Hospital","HC FLOURESCENT NONINFECTIOUS AGEN","86255","$348.00","$11.57","$325.52","$321.20","$12.05","$278.40","$325.52","$208.80","$293.36","$0.00","$306.24","$12.05","$0.00","$288.84","$11.57","$265.87","$12.05","$12.29"
"Wayne Memorial Hospital","HC RETICULIN AB","86255","$348.00","$11.57","$325.52","$321.20","$12.05","$278.40","$325.52","$208.80","$293.36","$0.00","$306.24","$12.05","$0.00","$288.84","$11.57","$265.87","$12.05","$12.29"
"Wayne Memorial Hospital","HC TITER, EACH ANTIBODY","86256","$40.00","$11.57","$37.42","$36.92","$12.05","$32.00","$37.42","$24.00","$33.72","$0.00","$35.20","$12.05","$12.65","$33.20","$11.57","$30.56","$12.05","$12.29"
"Wayne Memorial Hospital","HC ANCA X3","86256","$40.00","$11.57","$37.42","$36.92","$12.05","$32.00","$37.42","$24.00","$33.72","$0.00","$35.20","$12.05","$12.65","$33.20","$11.57","$30.56","$12.05","$12.29"
"Wayne Memorial Hospital","HC ADNA (ANTI-DNA) TITER","86256","$40.00","$11.57","$37.42","$36.92","$12.05","$32.00","$37.42","$24.00","$33.72","$0.00","$35.20","$12.05","$12.65","$33.20","$11.57","$30.56","$12.05","$12.29"
"Wayne Memorial Hospital","HC DS DNA AB TITER","86256","$61.00","$11.57","$57.06","$56.30","$12.05","$48.80","$57.06","$36.60","$51.42","$0.00","$53.68","$12.05","$12.65","$50.63","$11.57","$46.60","$12.05","$12.29"
"Wayne Memorial Hospital","HC ENDOMYSIAL AB","86255","$348.00","$11.57","$325.52","$321.20","$12.05","$278.40","$325.52","$208.80","$293.36","$0.00","$306.24","$12.05","$0.00","$288.84","$11.57","$265.87","$12.05","$12.29"
"Wayne Memorial Hospital","HC CA 15-3 TUMOR MARKER","86300","$39.00","$19.98","$36.48","$36.00","$20.81","$31.20","$36.48","$23.40","$32.88","$0.00","$34.32","$20.81","$21.85","$32.37","$19.98","$29.80","$20.81","$21.23"
"Wayne Memorial Hospital","HC CA 19-9","86301","$107.00","$19.98","$100.09","$98.76","$20.81","$85.60","$100.09","$64.20","$90.20","$0.00","$94.16","$20.81","$0.00","$88.81","$19.98","$81.75","$20.81","$21.23"
"Wayne Memorial Hospital","HC CA 125","86304","$105.00","$19.98","$98.22","$96.92","$20.81","$84.00","$98.22","$63.00","$88.52","$0.00","$92.40","$20.81","$0.00","$87.15","$19.98","$80.22","$20.81","$21.23"
"Wayne Memorial Hospital","HC HE4","86305","$75.00","$19.98","$70.16","$69.23","$20.81","$60.00","$70.16","$45.00","$63.23","$0.00","$66.00","$20.81","$21.85","$62.25","$19.98","$57.30","$20.81","$21.23"
"Wayne Memorial Hospital","HC MONONUCLEOSIS SCREEN","86308","$164.00","$4.97","$153.41","$151.37","$5.18","$131.20","$153.41","$98.40","$138.25","$0.00","$144.32","$5.18","$0.00","$136.12","$4.97","$125.30","$5.18","$5.28"
"Wayne Memorial Hospital","HC CHROMOGRANIN A","86316","$39.00","$19.98","$36.48","$36.00","$20.81","$31.20","$36.48","$23.40","$32.88","$0.00","$34.32","$20.81","$21.85","$32.37","$19.98","$29.80","$20.81","$21.23"
"Wayne Memorial Hospital","HC PNEUM ANTIBODY","86317","$84.00","$14.39","$78.57","$77.53","$14.99","$67.20","$78.57","$50.40","$70.81","$0.00","$73.92","$14.99","$15.74","$69.72","$14.39","$64.18","$14.99","$15.29"
"Wayne Memorial Hospital","HC IMMUNOFIX ELECTRO, SERUM","86334","$248.00","$21.45","$231.98","$228.90","$22.34","$198.40","$231.98","$148.80","$209.06","$0.00","$218.24","$22.34","$0.00","$205.84","$21.45","$189.47","$22.34","$22.79"
"Wayne Memorial Hospital","HC IMMUNOFIXATION ELECTROPH SERUM","86334","$248.00","$21.45","$231.98","$228.90","$22.34","$198.40","$231.98","$148.80","$209.06","$0.00","$218.24","$22.34","$0.00","$205.84","$21.45","$189.47","$22.34","$22.79"
"Wayne Memorial Hospital","HC IMMUNOFIX ELECTRO, URINE","86335","$289.00","$28.18","$270.33","$266.75","$29.35","$231.20","$270.33","$173.40","$243.63","$0.00","$254.32","$29.35","$30.82","$239.87","$28.18","$220.80","$29.35","$29.94"
"Wayne Memorial Hospital","HC IMMUNOFIX ELECTROPHOR FLUID","86335","$289.00","$28.18","$270.33","$266.75","$29.35","$231.20","$270.33","$173.40","$243.63","$0.00","$254.32","$29.35","$30.82","$239.87","$28.18","$220.80","$29.35","$29.94"
"Wayne Memorial Hospital","HC INSULIN ANTIBODIES","86337","$70.00","$20.55","$65.48","$64.61","$21.41","$56.00","$65.48","$42.00","$59.01","$0.00","$61.60","$21.41","$22.48","$58.10","$20.55","$53.48","$21.41","$21.84"
"Wayne Memorial Hospital","HC INTRINSIC FACTOR BLKING AB","86340","$145.00","$14.48","$135.63","$133.84","$15.08","$116.00","$135.63","$87.00","$122.24","$0.00","$127.60","$15.08","$15.83","$120.35","$14.48","$110.78","$15.08","$15.38"
"Wayne Memorial Hospital","HC ISLET CELL IA 2 ANTIBODY","86341","$94.00","$22.63","$87.93","$86.76","$23.57","$75.20","$87.93","$56.40","$79.24","$0.00","$82.72","$23.57","$24.75","$78.02","$22.63","$71.82","$23.57","$24.04"
"Wayne Memorial Hospital","HC IMMUNE CELL FUNCTION ASSAY","86352","$457.00","$130.43","$427.48","$421.81","$135.86","$365.60","$427.48","$274.20","$385.25","$0.00","$402.16","$135.86","$142.65","$379.31","$130.43","$349.15","$135.86","$138.58"
"Wayne Memorial Hospital","HC B CELLS TOTAL COUNT","86355","$156.00","$36.22","$145.92","$143.99","$37.73","$124.80","$145.92","$93.60","$131.51","$0.00","$137.28","$37.73","$39.62","$129.48","$36.22","$119.18","$37.73","$38.48"
"Wayne Memorial Hospital","HC UNLISTED FLOW ANTIGEN EACH","86356","$118.00","$25.71","$110.38","$108.91","$26.78","$94.40","$110.38","$70.80","$99.47","$0.00","$103.84","$26.78","$28.12","$97.94","$25.71","$90.15","$26.78","$27.32"
"Wayne Memorial Hospital","HC PNH FLAER","88184","$99.00","$74.25","$292.81","$91.38","$287.07","$79.20","$92.60","$59.40","$83.46","$0.00","$87.12","$287.07","$0.00","$82.17","$74.25","$75.64","$287.07","$292.81"
"Wayne Memorial Hospital","HC PNH-CD59","88185","$38.00","$29.03","$35.55","$35.07","$0.00","$30.40","$35.55","$22.80","$32.03","$0.00","$33.44","$0.00","$0.00","$31.54","$0.00","$29.03","$0.00","$0.00"
"Wayne Memorial Hospital","HC NATURAL KILLER CELLS TOTAL CNT","86357","$160.00","$36.22","$149.66","$147.68","$37.73","$128.00","$149.66","$96.00","$134.88","$0.00","$140.80","$37.73","$39.62","$132.80","$36.22","$122.24","$37.73","$38.48"
"Wayne Memorial Hospital","HC TOTAL T-CELL: CD3","86359","$251.00","$36.22","$234.79","$231.67","$37.73","$200.80","$234.79","$150.60","$211.59","$0.00","$220.88","$37.73","$0.00","$208.33","$36.22","$191.76","$37.73","$38.48"
"Wayne Memorial Hospital","HC CD4/CD8 W/RATIO","86360","$312.00","$45.10","$291.84","$287.98","$46.98","$249.60","$291.84","$187.20","$263.02","$0.00","$274.56","$46.98","$0.00","$258.96","$45.10","$238.37","$46.98","$47.92"
"Wayne Memorial Hospital","HC LKM ANTIBODY","86376","$153.00","$13.97","$143.12","$141.22","$14.55","$122.40","$143.12","$91.80","$128.98","$0.00","$134.64","$14.55","$0.00","$126.99","$13.97","$116.89","$14.55","$14.84"
"Wayne Memorial Hospital","HC THYROPEROXIDASE AB","86376","$153.00","$13.97","$143.12","$141.22","$14.55","$122.40","$143.12","$91.80","$128.98","$0.00","$134.64","$14.55","$0.00","$126.99","$13.97","$116.89","$14.55","$14.84"
"Wayne Memorial Hospital","HC CRYPTOCOCCAL ANTIGEN","86403","$202.00","$11.08","$188.95","$186.45","$11.54","$161.60","$188.95","$121.20","$170.29","$0.00","$177.76","$11.54","$0.00","$167.66","$11.08","$154.33","$11.54","$11.77"
"Wayne Memorial Hospital","HC CRYPTOCOCCAL ANTIGEN (CSF)","86403","$202.00","$11.08","$188.95","$186.45","$11.54","$161.60","$188.95","$121.20","$170.29","$0.00","$177.76","$11.54","$0.00","$167.66","$11.08","$154.33","$11.54","$11.77"
"Wayne Memorial Hospital","HC CRYPTO AG TITER","86406","$140.00","$10.21","$130.96","$129.22","$10.64","$112.00","$130.96","$84.00","$118.02","$0.00","$123.20","$10.64","$0.00","$116.20","$10.21","$106.96","$10.64","$10.85"
"Wayne Memorial Hospital","HC ISLET CELL ANTIBODY","86431","$140.00","$5.44","$130.96","$129.22","$5.67","$112.00","$130.96","$84.00","$118.02","$0.00","$123.20","$5.67","$0.00","$116.20","$5.44","$106.96","$5.67","$5.78"
"Wayne Memorial Hospital","HC RHEUMATOID FACTOR QUANTITATIVE","86431","$140.00","$5.44","$130.96","$129.22","$5.67","$112.00","$130.96","$84.00","$118.02","$0.00","$123.20","$5.67","$0.00","$116.20","$5.44","$106.96","$5.67","$5.78"
"Wayne Memorial Hospital","HC QUANTIFERON","86480","$228.00","$59.50","$213.27","$210.44","$61.98","$182.40","$213.27","$136.80","$192.20","$0.00","$200.64","$61.98","$0.00","$189.24","$59.50","$174.19","$61.98","$63.22"
"Wayne Memorial Hospital","HC RPR","86592","$109.00","$4.10","$101.96","$100.61","$4.27","$87.20","$101.96","$65.40","$91.89","$0.00","$95.92","$4.27","$0.00","$90.47","$4.10","$83.28","$4.27","$4.36"
"Wayne Memorial Hospital","HC MHA TP","86592","$109.00","$4.10","$101.96","$100.61","$4.27","$87.20","$101.96","$65.40","$91.89","$0.00","$95.92","$4.27","$0.00","$90.47","$4.10","$83.28","$4.27","$4.36"
"Wayne Memorial Hospital","HC RPR TITER","86593","$101.00","$4.22","$94.48","$93.22","$4.40","$80.80","$94.48","$60.60","$85.14","$0.00","$88.88","$4.40","$4.62","$83.83","$4.22","$77.16","$4.40","$4.49"
"Wayne Memorial Hospital","HC ASPERGILLUS AB","86606","$48.00","$14.45","$44.90","$44.30","$15.05","$38.40","$44.90","$28.80","$40.46","$0.00","$42.24","$15.05","$15.80","$39.84","$14.45","$36.67","$15.05","$15.35"
"Wayne Memorial Hospital","HC BARTONELLA ANTIBODIES","86611","$94.00","$9.77","$87.93","$86.76","$10.18","$75.20","$87.93","$56.40","$79.24","$0.00","$82.72","$10.18","$10.69","$78.02","$9.77","$71.82","$10.18","$10.38"
"Wayne Memorial Hospital","HC B HENSELAE IGG AB","86611","$94.00","$9.77","$87.93","$86.76","$10.18","$75.20","$87.93","$56.40","$79.24","$0.00","$82.72","$10.18","$10.69","$78.02","$9.77","$71.82","$10.18","$10.38"
"Wayne Memorial Hospital","HC BLASTOMYCES, ID","86612","$43.00","$12.38","$40.22","$39.69","$12.90","$34.40","$40.22","$25.80","$36.25","$0.00","$37.84","$12.90","$13.55","$35.69","$12.38","$32.85","$12.90","$13.16"
"Wayne Memorial Hospital","HC B PERTUSSIS PT IGG AB","86615","$61.00","$12.66","$57.06","$56.30","$13.19","$48.80","$57.06","$36.60","$51.42","$0.00","$53.68","$13.19","$13.85","$50.63","$12.66","$46.60","$13.19","$13.45"
"Wayne Memorial Hospital","HC BORRELIA BURGDORFERI CONFIRM","86617","$29.00","$14.87","$27.13","$26.77","$15.49","$23.20","$27.13","$17.40","$24.45","$0.00","$25.52","$15.49","$16.26","$24.07","$14.87","$22.16","$15.49","$15.80"
"Wayne Memorial Hospital","HC BORRELIA BURGDORFERI","86618","$240.00","$16.35","$224.50","$221.52","$17.03","$192.00","$224.50","$144.00","$202.32","$0.00","$211.20","$17.03","$0.00","$199.20","$16.35","$183.36","$17.03","$17.37"
"Wayne Memorial Hospital","HC LYME DISEASE ANTIBODIES","86618","$240.00","$16.35","$224.50","$221.52","$17.03","$192.00","$224.50","$144.00","$202.32","$0.00","$211.20","$17.03","$0.00","$199.20","$16.35","$183.36","$17.03","$17.37"
"Wayne Memorial Hospital","HC BRUCELLA AB","86622","$17.00","$8.57","$15.90","$15.69","$8.93","$13.60","$15.90","$10.20","$14.33","$0.00","$14.96","$8.93","$9.38","$14.11","$8.57","$12.99","$8.93","$9.11"
"Wayne Memorial Hospital","HC C. TRACHOMATIS IGG","86631","$101.00","$11.35","$94.48","$93.22","$11.82","$80.80","$94.48","$60.60","$85.14","$0.00","$88.88","$11.82","$12.41","$83.83","$11.35","$77.16","$11.82","$12.06"
"Wayne Memorial Hospital","HC C. PNEUMONIAE IGG","86631","$101.00","$11.35","$94.48","$93.22","$11.82","$80.80","$94.48","$60.60","$85.14","$0.00","$88.88","$11.82","$12.41","$83.83","$11.35","$77.16","$11.82","$12.06"
"Wayne Memorial Hospital","HC C. PSITTACI IGG","86631","$101.00","$11.35","$94.48","$93.22","$11.82","$80.80","$94.48","$60.60","$85.14","$0.00","$88.88","$11.82","$12.41","$83.83","$11.35","$77.16","$11.82","$12.06"
"Wayne Memorial Hospital","HC C. TRACHOMATIS IGM","86632","$46.00","$12.17","$43.03","$42.46","$12.68","$36.80","$43.03","$27.60","$38.78","$0.00","$40.48","$12.68","$13.31","$38.18","$12.17","$35.14","$12.68","$12.93"
"Wayne Memorial Hospital","HC C. PNEUMONIAE IGM","86632","$46.00","$12.17","$43.03","$42.46","$12.68","$36.80","$43.03","$27.60","$38.78","$0.00","$40.48","$12.68","$13.31","$38.18","$12.17","$35.14","$12.68","$12.93"
"Wayne Memorial Hospital","HC C. PSITTACI IGM","86632","$46.00","$12.17","$43.03","$42.46","$12.68","$36.80","$43.03","$27.60","$38.78","$0.00","$40.48","$12.68","$13.31","$38.18","$12.17","$35.14","$12.68","$12.93"
"Wayne Memorial Hospital","HC COCCIDIOIDES AB","86635","$37.00","$11.01","$34.61","$34.15","$11.47","$29.60","$34.61","$22.20","$31.19","$0.00","$32.56","$11.47","$12.04","$30.71","$11.01","$28.27","$11.47","$11.70"
"Wayne Memorial Hospital","HC COCCIDIOIDES ID-IGG","86635","$37.00","$11.01","$34.61","$34.15","$11.47","$29.60","$34.61","$22.20","$31.19","$0.00","$32.56","$11.47","$12.04","$30.71","$11.01","$28.27","$11.47","$11.70"
"Wayne Memorial Hospital","HC COCCIDIOIDES ID-IGM","86635","$37.00","$11.01","$34.61","$34.15","$11.47","$29.60","$34.61","$22.20","$31.19","$0.00","$32.56","$11.47","$12.04","$30.71","$11.01","$28.27","$11.47","$11.70"
"Wayne Memorial Hospital","HC AVIDITY CMV","86644","$186.00","$13.81","$173.98","$171.68","$14.39","$148.80","$173.98","$111.60","$156.80","$0.00","$163.68","$14.39","$15.11","$154.38","$13.81","$142.10","$14.39","$14.68"
"Wayne Memorial Hospital","HC CMV IGG SEROLOGY","86644","$186.00","$13.81","$173.98","$171.68","$14.39","$148.80","$173.98","$111.60","$156.80","$0.00","$163.68","$14.39","$15.11","$154.38","$13.81","$142.10","$14.39","$14.68"
"Wayne Memorial Hospital","HC CMV TOTAL ANTIBODY","86644","$186.00","$13.81","$173.98","$171.68","$14.39","$148.80","$173.98","$111.60","$156.80","$0.00","$163.68","$14.39","$15.11","$154.38","$13.81","$142.10","$14.39","$14.68"
"Wayne Memorial Hospital","HC CMV IGM","86645","$113.00","$16.18","$105.70","$104.30","$16.85","$90.40","$105.70","$67.80","$95.26","$0.00","$99.44","$16.85","$17.69","$93.79","$16.18","$86.33","$16.85","$17.19"
"Wayne Memorial Hospital","HC EASTERN EQUINE VIRUS-SEROLOGY","86652","$24.00","$12.66","$22.45","$22.15","$13.19","$19.20","$22.45","$14.40","$20.23","$0.00","$21.12","$13.19","$13.85","$19.92","$12.66","$18.34","$13.19","$13.45"
"Wayne Memorial Hospital","HC ST LOUIS VIRUS-SEROLOGY","86653","$24.00","$12.66","$22.45","$22.15","$13.19","$19.20","$22.45","$14.40","$20.23","$0.00","$21.12","$13.19","$13.85","$19.92","$12.66","$18.34","$13.19","$13.45"
"Wayne Memorial Hospital","HC COXSACKIE A, IGG/IGM","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE A7","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE A9","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE A10","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE A16","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE B1","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE B2","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE B3","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE B4","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE B5","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE B6","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE A2","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC COXSACKIE A4","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC ECHOVIRUS 4","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC ECHOVIRUS 7","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC ECHOVIRUS 9","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC ECHOVIRUS 11","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC ECHOVIRUS 30","86658","$54.00","$41.26","$50.51","$49.84","$0.00","$43.20","$50.51","$32.40","$45.52","$0.00","$47.52","$0.00","$0.00","$44.82","$0.00","$41.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC EBV NA IGG","86664","$141.00","$14.68","$131.89","$130.14","$15.29","$112.80","$131.89","$84.60","$118.86","$0.00","$124.08","$15.29","$0.00","$117.03","$14.68","$107.72","$15.29","$15.60"
"Wayne Memorial Hospital","HC EBV VCA IGG","86665","$168.00","$17.41","$157.15","$155.06","$18.14","$134.40","$157.15","$100.80","$141.62","$0.00","$147.84","$18.14","$0.00","$139.44","$17.41","$128.35","$18.14","$18.50"
"Wayne Memorial Hospital","HC EBV VCA IGM","86665","$168.00","$17.41","$157.15","$155.06","$18.14","$134.40","$157.15","$100.80","$141.62","$0.00","$147.84","$18.14","$0.00","$139.44","$17.41","$128.35","$18.14","$18.50"
"Wayne Memorial Hospital","HC EHRLICHIA ANTIBODIES","86666","$161.00","$9.77","$150.60","$148.60","$10.18","$128.80","$150.60","$96.60","$135.72","$0.00","$141.68","$10.18","$10.69","$133.63","$9.77","$123.00","$10.18","$10.38"
"Wayne Memorial Hospital","HC EHRLICHIA IGM","86666","$161.00","$9.77","$150.60","$148.60","$10.18","$128.80","$150.60","$96.60","$135.72","$0.00","$141.68","$10.18","$10.69","$133.63","$9.77","$123.00","$10.18","$10.38"
"Wayne Memorial Hospital","HC EHRLICHIA IGG TITER","86666","$161.00","$9.77","$150.60","$148.60","$10.18","$128.80","$150.60","$96.60","$135.72","$0.00","$141.68","$10.18","$10.69","$133.63","$9.77","$123.00","$10.18","$10.38"
"Wayne Memorial Hospital","HC FRANCISELLA ANTIBODY","86677","$193.00","$16.18","$180.53","$178.14","$16.85","$154.40","$180.53","$115.80","$162.70","$0.00","$169.84","$16.85","$0.00","$160.19","$16.18","$147.45","$16.85","$17.19"
"Wayne Memorial Hospital","HC H PYLORI IGA ANTIBODIES","86677","$193.00","$16.18","$180.53","$178.14","$16.85","$154.40","$180.53","$115.80","$162.70","$0.00","$169.84","$16.85","$0.00","$160.19","$16.18","$147.45","$16.85","$17.19"
"Wayne Memorial Hospital","HC H PYLORI IGM ANTIBODIES","86677","$193.00","$16.18","$180.53","$178.14","$16.85","$154.40","$180.53","$115.80","$162.70","$0.00","$169.84","$16.85","$0.00","$160.19","$16.18","$147.45","$16.85","$17.19"
"Wayne Memorial Hospital","HC GASTRIC UREASE","86677","$193.00","$16.18","$180.53","$178.14","$16.85","$154.40","$180.53","$115.80","$162.70","$0.00","$169.84","$16.85","$0.00","$160.19","$16.18","$147.45","$16.85","$17.19"
"Wayne Memorial Hospital","HC H. PYLORI, ANTIBODY SERUM","86677","$193.00","$16.18","$180.53","$178.14","$16.85","$154.40","$180.53","$115.80","$162.70","$0.00","$169.84","$16.85","$0.00","$160.19","$16.18","$147.45","$16.85","$17.19"
"Wayne Memorial Hospital","HC H PYLORI IGG ANTIBODIES","86677","$193.00","$16.18","$180.53","$178.14","$16.85","$154.40","$180.53","$115.80","$162.70","$0.00","$169.84","$16.85","$0.00","$160.19","$16.18","$147.45","$16.85","$17.19"
"Wayne Memorial Hospital","HC CYSTICERCOSIS AB","86682","$24.00","$12.49","$22.45","$22.15","$13.01","$19.20","$22.45","$14.40","$20.23","$0.00","$21.12","$13.01","$13.66","$19.92","$12.49","$18.34","$13.01","$13.27"
"Wayne Memorial Hospital","HC H INFLUENZA B AB","86684","$30.00","$15.21","$28.06","$27.69","$15.84","$24.00","$28.06","$18.00","$25.29","$0.00","$26.40","$15.84","$16.63","$24.90","$15.21","$22.92","$15.84","$16.16"
"Wayne Memorial Hospital","HC HTLV  AB CONFIRMATION","86689","$64.00","$18.58","$59.87","$59.07","$19.35","$51.20","$59.87","$38.40","$53.95","$0.00","$56.32","$19.35","$20.32","$53.12","$18.58","$48.90","$19.35","$19.74"
"Wayne Memorial Hospital","HC HIV WESTERN BLOT CONFIRMATORY","86689","$64.00","$18.58","$59.87","$59.07","$19.35","$51.20","$59.87","$38.40","$53.95","$0.00","$56.32","$19.35","$20.32","$53.12","$18.58","$48.90","$19.35","$19.74"
"Wayne Memorial Hospital","HC HEPATITIS DELTA AB","86692","$32.00","$16.47","$29.93","$29.54","$17.16","$25.60","$29.93","$19.20","$26.98","$0.00","$28.16","$17.16","$18.02","$26.56","$16.47","$24.45","$17.16","$17.50"
"Wayne Memorial Hospital","HC HSV, IGM 1/2 COMBINATION","86694","$92.00","$13.81","$86.06","$84.92","$14.39","$73.60","$86.06","$55.20","$77.56","$0.00","$80.96","$14.39","$15.11","$76.36","$13.81","$70.29","$14.39","$14.68"
"Wayne Memorial Hospital","HC HSV 1 IGG","86695","$165.00","$12.66","$154.34","$152.30","$13.19","$132.00","$154.34","$99.00","$139.10","$0.00","$145.20","$13.19","$0.00","$136.95","$12.66","$126.06","$13.19","$13.45"
"Wayne Memorial Hospital","HC HSV 2 IGG","86696","$304.00","$18.58","$284.36","$280.59","$19.35","$243.20","$284.36","$182.40","$256.27","$0.00","$267.52","$19.35","$0.00","$252.32","$18.58","$232.26","$19.35","$19.74"
