Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna NBD,BCBS,Cash Discount,Cigna,First Health,MedCost,TriCare,United,BCBS Note,TriCare Note
"Lenoir Memorial Hospital","SLEEVE 12MMX100MM TROCAR","","$235.00","$195.10","$235.00","$209.15","$218.55","$195.10","$141.00","$203.75","$209.15","$211.50","$235.00","$199.75","",""
"Lenoir Memorial Hospital","STAPLER 29MM CIRCULAR","","$651.00","$540.46","$651.00","$579.39","$605.43","$540.46","$390.60","$564.42","$579.39","$585.90","$651.00","$553.35","",""
"Lenoir Memorial Hospital","STAPLER 33MM CIRCULAR","","$1,061.00","$880.84","$1,061.00","$944.29","$986.73","$880.84","$636.60","$919.89","$944.29","$954.90","$1,061.00","$901.85","",""
"Lenoir Memorial Hospital","CLIP 5MM LIGAMAX 5","","$324.00","$268.98","$324.00","$288.36","$301.32","$268.98","$194.40","$280.91","$288.36","$291.60","$324.00","$275.40","",""
"Lenoir Memorial Hospital","CUTTER 60MMX340MM ECHELON ENDO","","$476.00","$395.18","$476.00","$423.64","$442.68","$395.18","$285.60","$412.69","$423.64","$428.40","$476.00","$404.60","",""
"Lenoir Memorial Hospital","RELOADS VASC THIN 6 ROW WHITE","","$420.00","$348.68","$420.00","$373.80","$390.60","$348.68","$252.00","$364.14","$373.80","$378.00","$420.00","$357.00","",""
"Lenoir Memorial Hospital","RELOADS REG 6 ROW BLUE","","$420.00","$348.68","$420.00","$373.80","$390.60","$348.68","$252.00","$364.14","$373.80","$378.00","$420.00","$357.00","",""
"Lenoir Memorial Hospital","RELOADS THICK TISS 6 ROW GREEN","","$420.00","$348.68","$420.00","$373.80","$390.60","$348.68","$252.00","$364.14","$373.80","$378.00","$420.00","$357.00","",""
"Lenoir Memorial Hospital","RELOADS COMPACT VERSION SC60","","$699.00","$580.31","$699.00","$622.11","$650.07","$580.31","$419.40","$606.03","$622.11","$629.10","$699.00","$594.15","",""
"Lenoir Memorial Hospital","STENT 7X80 NON-COR TEMP","C2617","$427.00","$354.50","$427.00","$380.03","$397.11","$354.50","$256.20","$370.21","$380.03","$384.30","$427.00","$362.95","",""
"Lenoir Memorial Hospital","FLOSEAL MATRIX SCALANT","","$376.00","$312.16","$376.00","$334.64","$349.68","$312.16","$225.60","$325.99","$334.64","$338.40","$376.00","$319.60","",""
"Lenoir Memorial Hospital","TUBE ADULT 20FR BLAKEMORE","","$647.00","$537.14","$647.00","$575.83","$601.71","$537.14","$388.20","$560.95","$575.83","$582.30","$647.00","$549.95","",""
"Lenoir Memorial Hospital","TUBE MEDIUM 16FR BLAKEMORE","","$647.00","$537.14","$647.00","$575.83","$601.71","$537.14","$388.20","$560.95","$575.83","$582.30","$647.00","$549.95","",""
"Lenoir Memorial Hospital","LEAD PACEMAKER TRANSVENOUS VDD","C1779","$1,650.00","$1,369.83","$1,650.00","$1,468.50","$1,534.50","$1,369.83","$990.00","$1,430.55","$1,468.50","$1,485.00","$1,650.00","$1,402.50","",""
"Lenoir Memorial Hospital","AUTOCORE BIOPSY SYSTEM","","$141.00","$117.06","$141.00","$125.49","$131.13","$117.06","$84.60","$122.25","$125.49","$126.90","$141.00","$119.85","",""
"Lenoir Memorial Hospital","SCREWDRIVER INSIGNIA 6942","","$150.00","$124.53","$150.00","$133.50","$139.50","$124.53","$90.00","$130.05","$133.50","$135.00","$150.00","$127.50","",""
"Lenoir Memorial Hospital","PACEMAKER DUAL CHAM RR INSIGNI","C1785","$8,600.00","$7,139.72","$8,600.00","$7,654.00","$7,998.00","$7,139.72","$5,160.00","$7,456.20","$7,654.00","$7,740.00","$8,600.00","$7,310.00","",""
"Lenoir Memorial Hospital","PACER CABLE INSIGNIA 6651","","$90.00","$74.72","$90.00","$80.10","$83.70","$74.72","$54.00","$78.03","$80.10","$81.00","$90.00","$76.50","",""
"Lenoir Memorial Hospital","INTRODUCER LEAD 7F HLS1007M","C1892","$165.00","$136.98","$165.00","$146.85","$153.45","$136.98","$99.00","$143.06","$146.85","$148.50","$165.00","$140.25","",""
"Lenoir Memorial Hospital","INTRODUCER LEAD 9F HLS1009M","","$165.00","$136.98","$165.00","$146.85","$153.45","$136.98","$99.00","$143.06","$146.85","$148.50","$165.00","$140.25","",""
"Lenoir Memorial Hospital","URINARY DRAINAGE BAG","A4358","$44.00","$36.53","$44.00","$39.16","$40.92","$36.53","$26.40","$38.15","$39.16","$39.60","$44.00","$37.40","",""
"Lenoir Memorial Hospital","WRENCH 5873W","","$135.00","$112.08","$135.00","$120.15","$125.55","$112.08","$81.00","$117.05","$120.15","$121.50","$135.00","$114.75","",""
"Lenoir Memorial Hospital","PACEMAKER IMPL DUAL CHAMB RR","C1785","$12,390.00","$10,286.18","$12,390.00","$11,027.10","$11,522.70","$10,286.18","$7,434.00","$10,742.13","$11,027.10","$11,151.00","$12,390.00","$10,531.50","",""
"Lenoir Memorial Hospital","LEEP ELECTR 20X15MM","","$55.00","$45.66","$55.00","$48.95","$51.15","$45.66","$33.00","$47.69","$48.95","$49.50","$55.00","$46.75","",""
"Lenoir Memorial Hospital","PACEMAKER LEADS 5076-52","C1898","$1,650.00","$1,369.83","$1,650.00","$1,468.50","$1,534.50","$1,369.83","$990.00","$1,430.55","$1,468.50","$1,485.00","$1,650.00","$1,402.50","",""
"Lenoir Memorial Hospital","TROCAR 12MM CB12LT","","$267.00","$221.66","$267.00","$237.63","$248.31","$221.66","$160.20","$231.49","$237.63","$240.30","$267.00","$226.95","",""
"Lenoir Memorial Hospital","STENT/NEPHRO CATH COMBO","C1729","$265.00","$220.00","$265.00","$235.85","$246.45","$220.00","$159.00","$229.75","$235.85","$238.50","$265.00","$225.25","",""
"Lenoir Memorial Hospital","CATH 14FR W/URINE METER","","$56.00","$46.49","$56.00","$49.84","$52.08","$46.49","$33.60","$48.55","$49.84","$50.40","$56.00","$47.60","",""
"Lenoir Memorial Hospital","TRAY; 14FR CATH W/DRAIN BAG","","$49.00","$40.68","$49.00","$43.61","$45.57","$40.68","$29.40","$42.48","$43.61","$44.10","$49.00","$41.65","",""
"Lenoir Memorial Hospital","HOLSTER SUCTION TIP W/CLIP","","$7.75","$6.43","$7.75","$6.90","$7.21","$6.43","$4.65","$6.72","$6.90","$6.98","$7.75","$6.59","",""
"Lenoir Memorial Hospital","PEG; 20FR PULL METHOD","","$269.00","$223.32","$269.00","$239.41","$250.17","$223.32","$161.40","$233.22","$239.41","$242.10","$269.00","$228.65","",""
"Lenoir Memorial Hospital","FIBER LASER ACCUFLEX","","$763.00","$633.44","$763.00","$679.07","$709.59","$633.44","$457.80","$661.52","$679.07","$686.70","$763.00","$648.55","",""
"Lenoir Memorial Hospital","CATHETER 25MM ABLATION","C1726","$3,410.00","$2,830.98","$3,410.00","$3,034.90","$3,171.30","$2,830.98","$2,046.00","$2,956.47","$3,034.90","$3,069.00","$3,410.00","$2,898.50","",""
"Lenoir Memorial Hospital","CATHETER 22MM ABLATION","C1726","$3,410.00","$2,830.98","$3,410.00","$3,034.90","$3,171.30","$2,830.98","$2,046.00","$2,956.47","$3,034.90","$3,069.00","$3,410.00","$2,898.50","",""
"Lenoir Memorial Hospital","CATHETER 28MM ABLATION","C1726","$3,410.00","$2,830.98","$3,410.00","$3,034.90","$3,171.30","$2,830.98","$2,046.00","$2,956.47","$3,034.90","$3,069.00","$3,410.00","$2,898.50","",""
"Lenoir Memorial Hospital","CATHETER 31MM ABLATION","C1726","$3,410.00","$2,830.98","$3,410.00","$3,034.90","$3,171.30","$2,830.98","$2,046.00","$2,956.47","$3,034.90","$3,069.00","$3,410.00","$2,898.50","",""
"Lenoir Memorial Hospital","CATHETER 34MM ABLATION","C1726","$2,100.00","$1,743.42","$2,100.00","$1,869.00","$1,953.00","$1,743.42","$1,260.00","$1,820.70","$1,869.00","$1,890.00","$2,100.00","$1,785.00","",""
"Lenoir Memorial Hospital","BALLOON 34MM SIZING","C1726","$820.00","$680.76","$820.00","$729.80","$762.60","$680.76","$492.00","$710.94","$729.80","$738.00","$820.00","$697.00","",""
"Lenoir Memorial Hospital","JAGTOME 39 RX","C1769","$598.00","$496.46","$598.00","$532.22","$556.14","$496.46","$358.80","$518.47","$532.22","$538.20","$598.00","$508.30","",""
"Lenoir Memorial Hospital","GROUNDING PAD OWENS","","$10.00","$8.30","$10.00","$8.90","$9.30","$8.30","$6.00","$8.67","$8.90","$9.00","$10.00","$8.50","",""
"Lenoir Memorial Hospital","IUPC","","$90.00","$74.72","$90.00","$80.10","$83.70","$74.72","$54.00","$78.03","$80.10","$81.00","$90.00","$76.50","",""
"Lenoir Memorial Hospital","KIWI COMPLETE VACUUM DEL SYS","","$85.00","$70.57","$85.00","$75.65","$79.05","$70.57","$51.00","$73.69","$75.65","$76.50","$85.00","$72.25","",""
"Lenoir Memorial Hospital","LIFETRACE FETAL SPIRAL ELECTRO","","$19.00","$15.77","$19.00","$16.91","$17.67","$15.77","$11.40","$16.47","$16.91","$17.10","$19.00","$16.15","",""
"Lenoir Memorial Hospital","MITY SOFT BELL CUP","","$81.00","$67.25","$81.00","$72.09","$75.33","$67.25","$48.60","$70.23","$72.09","$72.90","$81.00","$68.85","",""
"Lenoir Memorial Hospital","TRAY; 10FR LAP JEJUNOSTOMY","","$388.00","$322.12","$388.00","$345.32","$360.84","$322.12","$232.80","$336.40","$345.32","$349.20","$388.00","$329.80","",""
"Lenoir Memorial Hospital","DILATOR 90FR ACHALASIA","C1726","$1,300.00","$1,079.26","$1,300.00","$1,157.00","$1,209.00","$1,079.26","$780.00","$1,127.10","$1,157.00","$1,170.00","$1,300.00","$1,105.00","",""
"Lenoir Memorial Hospital","ASPIRATOR BBG NASAL","","$10.00","$8.30","$10.00","$8.90","$9.30","$8.30","$6.00","$8.67","$8.90","$9.00","$10.00","$8.50","",""
"Lenoir Memorial Hospital","WIZARD 18F 3.4CM 10CC","","$250.00","$207.55","$250.00","$222.50","$232.50","$207.55","$150.00","$216.75","$222.50","$225.00","$250.00","$212.50","",""
"Lenoir Memorial Hospital","DUAL PORT WIZARD FEED","","$42.00","$34.87","$42.00","$37.38","$39.06","$34.87","$25.20","$36.41","$37.38","$37.80","$42.00","$35.70","",""
"Lenoir Memorial Hospital","WIZARD 20F 3.4CM 20CC","","$250.00","$207.55","$250.00","$222.50","$232.50","$207.55","$150.00","$216.75","$222.50","$225.00","$250.00","$212.50","",""
"Lenoir Memorial Hospital","FIBER LASER ACCUFLEX 150","","$968.00","$803.63","$968.00","$861.52","$900.24","$803.63","$580.80","$839.26","$861.52","$871.20","$968.00","$822.80","",""
"Lenoir Memorial Hospital","COLLAGEN","L8603","$700.00","$581.14","$700.00","$623.00","$651.00","$581.14","$420.00","$606.90","$623.00","$630.00","$700.00","$595.00","",""
"Lenoir Memorial Hospital","KIT; URINE CUP W/TUBE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","LEADS MEDTRONIC 5568-45CM","C1779","$1,400.00","$1,162.28","$1,400.00","$1,246.00","$1,302.00","$1,162.28","$840.00","$1,213.80","$1,246.00","$1,260.00","$1,400.00","$1,190.00","",""
"Lenoir Memorial Hospital","STENT 11.5FR/12CM BILLIPLASTIC","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","STENT 11.5FR/10CM BILLIPLASTIC","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","STENT 10FR/15CM BILLIPLASTIC","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","STENT 10FR/12CM BILLIPLASTIC","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","STENT 10FR/10CM BILLIPLASTIC","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","BALLOON 30MMX105FR ACHALASHIA","C1726","$1,300.00","$1,079.26","$1,300.00","$1,157.00","$1,209.00","$1,079.26","$780.00","$1,127.10","$1,157.00","$1,170.00","$1,300.00","$1,105.00","",""
"Lenoir Memorial Hospital","SOL 4.25% STAY SAFE 2000ML","","$28.00","$23.25","$28.00","$24.92","$26.04","$23.25","$16.80","$24.28","$24.92","$25.20","$28.00","$23.80","",""
"Lenoir Memorial Hospital","SOL 4.25% STAY SAFE 2500ML","","$60.00","$49.81","$60.00","$53.40","$55.80","$49.81","$36.00","$52.02","$53.40","$54.00","$60.00","$51.00","",""
"Lenoir Memorial Hospital","SOL 1.5% STAY SAFE 2000ML","","$36.00","$29.89","$36.00","$32.04","$33.48","$29.89","$21.60","$31.21","$32.04","$32.40","$36.00","$30.60","",""
"Lenoir Memorial Hospital","SOL 2.5% STAY SAFE 2000ML","","$37.00","$30.72","$37.00","$32.93","$34.41","$30.72","$22.20","$32.08","$32.93","$33.30","$37.00","$31.45","",""
"Lenoir Memorial Hospital","SOL 2.5% STAY SAFE 2500ML","","$60.00","$49.81","$60.00","$53.40","$55.80","$49.81","$36.00","$52.02","$53.40","$54.00","$60.00","$51.00","",""
"Lenoir Memorial Hospital","SOL 1.5% STAY SAFE 2500ML","","$60.00","$49.81","$60.00","$53.40","$55.80","$49.81","$36.00","$52.02","$53.40","$54.00","$60.00","$51.00","",""
"Lenoir Memorial Hospital","PROBE 7FR HEMOSTASIS 350CM","","$360.00","$298.87","$360.00","$320.40","$334.80","$298.87","$216.00","$312.12","$320.40","$324.00","$360.00","$306.00","",""
"Lenoir Memorial Hospital","SPECIALTY BED - CLINITRON","","$101.00","$78.95","$101.00","$89.89","$93.93","$78.95","$60.60","$87.57","$89.89","$90.90","$101.00","$85.85","",""
"Lenoir Memorial Hospital","NEEDLE 23G ENTER SCLERO","","$213.00","$176.83","$213.00","$189.57","$198.09","$176.83","$127.80","$184.67","$189.57","$191.70","$213.00","$181.05","",""
"Lenoir Memorial Hospital","TROCARS 5-11MM","","$78.00","$64.76","$78.00","$69.42","$72.54","$64.76","$46.80","$67.63","$69.42","$70.20","$78.00","$66.30","",""
"Lenoir Memorial Hospital","TROCARS 5MM VERSAPORT V2","","$65.00","$53.96","$65.00","$57.85","$60.45","$53.96","$39.00","$56.35","$57.85","$58.50","$65.00","$55.25","",""
"Lenoir Memorial Hospital","FIBERS LASER 365","","$634.00","$526.35","$634.00","$564.26","$589.62","$526.35","$380.40","$549.68","$564.26","$570.60","$634.00","$538.90","",""
"Lenoir Memorial Hospital","STENT NON-COR TEMP W/O DEL","C2617","$427.00","$354.50","$427.00","$380.03","$397.11","$354.50","$256.20","$370.21","$380.03","$384.30","$427.00","$362.95","",""
"Lenoir Memorial Hospital","LASERS FIBER 550 M00068408051","","$928.00","$770.43","$928.00","$825.92","$863.04","$770.43","$556.80","$804.58","$825.92","$835.20","$928.00","$788.80","",""
"Lenoir Memorial Hospital","BAG URETERAL DRAINAGE","","$35.00","$29.06","$35.00","$31.15","$32.55","$29.06","$21.00","$30.34","$31.15","$31.50","$35.00","$29.75","",""
"Lenoir Memorial Hospital","TROCAR 10MM SPRING GRIP","","$25.00","$20.76","$25.00","$22.25","$23.25","$20.76","$15.00","$21.68","$22.25","$22.50","$25.00","$21.25","",""
"Lenoir Memorial Hospital","FIBER LASER 273 M00068408030","","$772.00","$640.91","$772.00","$687.08","$717.96","$640.91","$463.20","$669.32","$687.08","$694.80","$772.00","$656.20","",""
"Lenoir Memorial Hospital","CANNULA 7.0 XLT DISPOSABLE INN","","$25.00","$20.76","$25.00","$22.25","$23.25","$20.76","$15.00","$21.68","$22.25","$22.50","$25.00","$21.25","",""
"Lenoir Memorial Hospital","TRACH 7.0XLTUP SHILEY","","$196.00","$162.72","$196.00","$174.44","$182.28","$162.72","$117.60","$169.93","$174.44","$176.40","$196.00","$166.60","",""
"Lenoir Memorial Hospital","TRACH 6.0XLTUP SHILEY","","$202.00","$167.70","$202.00","$179.78","$187.86","$167.70","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","FORCEPS; RJ-4 LARGE CAPACITY","","$52.00","$43.17","$52.00","$46.28","$48.36","$43.17","$31.20","$45.08","$46.28","$46.80","$52.00","$44.20","",""
"Lenoir Memorial Hospital","ENDO MUCOSAL RESECT 9.5-10.0","","$449.00","$372.76","$449.00","$399.61","$417.57","$372.76","$269.40","$389.28","$399.61","$404.10","$449.00","$381.65","",""
"Lenoir Memorial Hospital","PUMP; DISPOSAL ACCUFUSER PLUS","","$346.00","$287.25","$346.00","$307.94","$321.78","$287.25","$207.60","$299.98","$307.94","$311.40","$346.00","$294.10","",""
"Lenoir Memorial Hospital","TRAY ANESTHESIA CONTIPLEX","","$117.00","$97.13","$117.00","$104.13","$108.81","$97.13","$70.20","$101.44","$104.13","$105.30","$117.00","$99.45","",""
"Lenoir Memorial Hospital","FORCEP ENTEROSCOPE","","$216.00","$179.32","$216.00","$192.24","$200.88","$179.32","$129.60","$187.27","$192.24","$194.40","$216.00","$183.60","",""
"Lenoir Memorial Hospital","BRUSH CLEANING ENTEROSCOPE","","$30.00","$24.91","$30.00","$26.70","$27.90","$24.91","$18.00","$26.01","$26.70","$27.00","$30.00","$25.50","",""
"Lenoir Memorial Hospital","SNARE ENTEROSCOPE","","$120.00","$99.62","$120.00","$106.80","$111.60","$99.62","$72.00","$104.04","$106.80","$108.00","$120.00","$102.00","",""
"Lenoir Memorial Hospital","MAX CORE BX GUN M1825(PROSTATE","","$113.00","$93.81","$113.00","$100.57","$105.09","$93.81","$67.80","$97.97","$100.57","$101.70","$113.00","$96.05","",""
"Lenoir Memorial Hospital","TROCAR 5MM V2 CANNULA","","$83.00","$68.91","$83.00","$73.87","$77.19","$68.91","$49.80","$71.96","$73.87","$74.70","$83.00","$70.55","",""
"Lenoir Memorial Hospital","POLYSORB SUTURE 3-0 V-20 GL-12","","$7.00","$5.81","$7.00","$6.23","$6.51","$5.81","$4.20","$6.07","$6.23","$6.30","$7.00","$5.95","",""
"Lenoir Memorial Hospital","MESH KNITTED MULTIFILA TET1515","","$310.00","$257.36","$310.00","$275.90","$288.30","$257.36","$186.00","$268.77","$275.90","$279.00","$310.00","$263.50","",""
"Lenoir Memorial Hospital","SUCTION DEVICE","","$195.00","$161.89","$195.00","$173.55","$181.35","$161.89","$117.00","$169.06","$173.55","$175.50","$195.00","$165.75","",""
"Lenoir Memorial Hospital","OVERTUBE 25CM","","$250.00","$207.55","$250.00","$222.50","$232.50","$207.55","$150.00","$216.75","$222.50","$225.00","$250.00","$212.50","",""
"Lenoir Memorial Hospital","TROCAR 5-11MM RIBBED CANNULA","","$52.00","$43.17","$52.00","$46.28","$48.36","$43.17","$31.20","$45.08","$46.28","$46.80","$52.00","$44.20","",""
"Lenoir Memorial Hospital","SPECIALTY BED - BAR W/AIRLOSS","","$185.00","$144.61","$185.00","$164.65","$172.05","$144.61","$111.00","$160.40","$164.65","$166.50","$185.00","$157.25","",""
"Lenoir Memorial Hospital","SPECIALTY BED - BAR + PULMONAR","","$224.00","$175.10","$224.00","$199.36","$208.32","$175.10","$134.40","$194.21","$199.36","$201.60","$224.00","$190.40","",""
"Lenoir Memorial Hospital","KUGEL HERNIA PATCH 31.2CM","C1781","$3,401.00","$2,823.51","$3,401.00","$3,026.89","$3,162.93","$2,823.51","$2,040.60","$2,948.67","$3,026.89","$3,060.90","$3,401.00","$2,890.85","",""
"Lenoir Memorial Hospital","CATHETER; DRAINAGE","C1729","$225.00","$186.80","$225.00","$200.25","$209.25","$186.80","$135.00","$195.07","$200.25","$202.50","$225.00","$191.25","",""
"Lenoir Memorial Hospital","BAGS; FECAL MGMT","","$21.00","$17.43","$21.00","$18.69","$19.53","$17.43","$12.60","$18.21","$18.69","$18.90","$21.00","$17.85","",""
"Lenoir Memorial Hospital","KIT; FECAL MGMT","","$289.00","$239.93","$289.00","$257.21","$268.77","$239.93","$173.40","$250.56","$257.21","$260.10","$289.00","$245.65","",""
"Lenoir Memorial Hospital","SENSI-CARE PROTECTIVE BARRIER","","$24.00","$19.92","$24.00","$21.36","$22.32","$19.92","$14.40","$20.81","$21.36","$21.60","$24.00","$20.40","",""
"Lenoir Memorial Hospital","SET; INFUS 20G 1" W/O Y-SITE","","$29.00","$24.08","$29.00","$25.81","$26.97","$24.08","$17.40","$25.14","$25.81","$26.10","$29.00","$24.65","",""
"Lenoir Memorial Hospital","SET; INFUS 20G 1.5" W/O Y-SITE","","$29.00","$24.08","$29.00","$25.81","$26.97","$24.08","$17.40","$25.14","$25.81","$26.10","$29.00","$24.65","",""
"Lenoir Memorial Hospital","IMPL DUAL CHAMBER RR PACEMAKER","C1785","$13,590.00","$11,282.42","$13,590.00","$12,095.10","$12,638.70","$11,282.42","$8,154.00","$11,782.53","$12,095.10","$12,231.00","$13,590.00","$11,551.50","",""
"Lenoir Memorial Hospital","VASCULAR CLOSURE DEVICE","C1760","$396.00","$328.76","$396.00","$352.44","$368.28","$328.76","$237.60","$343.33","$352.44","$356.40","$396.00","$336.60","",""
"Lenoir Memorial Hospital","SET; HORIZON ADD-ON PUMP","","$20.00","$16.60","$20.00","$17.80","$18.60","$16.60","$12.00","$17.34","$17.80","$18.00","$20.00","$17.00","",""
"Lenoir Memorial Hospital","5MM MERSILENE TAPE","","$264.00","$219.17","$264.00","$234.96","$245.52","$219.17","$158.40","$228.89","$234.96","$237.60","$264.00","$224.40","",""
"Lenoir Memorial Hospital","MESH PARIETEX HERNIA","C1781","$1,105.00","$917.37","$1,105.00","$983.45","$1,027.65","$917.37","$663.00","$958.03","$983.45","$994.50","$1,105.00","$939.25","",""
"Lenoir Memorial Hospital","DUAL CHAMB RR PACEMAKER SEDR01","C1785","$8,000.00","$6,641.60","$8,000.00","$7,120.00","$7,440.00","$6,641.60","$4,800.00","$6,936.00","$7,120.00","$7,200.00","$8,000.00","$6,800.00","",""
"Lenoir Memorial Hospital","POWER PORT 1808001 PORT-A-CATH","C1788","$1,092.00","$906.58","$1,092.00","$971.88","$1,015.56","$906.58","$655.20","$946.76","$971.88","$982.80","$1,092.00","$928.20","",""
"Lenoir Memorial Hospital","STERILE SLEEVE(PACEMAKER)B8612","","$60.00","$49.81","$60.00","$53.40","$55.80","$49.81","$36.00","$52.02","$53.40","$54.00","$60.00","$51.00","",""
"Lenoir Memorial Hospital","INJ; RADIESSE VOCAL CORD 1CC","C1878","$1,150.00","$954.73","$1,150.00","$1,023.50","$1,069.50","$954.73","$690.00","$997.05","$1,023.50","$1,035.00","$1,150.00","$977.50","",""
"Lenoir Memorial Hospital","SUTURE NEEDLE RELOAD SW100","","$66.00","$54.79","$66.00","$58.74","$61.38","$54.79","$39.60","$57.22","$58.74","$59.40","$66.00","$56.10","",""
"Lenoir Memorial Hospital","MESH PARIETEX PCO2520 8X10","C1787","$2,844.00","$2,361.09","$2,844.00","$2,531.16","$2,644.92","$2,361.09","$1,706.40","$2,465.75","$2,531.16","$2,559.60","$2,844.00","$2,417.40","",""
"Lenoir Memorial Hospital","MESH 6X8 PARIETEX","C1781","$1,400.00","$1,162.28","$1,400.00","$1,246.00","$1,302.00","$1,162.28","$840.00","$1,213.80","$1,246.00","$1,260.00","$1,400.00","$1,190.00","",""
"Lenoir Memorial Hospital","MESH 4X6 PARIETEX","C1781","$668.00","$554.57","$668.00","$594.52","$621.24","$554.57","$400.80","$579.16","$594.52","$601.20","$668.00","$567.80","",""
"Lenoir Memorial Hospital","ALLODERM GRAFT 1CMX1CM","Q4107","$65.00","$53.91","$65.00","$57.85","$60.45","$53.91","$39.00","$56.35","$57.85","$58.50","$65.00","$55.25","",""
"Lenoir Memorial Hospital","PROTRACK STAPLER PTACK30","","$519.00","$430.87","$519.00","$461.91","$482.67","$430.87","$311.40","$449.97","$461.91","$467.10","$519.00","$441.15","",""
"Lenoir Memorial Hospital","SUTURE ASSIST ETHICON (GUN)","","$492.00","$408.46","$492.00","$437.88","$457.56","$408.46","$295.20","$426.56","$437.88","$442.80","$492.00","$418.20","",""
"Lenoir Memorial Hospital","KLS MARTIN PLATES 50-060-04","","$450.00","$373.59","$450.00","$400.50","$418.50","$373.59","$270.00","$390.15","$400.50","$405.00","$450.00","$382.50","",""
"Lenoir Memorial Hospital","KLS MARTIN PLATES 50-062-04","","$450.00","$373.59","$450.00","$400.50","$418.50","$373.59","$270.00","$390.15","$400.50","$405.00","$450.00","$382.50","",""
"Lenoir Memorial Hospital","MESH PARIETEX HERNIA PC020150S","C1781","$1,703.00","$1,413.83","$1,703.00","$1,515.67","$1,583.79","$1,413.83","$1,021.80","$1,476.50","$1,515.67","$1,532.70","$1,703.00","$1,447.55","",""
"Lenoir Memorial Hospital","CANNULA; 6.0XLT DISP INNER","","$25.00","$20.76","$25.00","$22.25","$23.25","$20.76","$15.00","$21.68","$22.25","$22.50","$25.00","$21.25","",""
"Lenoir Memorial Hospital","CANNULA; 5.0XLT DISP INNER","","$25.00","$20.76","$25.00","$22.25","$23.25","$20.76","$15.00","$21.68","$22.25","$22.50","$25.00","$21.25","",""
"Lenoir Memorial Hospital","STENT;NON-COR TEMP W/DEL 7X15","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","STENT;NON-COR TEMP W/DEL 7X12","C2625","$236.00","$195.93","$236.00","$210.04","$219.48","$195.93","$141.60","$204.61","$210.04","$212.40","$236.00","$200.60","",""
"Lenoir Memorial Hospital","STENT 5FR/5CM HOBBS","C1875","$120.00","$99.62","$120.00","$106.80","$111.60","$99.62","$72.00","$104.04","$106.80","$108.00","$120.00","$102.00","",""
"Lenoir Memorial Hospital","CATH; ABLATION BANDAIDE","C1726","$2,760.00","$2,291.35","$2,760.00","$2,456.40","$2,566.80","$2,291.35","$1,656.00","$2,392.92","$2,456.40","$2,484.00","$2,760.00","$2,346.00","",""
"Lenoir Memorial Hospital","LEAD PMKR TRANSVENOUS VDD MEDT","C1779","$1,400.00","$1,162.28","$1,400.00","$1,246.00","$1,302.00","$1,162.28","$840.00","$1,213.80","$1,246.00","$1,260.00","$1,400.00","$1,190.00","",""
"Lenoir Memorial Hospital","PROBE; IMPEDANCE PH REFLUX","","$300.00","$249.06","$300.00","$267.00","$279.00","$249.06","$180.00","$260.10","$267.00","$270.00","$300.00","$255.00","",""
"Lenoir Memorial Hospital","LEAD; VENTRAL MEDTRONIC 459252","","$1,400.00","$1,162.28","$1,400.00","$1,246.00","$1,302.00","$1,162.28","$840.00","$1,213.80","$1,246.00","$1,260.00","$1,400.00","$1,190.00","",""
"Lenoir Memorial Hospital","TRACH; SHILEY EXT 7.0 XLT CP","","$202.00","$167.70","$202.00","$179.78","$187.86","$167.70","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","TRACH;  8.0 XLT CP SHILEY EXT","","$202.00","$167.70","$202.00","$179.78","$187.86","$167.70","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","SHILEY EXT TRACH 6.0 XLT CP","","$202.00","$167.70","$202.00","$179.78","$187.86","$167.70","$121.20","$175.13","$179.78","$181.80","$202.00","$171.70","",""
"Lenoir Memorial Hospital","CATHETER; MAHURKAR CRV 11.5FR","C1752","$255.00","$211.70","$255.00","$226.95","$237.15","$211.70","$153.00","$221.09","$226.95","$229.50","$255.00","$216.75","",""
