Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna HMO,Aetna Medicare Advantage,BCBS,Blue Home,Blue Home UNC Health Alliance,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Carolina Care,Galaxy,Health Payors,Humana,Humana Alignment Medicare Advanatge,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,MedCost Ultra,OneNet,TriCare,United Healthcare,United Healthcare Compass,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Rex Hospital","HC NEOTYPE KRAS MUTATION ANALYSIS EXON 4","81276","$245.00","$49.74","$245.00","$245.00","$245.00","$49.74","$164.32","$117.58","$79.65","$147.00","$128.17","$85.51","$85.51","$147.00","$232.75","$208.25","$142.10","$0.00","$0.00","$0.00","$151.90","$127.40","$144.55","$193.25","$236.63","$245.00","$0.00","$0.00"
"Rex Hospital","HC NEOTYPE NGS HEMATOLYMPHOID NEOPLASM 5-50 GENES","81450","$231.00","$75.10","$421.46","$231.00","$231.00","$235.62","$154.93","$110.86","$75.10","$138.60","$421.46","$80.62","$80.62","$138.60","$219.45","$196.35","$133.98","$231.00","$231.00","$231.00","$143.22","$120.12","$136.29","$231.00","$107.80","$231.00","$231.00","$231.00"
"Rex Hospital","HC NEOTYPE NPM1 MUTATION ANALYSIS","81310","$231.00","$46.89","$231.00","$231.00","$231.00","$46.89","$154.93","$110.86","$75.10","$138.60","$160.40","$80.62","$80.62","$138.60","$219.45","$196.35","$133.98","$0.00","$0.00","$0.00","$143.22","$120.12","$136.29","$231.00","$231.00","$231.00","$0.00","$0.00"
"Rex Hospital","HC NEOTYPE NRAS MUTATION ANALYSIS EXON 4","81403","$245.00","$49.74","$245.00","$245.00","$245.00","$49.74","$164.32","$117.58","$79.65","$147.00","$118.83","$85.51","$85.51","$147.00","$232.75","$208.25","$142.10","$0.00","$0.00","$0.00","$151.90","$127.40","$144.55","$185.20","$222.24","$245.00","$0.00","$0.00"
"Rex Hospital","HC NEOTYPE NRAS MUTATION ANALYSIS EXONS 2&3","81311","$245.00","$49.74","$245.00","$245.00","$245.00","$49.74","$164.32","$117.58","$79.65","$147.00","$192.26","$85.51","$85.51","$147.00","$232.75","$208.25","$142.10","$0.00","$0.00","$0.00","$151.90","$127.40","$144.55","$245.00","$245.00","$245.00","$0.00","$0.00"
"Rex Hospital","HC NEOTYPE RUNX1 MUTATION ANALYSIS","81401","$245.00","$49.74","$245.00","$245.00","$245.00","$49.74","$164.32","$117.58","$79.65","$147.00","$91.21","$85.51","$85.51","$147.00","$232.75","$208.25","$142.10","$0.00","$0.00","$0.00","$151.90","$127.40","$144.55","$137.00","$164.40","$245.00","$0.00","$0.00"
"Rex Hospital","HC EBV PCR, QUALITATIVE, NOT BLOOD","87798","$298.00","$19.30","$298.00","$101.39","$101.39","$35.79","$199.87","$143.01","$96.88","$178.80","$31.07","$104.00","$104.00","$178.80","$283.10","$253.30","$172.84","$19.30","$36.84","$36.84","$184.76","$154.96","$175.82","$35.09","$60.32","$298.00","$35.27","$35.79"
"Rex Hospital","HC ALERE PBP2A CULTURE COLONY","87147","$28.00","$2.85","$28.00","$14.95","$14.95","$5.28","$18.78","$13.44","$9.10","$16.80","$4.58","$9.77","$9.77","$16.80","$26.60","$23.80","$16.24","$2.85","$5.44","$5.44","$17.36","$14.56","$16.52","$5.18","$8.89","$28.00","$5.21","$5.28"
"Rex Hospital","HC STREP GROUP A, AMPLIFIED PROBE TECHNIQUE","87651","$105.00","$19.30","$105.00","$101.39","$101.39","$35.79","$70.42","$50.39","$34.14","$63.00","$31.07","$36.65","$36.65","$63.00","$99.75","$89.25","$60.90","$19.30","$36.84","$36.84","$65.10","$54.60","$61.95","$35.09","$60.32","$105.00","$35.27","$35.79"
"Rex Hospital","HC CEPHEID RSV PCR","87634","$173.00","$38.61","$173.00","$173.00","$173.00","$71.60","$116.03","$83.02","$56.24","$103.80","$111.41","$60.38","$60.38","$103.80","$164.35","$147.05","$100.34","$38.61","$73.71","$73.71","$107.26","$89.96","$102.07","$70.20","$103.99","$173.00","$70.55","$71.60"
"Rex Hospital","HC NEOTYPE NGS SOLID ORGAN NEOPLASM 5-50 GENES","81445","$231.00","$75.10","$388.64","$231.00","$231.00","$235.62","$154.93","$110.86","$75.10","$138.60","$388.64","$80.62","$80.62","$138.60","$219.45","$196.35","$133.98","$231.00","$231.00","$231.00","$143.22","$120.12","$136.29","$231.00","$107.80","$231.00","$231.00","$231.00"
"Rex Hospital","HC NEOTYPE PTEN MUTATION ANALYSIS","81321","$231.00","$46.89","$389.87","$231.00","$231.00","$46.89","$154.93","$110.86","$75.10","$138.60","$389.87","$80.62","$80.62","$138.60","$219.45","$196.35","$133.98","$0.00","$0.00","$0.00","$143.22","$120.12","$136.29","$231.00","$231.00","$231.00","$0.00","$0.00"
"Rex Hospital","HC NEOTYPE MICROSATELLITE INSTABILITY","81301","$520.00","$169.05","$520.00","$520.00","$520.00","$355.53","$348.76","$249.55","$169.05","$312.00","$256.39","$181.48","$181.48","$312.00","$494.00","$442.00","$301.60","$191.71","$365.99","$365.99","$322.40","$270.40","$306.80","$348.56","$474.05","$520.00","$350.30","$355.53"
"Rex Hospital","HC NEOTYPE CALR GENE MUTATION EXON 9 REFLEX","81219","$1,393.00","$107.69","$1,393.00","$351.37","$351.37","$282.78","$934.29","$668.50","$452.86","$835.80","$107.69","$486.16","$486.16","$835.80","$1,323.35","$1,184.05","$807.94","$0.00","$0.00","$0.00","$863.66","$724.36","$821.87","$121.63","$198.82","$1,393.00","$0.00","$0.00"
"Rex Hospital","HC CALR GENE MUTATION EXON 9 REFLEX - MAYO","81219","$876.00","$107.69","$876.00","$351.37","$351.37","$177.83","$587.53","$420.39","$284.79","$525.60","$107.69","$305.72","$305.72","$525.60","$832.20","$744.60","$508.08","$0.00","$0.00","$0.00","$543.12","$455.52","$516.84","$121.63","$198.82","$876.00","$0.00","$0.00"
"Rex Hospital","HC MPLR MPL EXON MUTATON DETECTION","81403","$629.00","$118.83","$629.00","$433.37","$433.37","$127.69","$421.87","$301.86","$204.49","$377.40","$118.83","$219.52","$219.52","$377.40","$597.55","$534.65","$364.82","$0.00","$0.00","$0.00","$389.98","$327.08","$371.11","$185.20","$222.24","$629.00","$0.00","$0.00"
"Rex Hospital","HC PLATELETS RESPONSE/P2Y12","85576","$106.00","$13.70","$106.00","$62.06","$62.06","$25.41","$71.09","$50.87","$34.46","$63.60","$19.03","$36.99","$36.99","$63.60","$100.70","$90.10","$61.48","$13.70","$26.16","$26.16","$65.72","$55.12","$62.54","$24.91","$36.92","$106.00","$25.03","$25.41"
"Rex Hospital","HC PLATELETS RESPONSE/ASPIRIN","85576","$106.00","$13.70","$106.00","$62.06","$62.06","$25.41","$71.09","$50.87","$34.46","$63.60","$19.03","$36.99","$36.99","$63.60","$100.70","$90.10","$61.48","$13.70","$26.16","$26.16","$65.72","$55.12","$62.54","$24.91","$36.92","$106.00","$25.03","$25.41"
"Rex Hospital","HC GASTROINTESTINAL  MOLECULAR IDENTIFICATION PANEL (AKA BIOFIRE)","0097U","$726.00","$236.02","$726.00","$529.98","$529.98","$0.00","$486.93","$348.41","$236.02","$435.60","$467.54","$253.37","$253.37","$435.60","$689.70","$617.10","$421.08","$0.00","$0.00","$0.00","$450.12","$377.52","$428.34","$0.00","$363.00","$726.00","$0.00","$0.00"
"Rex Hospital","HC MPNR MYELOPROLIFERATIVE NEOPLASM","81270","$362.00","$50.41","$362.00","$264.82","$264.82","$93.49","$223.68","$160.08","$108.38","$217.20","$81.17","$126.34","$126.34","$217.20","$343.90","$307.70","$209.96","$50.41","$96.24","$96.24","$224.44","$188.24","$213.58","$91.66","$150.07","$362.00","$92.12","$93.49"
"Rex Hospital","HC H PYLORI AG, STOOL IN HOUSE","87338","$47.00","$7.91","$47.00","$41.56","$41.56","$14.67","$31.52","$22.56","$15.28","$28.20","$12.73","$16.40","$16.40","$28.20","$44.65","$39.95","$27.26","$7.91","$15.10","$15.10","$29.14","$24.44","$27.73","$14.38","$24.72","$47.00","$14.45","$14.67"
"Rex Hospital","HC JAK2 V617F, QUANT MUTATION ANALYSIS","81270","$256.00","$51.97","$256.00","$256.00","$256.00","$51.97","$171.70","$122.85","$83.23","$153.60","$81.17","$89.34","$89.34","$153.60","$243.20","$217.60","$148.48","$0.00","$0.00","$0.00","$158.72","$133.12","$151.04","$91.66","$150.07","$256.00","$0.00","$0.00"
"Rex Hospital","HC RPP B. PARAPERTUSSIS","87798","$22.00","$7.15","$31.07","$22.00","$22.00","$22.44","$14.76","$10.56","$7.15","$13.20","$31.07","$7.68","$7.68","$13.20","$20.90","$18.70","$12.76","$19.30","$22.00","$22.00","$13.64","$11.44","$12.98","$22.00","$22.00","$22.00","$22.00","$22.00"
"Rex Hospital","HC RPP CHLAMYDIA","87486","$22.00","$7.15","$31.07","$22.00","$22.00","$22.44","$14.76","$10.56","$7.15","$13.20","$31.07","$7.68","$7.68","$13.20","$20.90","$18.70","$12.76","$19.30","$22.00","$22.00","$13.64","$11.44","$12.98","$22.00","$22.00","$22.00","$22.00","$22.00"
"Rex Hospital","HC RPP M. PNEUMONIAE","87581","$22.00","$7.15","$31.07","$22.00","$22.00","$22.44","$14.76","$10.56","$7.15","$13.20","$31.07","$7.68","$7.68","$13.20","$20.90","$18.70","$12.76","$19.30","$22.00","$22.00","$13.64","$11.44","$12.98","$22.00","$22.00","$22.00","$22.00","$22.00"
"Rex Hospital","HC RPP VIRUSES","87633","$358.00","$78.45","$369.04","$358.00","$358.00","$145.48","$240.11","$171.80","$116.39","$214.80","$369.04","$124.94","$124.94","$214.80","$340.10","$304.30","$207.64","$78.45","$149.76","$149.76","$221.96","$186.16","$211.22","$358.00","$358.00","$358.00","$143.34","$145.48"
"Rex Hospital","HC RPP B. PERTUSSIS","87798","$22.00","$7.15","$31.07","$22.00","$22.00","$22.44","$14.76","$10.56","$7.15","$13.20","$31.07","$7.68","$7.68","$13.20","$20.90","$18.70","$12.76","$19.30","$22.00","$22.00","$13.64","$11.44","$12.98","$22.00","$22.00","$22.00","$22.00","$22.00"
"Rex Hospital","HC CA 15-3  IN HOUSE","86300","$62.00","$11.45","$62.00","$60.14","$60.14","$21.23","$41.58","$29.75","$20.16","$37.20","$18.43","$21.64","$21.64","$37.20","$58.90","$52.70","$35.96","$11.45","$21.85","$21.85","$38.44","$32.24","$36.58","$20.81","$35.77","$62.00","$20.91","$21.23"
"Rex Hospital","HC 6-ACETYLMORPHINE, URINE","80307","$194.00","$34.18","$194.00","$168.08","$168.08","$63.38","$130.12","$93.10","$63.07","$116.40","$124.94","$67.71","$67.71","$116.40","$184.30","$164.90","$112.52","$34.18","$65.25","$65.25","$120.28","$100.88","$114.46","$62.14","$95.77","$194.00","$62.45","$63.38"
"Rex Hospital","HC DRUG ASSAY POSACONAZOLE","80187","$56.00","$14.91","$56.00","$40.88","$40.88","$27.65","$37.56","$26.87","$18.21","$33.60","$36.06","$19.54","$19.54","$33.60","$53.20","$47.60","$32.48","$14.91","$28.47","$28.47","$34.72","$29.12","$33.04","$27.11","$32.53","$56.00","$27.25","$27.65"
"Rex Hospital","HC DRUG ASSAY VORICONAZOLE","80285","$56.00","$14.91","$56.00","$40.88","$40.88","$27.65","$37.56","$26.87","$18.21","$33.60","$36.06","$19.54","$19.54","$33.60","$53.20","$47.60","$32.48","$14.91","$28.47","$28.47","$34.72","$29.12","$33.04","$27.11","$32.53","$56.00","$27.25","$27.65"
"Rex Hospital","HC COVID-19 PCR","87635","$100.00","$32.51","$100.00","$51.31","$51.31","$52.34","$67.07","$47.99","$32.51","$60.00","$64.40","$34.90","$34.90","$60.00","$95.00","$85.00","$58.00","$51.31","$53.88","$53.88","$62.00","$52.00","$59.00","$51.31","$61.60","$100.00","$51.57","$52.34"
"Rex Hospital","HC COVID IGG ANTIBODY","86769","$100.00","$23.17","$100.00","$42.13","$42.13","$42.97","$67.07","$47.99","$32.51","$60.00","$64.40","$34.90","$34.90","$60.00","$95.00","$85.00","$58.00","$23.17","$44.24","$44.24","$62.00","$52.00","$59.00","$42.13","$50.56","$100.00","$42.34","$42.97"
"Rex Hospital","HC COVID-19 HIGH THROUGHPUT","87635","$100.00","$32.51","$102.00","$100.00","$100.00","$102.00","$67.07","$47.99","$32.51","$60.00","$100.00","$100.00","$34.90","$60.00","$95.00","$85.00","$58.00","$100.00","$100.00","$100.00","$62.00","$52.00","$59.00","$51.31","$100.00","$100.00","$100.00","$100.00"
"Rex Hospital","HC CYTOLOGY, ALL BODY FLUIDS","88160","$106.00","$20.08","$106.00","$101.77","$101.77","$21.75","$65.50","$46.87","$31.74","$63.60","$29.79","$36.99","$36.99","$63.60","$100.70","$90.10","$61.48","$21.32","$22.39","$22.39","$65.72","$55.12","$62.54","$21.32","$20.08","$106.00","$22.54","$21.75"
"Rex Hospital","HC POC HEMATOCRIT","85014","$19.00","$1.30","$19.00","$6.86","$6.86","$2.42","$12.74","$9.12","$6.18","$11.40","$2.10","$6.63","$6.63","$11.40","$18.05","$16.15","$11.02","$1.30","$2.49","$2.49","$11.78","$9.88","$11.21","$2.37","$4.07","$19.00","$2.38","$2.42"
"Rex Hospital","HC NON GYN SMEAR SPECIMEN","88104","$69.00","$20.08","$69.00","$69.00","$69.00","$31.67","$42.64","$30.51","$20.66","$41.40","$30.25","$24.08","$24.08","$41.40","$65.55","$58.65","$40.02","$31.05","$32.60","$32.60","$42.78","$35.88","$40.71","$31.05","$20.08","$69.00","$32.78","$31.67"
"Rex Hospital","HC NONGYN CONCENTRATION SPECIMEN","88108","$97.00","$20.08","$97.00","$83.73","$83.73","$33.27","$59.94","$42.89","$29.04","$58.20","$32.12","$33.85","$33.85","$58.20","$92.15","$82.45","$56.26","$32.62","$34.25","$34.25","$60.14","$50.44","$57.23","$32.62","$20.08","$97.00","$32.78","$33.27"
"Rex Hospital","HC CYSTOSPIN INTERP NON GYN","88112","$99.00","$28.16","$99.00","$88.43","$88.43","$49.23","$61.17","$43.78","$29.64","$59.40","$28.16","$34.55","$34.55","$59.40","$94.05","$84.15","$57.42","$48.26","$50.68","$50.68","$61.38","$51.48","$58.41","$48.26","$42.88","$99.00","$48.51","$49.23"
"Rex Hospital","HC NON-GYN PREP W/ CELL ENHANCE","88112","$99.00","$28.16","$99.00","$88.43","$88.43","$49.23","$61.17","$43.78","$29.64","$59.40","$28.16","$34.55","$34.55","$59.40","$94.05","$84.15","$57.42","$48.26","$50.68","$50.68","$61.38","$51.48","$58.41","$48.26","$42.88","$99.00","$48.51","$49.23"
"Rex Hospital","HC PATHOLOGIST REVIEW","88141","$34.00","$10.18","$34.00","$34.00","$34.00","$0.00","$21.01","$15.03","$10.18","$20.40","$21.41","$11.87","$11.87","$20.40","$32.30","$28.90","$19.72","$0.00","$0.00","$0.00","$21.08","$17.68","$20.06","$0.00","$34.00","$34.00","$0.00","$0.00"
"Rex Hospital","HC THINPREP PAP SMEAR-CYTOLOGY","88142","$258.00","$11.14","$258.00","$58.52","$58.52","$20.67","$159.42","$114.09","$77.25","$154.80","$17.94","$90.04","$90.04","$154.80","$245.10","$219.30","$149.64","$11.14","$21.27","$21.27","$159.96","$134.16","$152.22","$20.26","$34.82","$258.00","$20.36","$20.67"
"Rex Hospital","HC SMEAR CYTOLOGY","88160","$106.00","$20.08","$106.00","$101.77","$101.77","$21.75","$65.50","$46.87","$31.74","$63.60","$29.79","$36.99","$36.99","$63.60","$100.70","$90.10","$61.48","$21.32","$22.39","$22.39","$65.72","$55.12","$62.54","$21.32","$20.08","$106.00","$22.54","$21.75"
"Rex Hospital","HC GYN SMEAR CYTOLOGY","88164","$74.00","$9.35","$74.00","$54.02","$54.02","$0.00","$45.72","$32.72","$22.16","$44.40","$9.35","$25.83","$25.83","$44.40","$70.30","$62.90","$42.92","$0.00","$0.00","$0.00","$45.88","$38.48","$43.66","$0.00","$18.16","$74.00","$0.00","$0.00"
"Rex Hospital","HC FNA W/ IMMED EVAL FIRST PASS","88172","$152.00","$13.03","$152.00","$45.28","$45.28","$142.80","$93.92","$67.21","$45.51","$91.20","$13.03","$53.05","$53.05","$91.20","$144.40","$129.20","$88.16","$140.00","$147.00","$147.00","$94.24","$79.04","$89.68","$140.00","$42.88","$152.00","$140.70","$142.80"
"Rex Hospital","HC FNA W/ PATHOLOGIST INTERPRET","88173","$144.00","$42.88","$144.00","$144.00","$144.00","$49.23","$88.98","$63.68","$43.11","$86.40","$52.83","$50.26","$50.26","$86.40","$136.80","$122.40","$83.52","$48.26","$50.68","$50.68","$89.28","$74.88","$84.96","$48.26","$42.88","$144.00","$48.51","$49.23"
"Rex Hospital","HC LIQUID BASE PREP W/MAN&AUTO SCRN","88175","$139.00","$14.64","$139.00","$76.54","$76.54","$27.14","$85.89","$61.47","$41.62","$83.40","$23.46","$48.51","$48.51","$83.40","$132.05","$118.15","$80.62","$14.64","$27.94","$27.94","$86.18","$72.28","$82.01","$26.61","$45.53","$139.00","$26.74","$27.14"
"Rex Hospital","HC PAP TP IMAGED MED DX","88175","$139.00","$14.64","$139.00","$76.54","$76.54","$27.14","$85.89","$61.47","$41.62","$83.40","$23.46","$48.51","$48.51","$83.40","$132.05","$118.15","$80.62","$14.64","$27.94","$27.94","$86.18","$72.28","$82.01","$26.61","$45.53","$139.00","$26.74","$27.14"
"Rex Hospital","HC FNA ADDL EVALUATION SAME SITE","88177","$28.00","$4.89","$28.00","$20.44","$20.44","$0.00","$17.30","$12.38","$8.38","$16.80","$4.89","$9.77","$9.77","$16.80","$26.60","$23.80","$16.24","$0.00","$0.00","$0.00","$17.36","$14.56","$16.52","$0.00","$13.25","$28.00","$0.00","$0.00"
"Rex Hospital","HC FLOW MARKER 1ST","88184","$191.00","$20.08","$290.33","$147.82","$147.82","$282.04","$118.02","$84.46","$57.19","$114.60","$49.57","$66.66","$66.66","$114.60","$181.45","$162.35","$110.78","$191.00","$191.00","$290.33","$118.42","$99.32","$112.69","$276.51","$20.08","$191.00","$191.00","$282.04"
"Rex Hospital","HC CELL MARKER 1ST MARKER","88184","$190.00","$20.08","$290.33","$147.82","$147.82","$282.04","$117.40","$84.02","$56.89","$114.00","$49.57","$66.31","$66.31","$114.00","$180.50","$161.50","$110.20","$190.00","$190.00","$290.33","$117.80","$98.80","$112.10","$276.51","$20.08","$190.00","$190.00","$282.04"
"Rex Hospital","HC TISS/CULT NONNEOPLASTIC DISORD","88230","$476.00","$64.07","$476.00","$336.54","$336.54","$118.82","$294.12","$210.49","$142.51","$285.60","$103.15","$166.12","$166.12","$285.60","$452.20","$404.60","$276.08","$64.07","$122.31","$122.31","$295.12","$247.52","$280.84","$116.49","$200.23","$476.00","$117.07","$118.82"
"Rex Hospital","HC SOLID TISSUE OR SKIN CULTURE","88233","$419.00","$77.40","$419.00","$406.55","$406.55","$143.54","$258.90","$185.28","$125.45","$251.40","$124.61","$146.23","$146.23","$251.40","$398.05","$356.15","$243.02","$77.40","$147.77","$147.77","$259.78","$217.88","$247.21","$140.73","$241.88","$419.00","$141.43","$143.54"
"Rex Hospital","HC TISSUE CULT/BONE MARROW","88237","$516.00","$79.06","$516.00","$364.88","$364.88","$146.63","$318.84","$228.18","$154.49","$309.60","$111.84","$180.08","$180.08","$309.60","$490.20","$438.60","$299.28","$79.06","$150.94","$150.94","$319.92","$268.32","$304.44","$143.75","$217.09","$516.00","$144.47","$146.63"
"Rex Hospital","HC CHROM.ANALYSIS,5 CELL,1 KARYO","88261","$141.00","$42.22","$156.49","$141.00","$141.00","$143.82","$87.12","$62.35","$42.22","$84.60","$156.49","$49.21","$49.21","$84.60","$133.95","$119.85","$81.78","$141.00","$141.00","$141.00","$87.42","$73.32","$83.19","$141.00","$141.00","$141.00","$141.00","$141.00"
"Rex Hospital","HC KARYOTYPING W/ BANDING","88262","$637.00","$69.02","$637.00","$360.08","$360.08","$128.00","$393.60","$281.68","$190.72","$382.20","$110.36","$222.31","$222.31","$382.20","$605.15","$541.45","$369.46","$69.02","$131.76","$131.76","$394.94","$331.24","$375.83","$125.49","$214.24","$637.00","$126.12","$128.00"
"Rex Hospital","HC CHROMOSOME ANALYSIS, 20-25CELL","88264","$222.00","$66.47","$222.00","$222.00","$222.00","$147.50","$137.17","$98.17","$66.47","$133.20","$110.36","$77.48","$77.48","$133.20","$210.90","$188.70","$128.76","$79.54","$151.84","$151.84","$137.64","$115.44","$130.98","$144.61","$214.24","$222.00","$145.33","$147.50"
"Rex Hospital","HC MOLECULAR CYTOGEN, DNA PROBE","88271","$230.00","$11.78","$230.00","$61.87","$61.87","$21.85","$142.12","$101.71","$68.86","$138.00","$18.96","$80.27","$80.27","$138.00","$218.50","$195.50","$133.40","$11.78","$22.49","$22.49","$142.60","$119.60","$135.70","$21.42","$36.82","$230.00","$21.53","$21.85"
"Rex Hospital","HC REF MOL CYTOG DNA PROBE","88271","$82.00","$11.78","$82.00","$61.87","$61.87","$21.85","$50.67","$36.26","$24.55","$49.20","$18.96","$28.62","$28.62","$49.20","$77.90","$69.70","$47.56","$11.78","$22.49","$22.49","$50.84","$42.64","$48.38","$21.42","$36.82","$82.00","$21.53","$21.85"
"Rex Hospital","HC MOLECULAR GENETICS DNA PROB EA","88271","$240.00","$11.78","$240.00","$61.87","$61.87","$21.85","$148.30","$106.13","$71.86","$144.00","$18.96","$83.76","$83.76","$144.00","$228.00","$204.00","$139.20","$11.78","$22.49","$22.49","$148.80","$124.80","$141.60","$21.42","$36.82","$240.00","$21.53","$21.85"
"Rex Hospital","HC CHROM.IN-SITU HYBRID.10-30CELL","88273","$83.00","$19.15","$83.00","$83.00","$83.00","$35.51","$51.29","$36.70","$24.85","$49.80","$28.45","$28.97","$28.97","$49.80","$78.85","$70.55","$48.14","$19.15","$36.55","$36.55","$51.46","$43.16","$48.97","$34.81","$55.22","$83.00","$34.98","$35.51"
"Rex Hospital","HC INTERPH IN-SIT.HYBR.25-99CELL","88274","$124.00","$23.31","$124.00","$100.57","$100.57","$43.23","$76.62","$54.83","$37.13","$74.40","$30.82","$43.28","$43.28","$74.40","$117.80","$105.40","$71.92","$23.31","$44.50","$44.50","$76.88","$64.48","$73.16","$42.38","$59.83","$124.00","$42.59","$43.23"
"Rex Hospital","HC INTERPH.IN-S.HYBRID.100-300CEL","88275","$504.00","$28.15","$504.00","$119.78","$119.78","$52.21","$311.42","$222.87","$150.90","$302.40","$35.56","$175.90","$175.90","$302.40","$478.80","$428.40","$292.32","$28.15","$53.75","$53.75","$312.48","$262.08","$297.36","$51.19","$69.02","$504.00","$51.45","$52.21"
"Rex Hospital","HC ADDITIONAL KARYOTYPE","88280","$64.00","$18.41","$64.00","$64.00","$64.00","$34.14","$39.55","$28.30","$19.16","$38.40","$22.22","$22.34","$22.34","$38.40","$60.80","$54.40","$37.12","$18.41","$35.14","$35.14","$39.68","$33.28","$37.76","$33.47","$43.14","$64.00","$33.64","$34.14"
"Rex Hospital","HC ADDITIONAL SPEC BAND TECH","88283","$111.00","$33.23","$111.00","$111.00","$111.00","$69.97","$68.59","$49.08","$33.23","$66.60","$60.74","$38.74","$38.74","$66.60","$105.45","$94.35","$64.38","$37.73","$72.03","$72.03","$68.82","$57.72","$65.49","$68.60","$111.00","$111.00","$68.94","$69.97"
"Rex Hospital","HC ADDITIONAL CELLS COUNTED","88285","$269.00","$14.80","$269.00","$62.97","$62.97","$27.45","$166.22","$118.95","$80.54","$161.40","$16.82","$93.88","$93.88","$161.40","$255.55","$228.65","$156.02","$14.80","$28.26","$28.26","$166.78","$139.88","$158.71","$26.91","$32.65","$269.00","$27.04","$27.45"
"Rex Hospital","HC MISC CYTOGENETICS PROCEDURE","88299","$619.00","$12.50","$619.00","$451.87","$451.87","$46.80","$382.48","$273.72","$185.33","$371.40","$47.75","$216.03","$216.03","$371.40","$588.05","$526.15","$359.02","$45.88","$48.18","$48.18","$383.78","$321.88","$365.21","$45.88","$12.50","$619.00","$48.51","$46.80"
"Rex Hospital","HC LEVEL I SURG PATH GROSS ONLY","88300","$96.00","$6.98","$96.00","$26.47","$26.47","$22.88","$59.32","$42.45","$28.74","$57.60","$6.98","$33.50","$33.50","$57.60","$91.20","$81.60","$55.68","$22.43","$23.55","$23.55","$59.52","$49.92","$56.64","$22.43","$20.08","$96.00","$22.54","$22.88"
"Rex Hospital","HC LEVEL II SURG PATH GR & MICRO","88302","$116.00","$16.52","$116.00","$52.35","$52.35","$22.88","$71.68","$51.30","$34.73","$69.60","$16.52","$40.48","$40.48","$69.60","$110.20","$98.60","$67.28","$22.43","$23.55","$23.55","$71.92","$60.32","$68.44","$22.43","$20.08","$116.00","$22.54","$22.88"
"Rex Hospital","HC LEVEL III SURG PATH GR & MICRO","88304","$205.00","$22.34","$205.00","$64.12","$64.12","$49.23","$126.67","$90.65","$61.38","$123.00","$22.34","$71.55","$71.55","$123.00","$194.75","$174.25","$118.90","$48.26","$50.68","$50.68","$127.10","$106.60","$120.95","$48.26","$42.88","$205.00","$48.51","$49.23"
"Rex Hospital","HC BONE MARROW CLOT EXAM","88305","$241.00","$22.34","$241.00","$65.68","$65.68","$49.23","$148.91","$106.57","$72.16","$144.60","$22.34","$84.11","$84.11","$144.60","$228.95","$204.85","$139.78","$48.26","$50.68","$50.68","$149.42","$125.32","$142.19","$48.26","$42.88","$241.00","$48.51","$49.23"
"Rex Hospital","HC LEVEL IV SURG PATH GR & MICRO","88305","$241.00","$22.34","$241.00","$65.68","$65.68","$49.23","$148.91","$106.57","$72.16","$144.60","$22.34","$84.11","$84.11","$144.60","$228.95","$204.85","$139.78","$48.26","$50.68","$50.68","$149.42","$125.32","$142.19","$48.26","$42.88","$241.00","$48.51","$49.23"
"Rex Hospital","HC LEVEL V SURG PATH OR CYTO GROSS & MICRO","88307","$306.00","$64.93","$306.00","$306.00","$306.00","$282.04","$189.08","$135.31","$91.62","$183.60","$146.15","$106.79","$106.79","$183.60","$290.70","$260.10","$177.48","$276.51","$290.33","$290.33","$189.72","$159.12","$180.54","$276.51","$64.93","$306.00","$277.89","$282.04"
"Rex Hospital","HC LEVEL VI SURG PATH GR & MICRO","88309","$282.00","$64.93","$643.54","$282.00","$282.00","$625.15","$174.25","$124.70","$84.43","$169.20","$207.59","$98.42","$98.42","$169.20","$267.90","$239.70","$163.56","$282.00","$282.00","$643.54","$174.84","$146.64","$166.38","$612.90","$64.93","$282.00","$282.00","$625.15"
"Rex Hospital","HC DECALCIFICATION","88311","$45.00","$5.59","$45.00","$20.19","$20.19","$0.00","$27.81","$19.90","$13.47","$27.00","$5.59","$15.71","$15.71","$27.00","$42.75","$38.25","$26.10","$0.00","$0.00","$0.00","$27.90","$23.40","$26.55","$0.00","$12.50","$45.00","$0.00","$0.00"
"Rex Hospital","HC SPECIAL STAINS GRP 1 DIFF QUIK","88312","$161.00","$20.08","$161.00","$155.10","$155.10","$49.23","$99.48","$71.19","$48.20","$96.60","$45.85","$56.19","$56.19","$96.60","$152.95","$136.85","$93.38","$48.26","$50.68","$50.68","$99.82","$83.72","$94.99","$48.26","$20.08","$161.00","$48.51","$49.23"
"Rex Hospital","HC SPECIAL STAINS GRP 2 IRON STAIN BM","88313","$93.00","$20.08","$93.00","$93.00","$93.00","$33.27","$57.46","$41.12","$27.84","$55.80","$36.77","$32.46","$32.46","$55.80","$88.35","$79.05","$53.94","$32.62","$34.25","$34.25","$57.66","$48.36","$54.87","$32.62","$20.08","$93.00","$32.78","$33.27"
